,store_sales_in_millions,store_cost_in_millions,unit_sales_in_millions,promotion_name,sales_country,media_type,cost,id,store_id,customer_id,product_id
23938,11.22,5.61,3,Wallet Savers,USA,"Sunday Paper, Radio, TV",79.95,37072,s58,c354,prod23752
23939,11.22,5.1612,3,Super Duper Savers,USA,Daily Paper,100.91,37113,s58,c1015,prod23752
23940,18.7,8.602,5,Super Duper Savers,USA,Cash Register Handout,129.5,37648,s113,c1221,prod23752
23941,11.22,4.7124,3,Cash Register Lottery,USA,"Daily Paper, Radio",59.86,36810,s0,c1306,prod23752
23942,11.22,5.1612,3,I Cant Believe It Sale,USA,Product Attachment,69.47,36855,s0,c1541,prod23752
23943,11.22,5.4978,3,Sales Galore,USA,Product Attachment,149.08,36956,s18,c2060,prod23752
23944,14.96,7.3304,4,Two for One,USA,Product Attachment,59.83,36969,s18,c2111,prod23752
23945,11.22,5.3856,3,Unbeatable Price Savers,USA,Bulk Mail,66.78,36983,s40,c2192,prod23752
23946,14.96,5.3856,4,Big Time Discounts,USA,In-Store Coupon,59.4,37099,s58,c2700,prod23752
23947,7.48,3.2164,2,High Roller Savings,USA,Daily Paper,101.84,37158,s73,c3014,prod23752
23948,7.48,3.2164,2,Price Cutters,USA,Product Attachment,129.2,37235,s82,c3367,prod23752
23949,7.48,3.4408,2,Saving Days,USA,"Sunday Paper, Radio, TV",67.11,37236,s82,c3368,prod23752
23950,14.96,7.3304,4,Go For It,USA,"Daily Paper, Radio",67.01,37285,s100,c3579,prod23752
23951,7.48,3.2912,2,Tip Top Savings,USA,Cash Register Handout,79.13,37361,s110,c3936,prod23752
23952,11.22,3.7026,3,High Roller Savings,USA,TV,72.61,37318,s100,c4728,prod23752
23953,11.22,5.1612,3,Save-It Sale,USA,Radio,144.38,36837,s0,c5527,prod23752
23954,7.48,3.0668,2,Unbeatable Price Savers,USA,"Daily Paper, Radio, TV",137.77,37021,s40,c5839,prod23752
23955,3.74,1.2716,1,Savings Galore,USA,Cash Register Handout,121.95,37732,s126,c6533,prod23752
23956,11.22,4.2636,3,Sales Galore,USA,Bulk Mail,96.55,37237,s82,c7346,prod23752
23957,11.22,5.4978,3,Two Day Sale,USA,"Daily Paper, Radio",112.52,37204,s82,c9971,prod23752
23958,14.96,5.984,4,One Day Sale,USA,"Daily Paper, Radio, TV",131.75,36848,s0,c10230,prod23752
23959,11.22,4.9368,3,Dollar Cutters,USA,"Daily Paper, Radio, TV",144.18,37019,s40,c11730,prod23752
23960,1.86,0.744,2,Wallet Savers,USA,"Sunday Paper, Radio, TV",79.95,37061,s58,c62,prod23753
23961,2.79,1.3113,3,Super Duper Savers,USA,Cash Register Handout,129.5,37629,s113,c121,prod23753
23962,2.79,1.0602,3,Double Down Sale,USA,TV,95.74,36922,s18,c230,prod23753
23963,2.79,0.8649,3,Two Day Sale,USA,Radio,91.28,36985,s40,c293,prod23753
23964,2.79,0.9486,3,Big Time Discounts,USA,In-Store Coupon,59.4,37084,s58,c364,prod23753
23965,2.79,1.3671,3,Save-It Sale,USA,"Daily Paper, Radio, TV",89.37,37097,s58,c370,prod23753
23966,2.79,0.9486,3,You Save Days,USA,Bulk Mail,131.81,37138,s73,c422,prod23753
23967,2.79,0.8649,3,Price Savers,USA,Cash Register Handout,128.2,37201,s82,c458,prod23753
23968,3.72,1.674,4,Price Savers,USA,In-Store Coupon,81.85,37326,s100,c541,prod23753
23969,1.86,0.8742,2,Super Duper Savers,USA,Cash Register Handout,129.5,37638,s113,c574,prod23753
23970,2.79,1.2834,3,Weekend Markdown,USA,In-Store Coupon,73.05,36940,s18,c659,prod23753
23971,1.86,0.651,2,I Cant Believe It Sale,USA,Product Attachment,69.47,36826,s0,c768,prod23753
23972,2.79,0.8928,3,Dollar Cutters,USA,TV,66.18,37613,s113,c1192,prod23753
23973,2.79,0.9765,3,Cash Register Lottery,USA,"Daily Paper, Radio, TV",55.59,36811,s0,c1307,prod23753
23974,2.79,1.2555,3,Cash Register Lottery,USA,"Daily Paper, Radio",59.86,36840,s0,c1492,prod23753
23975,2.79,1.3671,3,Three for One,USA,Product Attachment,122.47,36904,s18,c1765,prod23753
23976,3.72,1.488,4,Price Savers,USA,"Sunday Paper, Radio",111.7,36961,s18,c1807,prod23753
23977,2.79,1.3671,3,Sales Days,USA,Bulk Mail,116.74,37056,s58,c2499,prod23753
23978,2.79,1.1439,3,Bye Bye Baby,USA,"Daily Paper, Radio, TV",58.16,37208,s82,c3244,prod23753
23979,2.79,1.3392,3,You Save Days,USA,Bulk Mail,131.81,37264,s82,c3484,prod23753
23980,2.79,0.8649,3,Free For All,USA,"Sunday Paper, Radio",126.24,37276,s100,c3533,prod23753
23981,2.79,0.9765,3,You Save Days,USA,TV,108.22,37287,s100,c3597,prod23753
23982,3.72,1.488,4,Free For All,USA,"Sunday Paper, Radio",126.24,37344,s100,c3823,prod23753
23983,2.79,1.2555,3,Super Wallet Savers,USA,"Daily Paper, Radio",109.14,37656,s113,c4183,prod23753
23984,2.79,0.9486,3,Sale Winners,USA,In-Store Coupon,147.35,37188,s73,c6145,prod23753
23985,3.72,1.5996,4,Free For All,USA,"Sunday Paper, Radio",126.24,37266,s100,c6259,prod23753
23986,3.72,1.1904,4,High Roller Savings,USA,"Daily Paper, Radio, TV",68.15,37661,s113,c6516,prod23753
23987,4.65,1.488,5,Two Day Sale,USA,"Daily Paper, Radio",149.75,37224,s82,c7315,prod23753
23988,3.72,1.7112,4,High Roller Savings,USA,"Sunday Paper, Radio, TV",95.55,37265,s82,c7862,prod23753
23989,3.72,1.6368,4,High Roller Savings,USA,Daily Paper,101.84,37178,s73,c9398,prod23753
23990,1.86,0.6882,2,Saving Days,USA,"Sunday Paper, Radio, TV",67.11,37244,s82,c9437,prod23753
23991,1.86,0.7068,2,Price Savers,USA,Product Attachment,62.27,37355,s100,c9531,prod23753
23992,1.86,0.8556,2,Sales Galore,USA,Product Attachment,149.08,36943,s18,c17642,prod23753
23993,1.86,0.8928,2,Super Savers,USA,In-Store Coupon,134.66,37031,s40,c23973,prod23753
23994,6.84,3.0096,4,Bag Stuffers,USA,Daily Paper,70.32,36884,s18,c18,prod23755
23995,8.55,2.8215,5,Price Winners,USA,Cash Register Handout,95.21,37086,s58,c67,prod23755
23996,6.84,2.736,4,Big Time Discounts,USA,In-Store Coupon,59.4,37098,s58,c69,prod23755
23997,5.13,2.1546,3,You Save Days,USA,Sunday Paper,51.27,37610,s113,c113,prod23755
23998,5.13,1.6929,3,Two for One,USA,Product Attachment,59.83,36917,s18,c223,prod23755
23999,3.42,1.368,2,Sales Days,USA,Bulk Mail,116.74,37105,s58,c379,prod23755
24000,6.84,2.394,4,Dollar Cutters,USA,"Sunday Paper, Radio, TV",135.5,37117,s58,c387,prod23755
24001,6.84,3.0096,4,Price Winners,USA,"Sunday Paper, Radio",122.51,37179,s73,c436,prod23755
24002,5.13,1.9494,3,Weekend Markdown,USA,"Daily Paper, Radio",69.63,37039,s40,c675,prod23755
24003,6.84,3.078,4,Unbeatable Price Savers,USA,"Daily Paper, Radio, TV",137.77,36997,s40,c918,prod23755
24004,5.13,2.565,3,Save-It Sale,USA,"Daily Paper, Radio, TV",89.37,37089,s58,c991,prod23755
24005,5.13,2.565,3,Big Time Discounts,USA,In-Store Coupon,59.4,37114,s58,c1015,prod23755
24006,3.42,1.197,2,Save-It Sale,USA,Daily Paper,81.79,37154,s73,c1057,prod23755
24007,5.13,2.0007,3,Super Wallet Savers,USA,Cash Register Handout,140.19,37314,s100,c1151,prod23755
24008,5.13,2.1546,3,I Cant Believe It Sale,USA,Product Attachment,69.47,36813,s0,c1312,prod23755
24009,5.13,1.7955,3,Big Time Savings,USA,Radio,53.45,36819,s0,c1354,prod23755
24010,6.84,2.5308,4,Weekend Markdown,USA,In-Store Coupon,73.05,36912,s18,c1799,prod23755
24011,3.42,1.6758,2,Weekend Markdown,USA,"Daily Paper, Radio",69.63,36978,s40,c2158,prod23755
24012,5.13,2.4111,3,Price Destroyers,USA,"Daily Paper, Radio",62.26,37083,s58,c2641,prod23755
24013,5.13,1.6416,3,Save-It Sale,USA,Daily Paper,81.79,37128,s73,c2878,prod23755
24014,5.13,2.1546,3,Shelf Clearing Days,USA,"Sunday Paper, Radio, TV",101.96,37261,s82,c3459,prod23755
24015,5.13,2.052,3,One Day Sale,USA,"Daily Paper, Radio, TV",117.29,37339,s100,c3617,prod23755
24016,6.84,2.5992,4,You Save Days,USA,TV,108.22,37316,s100,c3709,prod23755
24017,5.13,1.8981,3,Price Savers,USA,"Sunday Paper, Radio",111.7,36903,s18,c4374,prod23755
24018,3.42,1.4022,2,Double Down Sale,USA,TV,95.74,36960,s18,c4434,prod23755
24019,5.13,1.6929,3,Cash Register Lottery,USA,"Sunday Paper, Radio",123.61,36833,s0,c4852,prod23755
24020,5.13,2.1546,3,Shelf Emptiers,USA,Bulk Mail,117.86,37217,s82,c5232,prod23755
24021,6.84,3.3516,4,Two Day Sale,USA,Radio,91.28,36976,s40,c5756,prod23755
24022,6.84,2.5308,4,Big Time Discounts,USA,"Daily Paper, Radio",111.51,36818,s0,c9024,prod23755
24023,6.84,2.2572,4,Price Savers,USA,"Sunday Paper, Radio",80.29,36867,s0,c12411,prod23755
24024,1.71,0.6498,1,Super Duper Savers,USA,Sunday Paper,124.3,37359,s110,c21331,prod23755
24025,8.91,3.8313,3,Price Savers,USA,"Sunday Paper, Radio",111.7,36946,s18,c32,prod23758
24026,11.88,5.346,4,Big Time Discounts,USA,In-Store Coupon,59.4,37069,s58,c352,prod23758
24027,8.91,3.0294,3,One Day Sale,USA,In-Store Coupon,93.07,37096,s58,c370,prod23758
24028,8.91,3.8313,3,Big Time Discounts,USA,Product Attachment,109.93,37269,s100,c502,prod23758
24029,14.85,6.6825,5,Price Destroyers,USA,Sunday Paper,121.44,37305,s100,c524,prod23758
24030,8.91,3.1185,3,Weekend Markdown,USA,"Daily Paper, Radio",69.63,36992,s40,c901,prod23758
24031,8.91,2.9403,3,Weekend Markdown,USA,Sunday Paper,133.6,37000,s40,c920,prod23758
24032,5.94,2.376,2,You Save Days,USA,Bulk Mail,131.81,37145,s73,c1049,prod23758
24033,8.91,3.564,3,Money Savers,USA,Cash Register Handout,53.01,37332,s100,c3771,prod23758
24034,5.94,2.9106,2,Big Promo,USA,"Sunday Paper, Radio, TV",70.98,37356,s110,c3915,prod23758
24035,11.88,4.6332,4,Cash Register Lottery,USA,"Daily Paper, Radio",59.86,36816,s0,c4835,prod23758
24036,11.88,4.158,4,Sales Galore,USA,TV,106.16,37216,s82,c5229,prod23758
24037,5.94,1.9602,2,One Day Sale,USA,"Daily Paper, Radio, TV",85.88,37219,s82,c12025,prod23758
24038,5.94,2.1384,2,Save-It Sale,USA,In-Store Coupon,52.42,37362,s110,c12246,prod23758
24039,11.88,5.7024,4,Double Down Sale,USA,Daily Paper,55.96,37226,s82,c13962,prod23758
24040,11.88,4.2768,4,Bye Bye Baby,USA,"Daily Paper, Radio, TV",58.16,37238,s82,c24180,prod23758
24041,4.68,2.2464,4,Dollar Cutters,USA,"Sunday Paper, Radio",136.74,36949,s18,c33,prod23759
24042,4.68,1.5444,4,Savings Galore,USA,"Sunday Paper, Radio",136.57,37081,s58,c65,prod23759
24043,3.51,1.4391,3,Bag Stuffers,USA,"Daily Paper, Radio",126.62,36860,s0,c184,prod23759
24044,3.51,1.3689,3,Three for One,USA,Product Attachment,122.47,36963,s18,c273,prod23759
24045,4.68,2.1996,4,Dollar Cutters,USA,"Sunday Paper, Radio, TV",135.5,37094,s58,c369,prod23759
24046,4.68,2.1996,4,Tip Top Savings,USA,Bulk Mail,106.66,37109,s58,c380,prod23759
24047,4.68,1.4508,4,Sales Days,USA,Bulk Mail,116.74,37115,s58,c386,prod23759
24048,3.51,1.5795,3,One Day Sale,USA,In-Store Coupon,93.07,37116,s58,c386,prod23759
24049,3.51,1.1232,3,Cash Register Lottery,USA,"Daily Paper, Radio, TV",55.59,36817,s0,c631,prod23759
24050,4.68,2.1528,4,Saving Days,USA,Product Attachment,83.26,37150,s73,c698,prod23759
24051,3.51,1.0881,3,Sale Winners,USA,Product Attachment,137.7,37342,s100,c723,prod23759
24052,4.68,1.638,4,Price Savers,USA,Street Handout,115.13,36944,s18,c870,prod23759
24053,3.51,1.4391,3,Weekend Markdown,USA,Street Handout,117.4,37336,s100,c1162,prod23759
24054,3.51,1.3689,3,Price Savers,USA,"Sunday Paper, Radio",80.29,36878,s0,c1655,prod23759
24055,3.51,1.5444,3,Three for One,USA,Product Attachment,122.47,36890,s18,c1701,prod23759
24056,3.51,1.6497,3,Two Day Sale,USA,"Daily Paper, Radio",149.75,37257,s82,c3258,prod23759
24057,4.68,2.34,4,You Save Days,USA,Bulk Mail,131.81,37259,s82,c3447,prod23759
24058,3.51,1.6497,3,Shelf Clearing Days,USA,Sunday Paper,106.1,37664,s113,c4218,prod23759
24059,2.34,1.0998,2,Money Savers,USA,Radio,119.55,37735,s126,c4243,prod23759
24060,3.51,1.2285,3,Unbeatable Price Savers,USA,"Daily Paper, Radio, TV",137.77,37053,s40,c4509,prod23759
24061,3.51,1.5093,3,Price Winners,USA,"Sunday Paper, Radio",122.51,37151,s73,c4588,prod23759
24062,3.51,1.2987,3,I Cant Believe It Sale,USA,Product Attachment,69.47,36877,s0,c4911,prod23759
24063,2.34,0.819,2,Shelf Emptiers,USA,Bulk Mail,117.86,37218,s82,c5232,prod23759
24064,2.34,0.8658,2,Big Time Discounts,USA,"Daily Paper, Radio",111.51,36842,s0,c5533,prod23759
24065,3.51,1.5795,3,Go For It,USA,"Daily Paper, Radio",67.01,37311,s100,c6326,prod23759
24066,3.51,1.5444,3,Free For All,USA,Radio,140.9,37665,s113,c6525,prod23759
24067,3.51,1.7199,3,Free For All,USA,Product Attachment,143.83,36847,s0,c9061,prod23759
24068,4.68,2.1528,4,Free For All,USA,Daily Paper,52.06,37294,s100,c17175,prod23759
24069,2.34,1.0296,2,Two for One,USA,Daily Paper,68.97,37200,s82,c24142,prod23759
24070,4.95,1.8315,3,Super Duper Savers,USA,Daily Paper,100.91,37101,s58,c375,prod23766
24071,3.3,1.188,2,You Save Days,USA,Bulk Mail,131.81,37162,s73,c430,prod23766
24072,6.6,3.102,4,Super Duper Savers,USA,Sunday Paper,69.65,36909,s18,c836,prod23766
24073,4.95,1.5345,3,Shelf Clearing Days,USA,"Daily Paper, Radio",76.41,37268,s100,c1119,prod23766
24074,3.3,1.419,2,I Cant Believe It Sale,USA,Product Attachment,69.47,36841,s0,c1496,prod23766
24075,3.3,1.221,2,Bag Stuffers,USA,Daily Paper,70.32,36915,s18,c1820,prod23766
24076,4.95,1.6335,3,Free For All,USA,Street Handout,55.18,36967,s18,c2103,prod23766
24077,3.3,1.221,2,Bye Bye Baby,USA,"Daily Paper, Radio, TV",58.16,37166,s73,c3057,prod23766
24078,6.6,2.31,4,You Save Days,USA,Bulk Mail,131.81,37258,s82,c3447,prod23766
24079,3.3,0.99,2,Shelf Clearing Days,USA,"Daily Paper, Radio",76.41,37271,s100,c3508,prod23766
24080,4.95,2.178,3,High Roller Savings,USA,TV,72.61,37283,s100,c3567,prod23766
24081,3.3,1.551,2,Sales Days,USA,In-Store Coupon,101.57,37364,s110,c3945,prod23766
24082,4.95,1.8315,3,Price Cutters,USA,Cash Register Handout,145.52,37640,s113,c4128,prod23766
24083,4.95,1.782,3,Cash Register Lottery,USA,"Sunday Paper, Radio",123.61,36831,s0,c4313,prod23766
24084,3.3,1.518,2,One Day Sale,USA,"Daily Paper, Radio, TV",85.88,37212,s82,c4650,prod23766
24085,4.95,2.277,3,Bye Bye Baby,USA,Radio,90.58,36982,s40,c5775,prod23766
24086,4.95,1.98,3,Save-It Sale,USA,Daily Paper,81.79,37180,s73,c6142,prod23766
24087,4.95,1.8315,3,Big Time Discounts,USA,Product Attachment,109.93,37338,s100,c10608,prod23766
24088,4.95,1.6335,3,Dollar Cutters,USA,Bulk Mail,141.26,37167,s73,c11967,prod23766
24089,6.6,3.168,4,High Roller Savings,USA,"Daily Paper, Radio",84.16,36829,s0,c13360,prod23766
24090,6.6,2.706,4,Big Time Savings,USA,Radio,53.45,36824,s0,c13606,prod23766
24091,3.3,1.419,2,Unbeatable Price Savers,USA,Bulk Mail,66.78,36991,s40,c14286,prod23766
24092,6.78,2.5764,3,Sales Days,USA,Bulk Mail,116.74,37059,s58,c61,prod23769
24093,6.78,2.1018,3,Price Winners,USA,Cash Register Handout,95.21,37060,s58,c62,prod23769
24094,6.78,2.373,3,Price Slashers,USA,Sunday Paper,67.2,37295,s100,c103,prod23769
24095,4.52,1.4916,2,Dollar Days,USA,"Daily Paper, Radio",138.81,36929,s18,c237,prod23769
24096,6.78,2.5086,3,Big Promo,USA,Radio,98.52,37070,s58,c353,prod23769
24097,4.52,1.6272,2,One Day Sale,USA,In-Store Coupon,93.07,37108,s58,c380,prod23769
24098,9.04,3.0736,4,Unbeatable Price Savers,USA,Product Attachment,124.36,37309,s100,c718,prod23769
24099,6.78,3.1866,3,Weekend Markdown,USA,Street Handout,117.4,37334,s100,c1162,prod23769
24100,4.52,1.4916,2,Big Time Discounts,USA,"Daily Paper, Radio",111.51,36827,s0,c1411,prod23769
24101,9.04,3.7064,4,Price Slashers,USA,"Sunday Paper, Radio, TV",54.11,36836,s0,c1473,prod23769
24102,6.78,2.9832,3,Weekend Markdown,USA,Sunday Paper,133.6,37014,s40,c2324,prod23769
24103,4.52,1.5368,2,Free For All,USA,"Sunday Paper, Radio",126.24,37347,s100,c3606,prod23769
24104,9.04,3.8872,4,High Roller Savings,USA,"Daily Paper, Radio, TV",68.15,37620,s113,c4026,prod23769
24105,6.78,3.1188,3,Price Destroyers,USA,"Daily Paper, Radio, TV",58.27,37641,s113,c4130,prod23769
24106,9.04,3.8872,4,Weekend Markdown,USA,"Daily Paper, Radio",69.63,37046,s40,c5079,prod23769
24107,9.04,3.7064,4,Double Down Sale,USA,Daily Paper,55.96,37126,s73,c6037,prod23769
24108,6.78,2.2374,3,Wallet Savers,USA,"Daily Paper, Radio, TV",53.13,37279,s100,c6277,prod23769
24109,9.04,2.8024,4,Price Savers,USA,Cash Register Handout,128.2,37182,s73,c15694,prod23769
24110,2.26,0.8588,1,Savings Galore,USA,Bulk Mail,76.05,37734,s126,c24366,prod23769
24111,4.26,1.491,3,I Cant Believe It Sale,USA,Product Attachment,69.47,36834,s0,c163,prod23776
24112,4.26,2.13,3,Sales Galore,USA,Product Attachment,149.08,36927,s18,c235,prod23776
24113,5.68,2.4424,4,Shelf Clearing Days,USA,In-Store Coupon,109.21,37659,s113,c612,prod23776
24114,4.26,1.8744,3,Super Duper Savers,USA,Daily Paper,100.91,37091,s58,c683,prod23776
24115,5.68,2.6128,4,Price Savers,USA,"Sunday Paper, Radio",80.29,36872,s0,c809,prod23776
24116,4.26,1.4484,3,Big Promo,USA,Sunday Paper,51.12,36953,s18,c877,prod23776
24117,5.68,1.7608,4,Weekend Markdown,USA,"Daily Paper, Radio",69.63,37025,s40,c940,prod23776
24118,4.26,1.7466,3,Super Duper Savers,USA,Daily Paper,91.0,36889,s18,c1699,prod23776
24119,4.26,2.13,3,Dollar Days,USA,"Daily Paper, Radio",138.81,36930,s18,c1932,prod23776
24120,4.26,1.8318,3,Two Day Sale,USA,"Daily Paper, Radio",112.52,37193,s82,c3170,prod23776
24121,4.26,1.3632,3,High Roller Savings,USA,"Sunday Paper, Radio, TV",95.55,37223,s82,c3295,prod23776
24122,2.84,1.0224,2,Saving Days,USA,"Daily Paper, Radio",118.36,37298,s100,c3631,prod23776
24123,2.84,1.0508,2,Weekend Markdown,USA,Street Handout,117.4,37354,s100,c3889,prod23776
24124,4.26,2.0874,3,High Roller Savings,USA,"Daily Paper, Radio, TV",68.15,37621,s113,c4026,prod23776
24125,5.68,2.2152,4,Green Light Special,USA,In-Store Coupon,123.02,37647,s113,c4073,prod23776
24126,4.26,1.3206,3,Save-It Sale,USA,"Daily Paper, Radio",64.84,37663,s113,c4218,prod23776
24127,5.68,2.2152,4,Best Savings,USA,"Daily Paper, Radio, TV",53.82,37142,s73,c5154,prod23776
24128,2.84,1.1076,2,Sales Galore,USA,"Daily Paper, Radio",109.03,37357,s110,c5343,prod23776
24129,4.26,1.3632,3,Super Duper Savers,USA,Daily Paper,100.91,37110,s58,c7107,prod23776
24130,2.84,1.136,2,You Save Days,USA,Bulk Mail,131.81,37225,s82,c8244,prod23776
24131,5.68,1.7608,4,Save-It Sale,USA,Daily Paper,81.79,37213,s82,c9417,prod23776
24132,5.68,1.704,4,Big Time Discounts,USA,Product Attachment,109.93,37270,s100,c11231,prod23776
24133,5.68,1.9312,4,Save-It Sale,USA,Daily Paper,81.79,37173,s73,c12576,prod23776
24134,5.68,2.272,4,Mystery Sale,USA,"Daily Paper, Radio",68.84,37263,s82,c24205,prod23776
24135,7.68,2.7648,2,Save-It Sale,USA,Radio,144.38,36857,s0,c174,prod23781
24136,15.36,6.144,4,Sales Galore,USA,Product Attachment,149.08,36898,s18,c210,prod23781
24137,11.52,3.456,3,Super Duper Savers,USA,Daily Paper,91.0,36938,s18,c241,prod23781
24138,11.52,3.6864,3,Best Savings,USA,Street Handout,114.01,37013,s40,c313,prod23781
24139,7.68,2.688,2,Save-It Sale,USA,Daily Paper,81.79,37136,s73,c403,prod23781
24140,7.68,2.5344,2,Saving Days,USA,"Sunday Paper, Radio, TV",67.11,37251,s82,c711,prod23781
24141,7.68,3.7632,2,Free For All,USA,In-Store Coupon,109.06,36908,s18,c834,prod23781
24142,7.68,3.456,2,Super Wallet Savers,USA,Cash Register Handout,140.19,37323,s100,c1158,prod23781
24143,7.68,3.84,2,I Cant Believe It Sale,USA,Product Attachment,69.47,36839,s0,c1481,prod23781
24144,7.68,2.9184,2,Super Duper Savers,USA,Sunday Paper,69.65,36882,s18,c1681,prod23781
24145,15.36,7.68,4,Price Savers,USA,"Sunday Paper, Radio",111.7,36919,s18,c1868,prod23781
24146,7.68,3.456,2,Unbeatable Price Savers,USA,Bulk Mail,66.78,37054,s40,c2494,prod23781
24147,15.36,5.6832,4,Super Savers,USA,"Sunday Paper, Radio",64.76,37129,s73,c2875,prod23781
24148,7.68,3.7632,2,Price Destroyers,USA,TV,135.92,37127,s73,c2876,prod23781
24149,11.52,4.9536,3,Best Savings,USA,"Daily Paper, Radio, TV",53.82,37196,s82,c3209,prod23781
24150,7.68,3.1488,2,Big Time Savings,USA,Daily Paper,77.32,37207,s82,c3239,prod23781
24151,11.52,5.184,3,Big Time Discounts,USA,In-Store Coupon,145.6,37325,s100,c3742,prod23781
24152,11.52,3.5712,3,Weekend Markdown,USA,Daily Paper,140.57,37349,s100,c3855,prod23781
24153,11.52,4.4928,3,You Save Days,USA,Bulk Mail,131.81,37168,s73,c4613,prod23781
24154,11.52,3.456,3,Saving Days,USA,Product Attachment,83.26,37176,s73,c6137,prod23781
24155,7.68,2.6112,2,Free For All,USA,"Sunday Paper, Radio",126.24,37301,s100,c6310,prod23781
24156,11.52,5.184,3,Dollar Cutters,USA,"Sunday Paper, Radio",136.74,36950,s18,c9149,prod23781
24157,15.36,7.0656,4,Big Promo,USA,Cash Register Handout,123.88,37041,s40,c9248,prod23781
24158,7.68,2.7648,2,One Day Sale,USA,"Daily Paper, Radio, TV",85.88,37242,s82,c9435,prod23781
24159,7.68,2.688,2,Two Day Sale,USA,"Daily Paper, Radio",112.52,37205,s82,c9971,prod23781
24160,10.89,4.4649,3,Price Smashers,USA,Product Attachment,138.23,36989,s40,c49,prod23791
24161,14.52,5.2272,4,Saving Days,USA,"Daily Paper, Radio",118.36,37340,s100,c106,prod23791
24162,7.26,3.4848,2,Go For It,USA,"Daily Paper, Radio",67.01,37341,s100,c106,prod23791
24163,10.89,3.9204,3,Two for One,USA,Bulk Mail,86.42,37073,s58,c355,prod23791
24164,7.26,2.3232,2,Green Light Days,USA,Cash Register Handout,139.19,37328,s100,c543,prod23791
24165,10.89,3.5937,3,Free For All,USA,Street Handout,55.18,36935,s18,c658,prod23791
24166,10.89,3.9204,3,Weekend Markdown,USA,In-Store Coupon,73.05,36939,s18,c659,prod23791
24167,14.52,6.8244,4,Cash Register Lottery,USA,"Daily Paper, Radio, TV",55.59,36849,s0,c791,prod23791
24168,10.89,4.4649,3,Bag Stuffers,USA,Daily Paper,70.32,36911,s18,c840,prod23791
24169,14.52,5.082,4,Pick Your Savings,USA,In-Store Coupon,83.51,37022,s40,c938,prod23791
24170,14.52,5.082,4,Sales Galore,USA,Bulk Mail,142.45,37024,s40,c939,prod23791
24171,10.89,3.267,3,Price Destroyers,USA,"Daily Paper, Radio",62.26,37111,s58,c1013,prod23791
24172,10.89,3.7026,3,Super Duper Savers,USA,Daily Paper,91.0,36914,s18,c1834,prod23791
24173,7.26,3.5574,2,Price Savers,USA,"Sunday Paper, Radio",111.7,36954,s18,c2049,prod23791
24174,14.52,4.7916,4,Two for One,USA,Product Attachment,59.83,36970,s18,c2111,prod23791
24175,14.52,5.5176,4,Sale Winners,USA,In-Store Coupon,147.35,37169,s73,c3060,prod23791
24176,7.26,2.3232,2,Price Cutters,USA,Product Attachment,129.2,37197,s82,c3211,prod23791
24177,10.89,3.5937,3,Weekend Markdown,USA,Daily Paper,140.57,37319,s100,c3870,prod23791
24178,14.52,4.9368,4,Price Destroyers,USA,Radio,112.49,37320,s100,c3870,prod23791
24179,10.89,5.1183,3,Price Destroyers,USA,"Sunday Paper, Radio",115.05,37627,s113,c4052,prod23791
24180,14.52,5.5176,4,High Roller Savings,USA,Daily Paper,101.84,37165,s73,c4610,prod23791
24181,7.26,2.178,2,Go For It,USA,Product Attachment,119.3,37321,s100,c4730,prod23791
24182,14.52,5.808,4,Double Down Sale,USA,TV,95.74,36932,s18,c4977,prod23791
24183,7.26,3.1218,2,Save-It Sale,USA,Daily Paper,81.79,37159,s73,c5178,prod23791
24184,14.52,4.9368,4,Sales Galore,USA,"Daily Paper, Radio, TV",145.41,37023,s40,c6993,prod23791
24185,7.26,2.4684,2,Tip Top Savings,USA,Daily Paper,135.46,37733,s126,c15338,prod23791
24186,10.89,3.9204,3,Money Savers,USA,Cash Register Handout,53.01,37300,s100,c23286,prod23791
24187,5.2,2.236,4,One Day Sale,USA,"Daily Paper, Radio, TV",85.88,37192,s82,c83,prod23792
24188,5.2,2.34,4,Saving Days,USA,Street Handout,67.31,36926,s18,c235,prod23792
24189,3.9,1.248,3,Big Promo,USA,Cash Register Handout,123.88,36974,s40,c282,prod23792
24190,3.9,1.911,3,Two for One,USA,"Daily Paper, Radio, TV",57.52,37076,s58,c356,prod23792
24191,3.9,1.521,3,High Roller Savings,USA,"Sunday Paper, Radio, TV",95.55,37198,s82,c457,prod23792
24192,5.2,2.028,4,Saving Days,USA,"Daily Paper, Radio",118.36,37297,s100,c519,prod23792
24193,3.9,1.521,3,Price Destroyers,USA,"Sunday Paper, Radio",115.05,37646,s113,c608,prod23792
24194,3.9,1.209,3,Price Slashers,USA,"Sunday Paper, Radio, TV",86.21,37658,s113,c612,prod23792
24195,3.9,1.56,3,Save-It Sale,USA,"Daily Paper, Radio",64.84,37653,s113,c738,prod23792
24196,2.6,1.014,2,Price Savers,USA,"Sunday Paper, Radio",80.29,36876,s0,c810,prod23792
24197,5.2,2.132,4,Tip Top Savings,USA,Bulk Mail,106.66,37087,s58,c989,prod23792
24198,2.6,0.884,2,Savings Galore,USA,"Sunday Paper, Radio",136.57,37106,s58,c1004,prod23792
24199,3.9,1.209,3,Double Down Sale,USA,Product Attachment,129.64,37363,s110,c1184,prod23792
24200,3.9,1.677,3,Super Duper Savers,USA,Cash Register Handout,129.5,37645,s113,c1219,prod23792
