,marital_status,gender,total_children,education,member_card,occupation,houseowner,avg_cars_at_home_approx,avg_yearly_income,num_children_at_home,customer_id,location_id
1651,S,M,2,Bachelors Degree,Bronze,Professional,N,3,$70K - $90K,0,c3276,loc82
1652,M,F,0,Partial High School,Normal,Manual,Y,3,$30K - $50K,0,c3278,loc82
1653,M,F,1,High School Degree,Bronze,Professional,Y,1,$110K - $130K,0,c3279,loc82
1654,S,F,4,High School Degree,Bronze,Skilled Manual,N,2,$30K - $50K,0,c3280,loc82
1655,S,M,2,Partial High School,Normal,Skilled Manual,N,1,$10K - $30K,0,c3281,loc82
1656,S,M,4,Partial High School,Bronze,Management,Y,4,$90K - $110K,0,c3282,loc82
1657,S,M,4,Bachelors Degree,Silver,Management,N,2,$50K - $70K,0,c3283,loc82
1658,M,M,3,Bachelors Degree,Bronze,Professional,Y,3,$70K - $90K,1,c3284,loc82
1659,S,M,1,Graduate Degree,Bronze,Professional,Y,2,$70K - $90K,0,c3285,loc82
1660,M,F,4,High School Degree,Bronze,Manual,Y,1,$30K - $50K,2,c3286,loc82
1661,S,M,4,Bachelors Degree,Bronze,Professional,N,4,$50K - $70K,0,c3287,loc82
1662,S,M,2,High School Degree,Bronze,Skilled Manual,N,4,$30K - $50K,0,c3288,loc82
1663,S,F,4,Partial College,Normal,Manual,N,1,$30K - $50K,0,c3289,loc82
1664,M,F,3,Partial High School,Normal,Manual,Y,0,$10K - $30K,1,c3290,loc82
1665,M,F,3,Partial High School,Bronze,Skilled Manual,Y,4,$50K - $70K,2,c3291,loc82
1666,S,M,1,Graduate Degree,Golden,Professional,Y,1,$130K - $150K,0,c3293,loc82
1667,M,M,5,High School Degree,Golden,Professional,N,3,$110K - $130K,4,c3294,loc82
1668,S,M,3,High School Degree,Bronze,Professional,Y,2,$130K - $150K,0,c3295,loc82
1669,M,F,4,Bachelors Degree,Golden,Management,Y,2,$50K - $70K,4,c3296,loc82
1670,S,F,4,Bachelors Degree,Bronze,Management,Y,1,$130K - $150K,0,c3298,loc82
1671,S,M,3,High School Degree,Silver,Manual,N,2,$30K - $50K,0,c3299,loc82
1672,M,F,5,Bachelors Degree,Bronze,Professional,N,2,$70K - $90K,2,c3300,loc82
1673,S,M,2,Partial High School,Normal,Skilled Manual,Y,1,$10K - $30K,0,c3301,loc82
1674,S,M,1,High School Degree,Bronze,Manual,Y,4,$50K - $70K,0,c3302,loc82
1675,M,F,4,Partial High School,Normal,Skilled Manual,Y,2,$10K - $30K,4,c3303,loc82
1676,M,F,3,Partial High School,Bronze,Professional,Y,3,$70K - $90K,3,c3304,loc82
1677,M,F,2,Bachelors Degree,Bronze,Management,Y,1,$50K - $70K,0,c3305,loc82
1678,S,F,5,Partial College,Silver,Professional,Y,3,$130K - $150K,0,c3307,loc82
1679,M,F,4,Partial High School,Normal,Manual,Y,1,$10K - $30K,3,c3308,loc82
1680,M,M,2,Bachelors Degree,Bronze,Management,Y,3,$30K - $50K,1,c3309,loc82
1681,M,F,2,Bachelors Degree,Bronze,Professional,Y,1,$50K - $70K,2,c3311,loc82
1682,M,M,3,Bachelors Degree,Bronze,Management,N,2,$50K - $70K,2,c3313,loc82
1683,M,M,5,Partial High School,Golden,Manual,Y,2,$50K - $70K,3,c3314,loc82
1684,M,M,0,High School Degree,Bronze,Professional,Y,3,$90K - $110K,0,c3315,loc82
1685,S,F,1,Partial High School,Normal,Manual,N,1,$10K - $30K,0,c3316,loc82
1686,S,M,5,High School Degree,Bronze,Skilled Manual,Y,2,$30K - $50K,0,c3318,loc82
1687,S,F,1,Bachelors Degree,Silver,Professional,N,2,$70K - $90K,0,c3320,loc82
1688,S,M,5,Partial High School,Silver,Manual,Y,1,$30K - $50K,0,c3323,loc82
1689,M,M,3,Partial High School,Normal,Manual,N,2,$10K - $30K,0,c3324,loc82
1690,M,F,2,Bachelors Degree,Bronze,Management,Y,3,$70K - $90K,2,c3325,loc82
1691,M,M,3,Partial High School,Normal,Manual,Y,1,$10K - $30K,3,c3327,loc82
1692,M,F,0,Partial High School,Normal,Skilled Manual,N,0,$10K - $30K,0,c3328,loc82
1693,S,M,0,High School Degree,Bronze,Skilled Manual,N,4,$30K - $50K,0,c3329,loc82
1694,S,F,3,High School Degree,Bronze,Manual,N,1,$30K - $50K,0,c3330,loc82
1695,M,F,5,Bachelors Degree,Golden,Professional,Y,3,$130K - $150K,5,c3332,loc82
1696,S,M,4,Partial High School,Normal,Skilled Manual,Y,1,$10K - $30K,0,c3333,loc82
1697,S,F,4,High School Degree,Bronze,Skilled Manual,Y,4,$30K - $50K,0,c3334,loc82
1698,M,F,3,Partial High School,Bronze,Professional,Y,3,$90K - $110K,1,c3335,loc82
1699,M,F,5,Partial High School,Normal,Manual,N,0,$10K - $30K,5,c3336,loc82
1700,S,M,5,Partial College,Bronze,Clerical,N,2,$50K - $70K,0,c3337,loc82
1701,S,M,5,High School Degree,Normal,Skilled Manual,Y,1,$30K - $50K,0,c3338,loc82
1702,M,M,3,Bachelors Degree,Golden,Professional,Y,4,$50K - $70K,3,c3339,loc82
1703,M,F,4,Partial High School,Golden,Manual,Y,3,$30K - $50K,4,c3341,loc82
1704,S,F,3,Bachelors Degree,Bronze,Management,N,3,$70K - $90K,0,c3342,loc82
1705,M,M,4,High School Degree,Golden,Manual,Y,2,$30K - $50K,4,c3343,loc82
1706,S,M,4,Partial College,Normal,Management,Y,3,$30K - $50K,0,c3344,loc82
1707,S,F,5,Partial College,Bronze,Clerical,N,4,$50K - $70K,0,c3345,loc82
1708,M,M,2,Bachelors Degree,Bronze,Professional,N,3,$50K - $70K,1,c3346,loc82
1709,S,F,2,Partial High School,Bronze,Skilled Manual,Y,1,$30K - $50K,0,c3347,loc82
1710,M,M,2,High School Degree,Bronze,Manual,Y,4,$30K - $50K,2,c3349,loc82
1711,S,M,1,High School Degree,Normal,Manual,N,3,$30K - $50K,0,c3350,loc82
1712,M,M,2,Bachelors Degree,Silver,Professional,N,3,$50K - $70K,0,c3352,loc82
1713,S,M,4,High School Degree,Bronze,Manual,Y,1,$30K - $50K,0,c3353,loc82
1714,S,F,2,Graduate Degree,Bronze,Professional,Y,3,$90K - $110K,0,c3354,loc82
1715,S,F,1,Bachelors Degree,Bronze,Management,Y,2,$50K - $70K,0,c3355,loc82
1716,M,M,1,Bachelors Degree,Bronze,Management,Y,2,$70K - $90K,1,c3357,loc82
1717,S,F,0,Partial High School,Normal,Skilled Manual,Y,2,$10K - $30K,0,c3359,loc82
1718,S,M,3,Partial High School,Normal,Manual,Y,2,$10K - $30K,0,c3360,loc82
1719,S,M,2,Bachelors Degree,Bronze,Management,Y,2,$50K - $70K,0,c3361,loc82
1720,S,M,0,Bachelors Degree,Silver,Professional,N,3,$50K - $70K,0,c3362,loc82
1721,M,F,4,Bachelors Degree,Golden,Management,Y,3,$50K - $70K,4,c3364,loc82
1722,M,F,4,High School Degree,Normal,Skilled Manual,Y,1,$10K - $30K,1,c3365,loc82
1723,S,M,2,Partial College,Bronze,Management,Y,1,$130K - $150K,0,c3366,loc82
1724,S,F,2,High School Degree,Bronze,Manual,N,2,$30K - $50K,0,c3367,loc82
1725,S,F,4,High School Degree,Silver,Manual,Y,1,$30K - $50K,0,c3368,loc82
1726,S,F,2,Partial High School,Normal,Skilled Manual,N,0,$10K - $30K,0,c3369,loc82
1727,S,F,3,Bachelors Degree,Bronze,Management,N,1,$50K - $70K,0,c3372,loc82
1728,S,F,1,Partial High School,Bronze,Skilled Manual,Y,4,$30K - $50K,0,c3373,loc82
1729,S,M,2,Partial High School,Normal,Skilled Manual,Y,0,$10K - $30K,0,c3374,loc82
1730,S,M,4,Partial High School,Golden,Manual,Y,3,$50K - $70K,0,c3375,loc82
1731,S,M,4,Bachelors Degree,Silver,Professional,Y,2,$50K - $70K,0,c3377,loc82
1732,S,M,2,High School Degree,Normal,Skilled Manual,Y,3,$30K - $50K,0,c3378,loc82
1733,M,M,3,Bachelors Degree,Bronze,Professional,Y,3,$110K - $130K,2,c3379,loc82
1734,S,F,2,Bachelors Degree,Normal,Management,Y,4,$50K - $70K,0,c3380,loc82
1735,S,F,5,Bachelors Degree,Bronze,Professional,N,3,$50K - $70K,0,c3381,loc82
1736,S,F,3,Bachelors Degree,Bronze,Professional,Y,1,$50K - $70K,0,c3383,loc82
1737,M,F,4,Partial High School,Normal,Skilled Manual,N,0,$10K - $30K,1,c3384,loc82
1738,M,M,0,Partial High School,Normal,Skilled Manual,N,1,$10K - $30K,0,c3385,loc82
1739,M,M,3,Partial High School,Normal,Skilled Manual,Y,1,$10K - $30K,2,c3386,loc82
1740,S,M,3,Bachelors Degree,Bronze,Management,N,3,$50K - $70K,0,c3387,loc82
1741,S,M,3,Partial High School,Bronze,Manual,N,0,$10K - $30K,0,c3388,loc82
1742,M,F,4,High School Degree,Golden,Skilled Manual,Y,3,$30K - $50K,4,c3389,loc82
1743,S,M,1,Partial College,Bronze,Manual,Y,2,$30K - $50K,0,c3390,loc82
1744,S,M,0,Partial High School,Normal,Professional,Y,2,$90K - $110K,0,c3391,loc82
1745,M,F,1,Partial High School,Normal,Manual,N,1,$10K - $30K,1,c3392,loc82
1746,S,M,2,High School Degree,Normal,Professional,N,1,$110K - $130K,0,c3393,loc82
1747,S,M,3,Partial High School,Normal,Skilled Manual,Y,2,$10K - $30K,0,c3394,loc82
1748,S,F,1,Bachelors Degree,Silver,Professional,N,3,$70K - $90K,0,c3396,loc82
1749,S,M,1,Bachelors Degree,Bronze,Professional,N,3,$50K - $70K,0,c3397,loc82
1750,M,F,2,High School Degree,Bronze,Professional,Y,3,$130K - $150K,1,c3398,loc82
1751,S,F,1,Bachelors Degree,Bronze,Management,N,3,$70K - $90K,0,c3399,loc82
1752,M,M,4,Partial High School,Normal,Skilled Manual,Y,1,$10K - $30K,4,c3401,loc82
1753,S,F,4,Partial High School,Normal,Manual,Y,2,$10K - $30K,0,c3402,loc82
1754,M,M,3,Bachelors Degree,Bronze,Professional,N,3,$50K - $70K,1,c3404,loc82
1755,M,M,5,Partial High School,Normal,Manual,N,1,$10K - $30K,5,c3405,loc82
1756,S,M,3,Partial College,Normal,Management,Y,2,$110K - $130K,0,c3406,loc82
1757,M,M,4,Bachelors Degree,Bronze,Professional,N,3,$70K - $90K,1,c3408,loc82
1758,S,M,3,High School Degree,Normal,Management,Y,2,$90K - $110K,0,c3411,loc82
1759,M,M,5,Partial High School,Normal,Manual,Y,1,$10K - $30K,3,c3412,loc82
1760,M,F,3,High School Degree,Normal,Manual,Y,3,$30K - $50K,1,c3413,loc82
1761,S,F,1,High School Degree,Bronze,Manual,Y,3,$30K - $50K,0,c3414,loc82
1762,M,M,1,High School Degree,Bronze,Manual,Y,3,$30K - $50K,0,c3415,loc82
1763,M,F,2,Graduate Degree,Bronze,Professional,Y,2,$70K - $90K,0,c3416,loc82
1764,S,F,1,Partial High School,Normal,Skilled Manual,N,0,$10K - $30K,0,c3418,loc82
1765,M,F,4,High School Degree,Bronze,Professional,Y,1,$130K - $150K,0,c3422,loc82
1766,M,M,5,Graduate Degree,Golden,Professional,Y,3,$90K - $110K,3,c3424,loc82
1767,S,F,1,Partial High School,Normal,Manual,N,2,$10K - $30K,0,c3425,loc82
1768,M,M,2,Bachelors Degree,Bronze,Management,Y,3,$70K - $90K,2,c3426,loc82
1769,S,F,4,Bachelors Degree,Bronze,Management,Y,4,$50K - $70K,0,c3427,loc82
1770,S,M,5,Bachelors Degree,Silver,Professional,Y,3,$50K - $70K,0,c3430,loc82
1771,S,M,2,Bachelors Degree,Bronze,Professional,Y,3,$50K - $70K,0,c3431,loc82
1772,M,F,4,Partial High School,Normal,Skilled Manual,Y,0,$10K - $30K,1,c3432,loc82
1773,S,F,0,Partial High School,Bronze,Professional,N,4,$130K - $150K,0,c3433,loc82
1774,M,M,1,High School Degree,Bronze,Skilled Manual,Y,3,$30K - $50K,0,c3435,loc82
1775,M,M,0,Bachelors Degree,Normal,Professional,Y,2,$10K - $30K,0,c3436,loc82
1776,M,M,1,High School Degree,Bronze,Manual,N,3,$30K - $50K,1,c3437,loc82
1777,M,M,3,Partial High School,Normal,Manual,Y,1,$10K - $30K,0,c3439,loc82
1778,M,F,0,Partial College,Bronze,Manual,N,2,$50K - $70K,0,c3441,loc82
1779,S,M,0,High School Degree,Bronze,Skilled Manual,Y,3,$50K - $70K,0,c3444,loc82
1780,S,F,5,Bachelors Degree,Normal,Management,Y,2,$10K - $30K,0,c3447,loc82
1781,S,M,3,Partial High School,Silver,Management,Y,2,$130K - $150K,0,c3449,loc82
1782,S,M,2,Bachelors Degree,Bronze,Professional,Y,1,$70K - $90K,0,c3451,loc82
1783,S,M,4,High School Degree,Bronze,Skilled Manual,Y,2,$30K - $50K,0,c3453,loc82
1784,M,M,0,High School Degree,Bronze,Professional,Y,4,$110K - $130K,0,c3455,loc82
1785,M,F,1,Partial High School,Bronze,Manual,N,4,$50K - $70K,1,c3456,loc82
1786,S,F,2,High School Degree,Normal,Skilled Manual,Y,0,$10K - $30K,0,c3457,loc82
1787,M,F,2,Bachelors Degree,Golden,Professional,N,3,$70K - $90K,2,c3458,loc82
1788,S,M,4,Bachelors Degree,Normal,Management,Y,3,$70K - $90K,0,c3459,loc82
1789,M,F,4,Partial High School,Golden,Skilled Manual,N,1,$10K - $30K,2,c3460,loc82
1790,S,F,3,Partial College,Normal,Management,Y,1,$30K - $50K,0,c3461,loc82
1791,M,M,0,Bachelors Degree,Silver,Professional,N,2,$70K - $90K,0,c3462,loc82
1792,M,F,3,Partial College,Bronze,Professional,Y,1,$30K - $50K,1,c3464,loc82
1793,S,M,4,High School Degree,Silver,Manual,N,3,$30K - $50K,0,c3467,loc82
1794,S,M,4,Graduate Degree,Silver,Professional,N,2,$70K - $90K,0,c3469,loc82
1795,M,F,1,Partial High School,Bronze,Manual,Y,2,$30K - $50K,1,c3471,loc82
1796,S,M,5,Partial High School,Normal,Manual,Y,0,$10K - $30K,0,c3472,loc82
1797,M,M,4,Partial College,Bronze,Clerical,Y,3,$30K - $50K,4,c3473,loc82
1798,M,M,3,Partial College,Golden,Professional,Y,3,$30K - $50K,3,c3475,loc82
1799,M,F,2,Partial High School,Normal,Manual,Y,1,$10K - $30K,2,c3477,loc82
1800,S,M,2,High School Degree,Bronze,Skilled Manual,Y,3,$30K - $50K,0,c3479,loc82
1801,M,F,1,Partial High School,Normal,Manual,Y,0,$10K - $30K,0,c3481,loc82
1802,M,F,3,High School Degree,Bronze,Management,Y,4,$110K - $130K,2,c3483,loc82
1803,M,M,3,Partial High School,Normal,Skilled Manual,Y,1,$10K - $30K,1,c3484,loc82
1804,S,F,0,Bachelors Degree,Bronze,Professional,N,2,$90K - $110K,0,c3485,loc82
1805,S,M,3,Bachelors Degree,Bronze,Professional,Y,4,$50K - $70K,0,c3486,loc100
1806,S,M,0,High School Degree,Bronze,Skilled Manual,N,3,$30K - $50K,0,c3492,loc100
1807,S,M,5,High School Degree,Bronze,Skilled Manual,N,2,$30K - $50K,0,c3497,loc100
1808,S,F,1,Graduate Degree,Bronze,Professional,Y,2,$70K - $90K,0,c3498,loc100
1809,S,F,3,High School Degree,Bronze,Management,Y,1,$130K - $150K,0,c3499,loc100
1810,M,M,2,High School Degree,Bronze,Skilled Manual,Y,2,$30K - $50K,2,c3500,loc100
1811,M,M,1,High School Degree,Silver,Manual,Y,2,$30K - $50K,1,c3501,loc100
1812,S,F,3,High School Degree,Bronze,Manual,N,2,$30K - $50K,0,c3502,loc100
1813,M,M,3,Bachelors Degree,Golden,Professional,Y,3,$50K - $70K,3,c3507,loc100
1814,M,F,2,Partial High School,Normal,Manual,Y,1,$10K - $30K,2,c3508,loc100
1815,S,M,1,High School Degree,Silver,Professional,Y,2,$150K +,0,c3511,loc100
1816,S,F,4,Graduate Degree,Bronze,Management,Y,3,$70K - $90K,0,c3513,loc100
1817,S,F,4,Graduate Degree,Bronze,Professional,Y,3,$130K - $150K,0,c3514,loc100
1818,M,M,3,Bachelors Degree,Golden,Professional,Y,4,$70K - $90K,3,c3515,loc100
1819,M,M,1,Partial High School,Normal,Skilled Manual,N,1,$10K - $30K,0,c3516,loc100
1820,S,M,2,Partial High School,Normal,Skilled Manual,Y,2,$10K - $30K,0,c3522,loc100
1821,S,F,4,Partial High School,Normal,Skilled Manual,N,1,$10K - $30K,0,c3523,loc100
1822,M,M,3,Partial High School,Bronze,Skilled Manual,Y,2,$10K - $30K,3,c3529,loc100
1823,S,F,1,Graduate Degree,Bronze,Professional,Y,3,$90K - $110K,0,c3533,loc100
1824,M,F,0,Bachelors Degree,Bronze,Professional,Y,2,$50K - $70K,0,c3537,loc100
1825,M,M,4,Partial High School,Normal,Skilled Manual,Y,1,$10K - $30K,4,c3540,loc100
1826,S,F,0,Partial High School,Bronze,Management,Y,1,$130K - $150K,0,c3544,loc100
1827,S,F,0,Partial High School,Bronze,Manual,N,2,$30K - $50K,0,c3547,loc100
1828,M,F,2,High School Degree,Bronze,Manual,Y,1,$30K - $50K,1,c3550,loc100
1829,M,M,5,High School Degree,Golden,Manual,Y,3,$30K - $50K,5,c3551,loc100
1830,M,F,1,High School Degree,Bronze,Skilled Manual,Y,2,$30K - $50K,1,c3552,loc100
1831,M,F,3,High School Degree,Silver,Skilled Manual,Y,1,$30K - $50K,2,c3553,loc100
1832,S,F,5,Partial College,Golden,Professional,Y,2,$110K - $130K,0,c3555,loc100
1833,S,M,5,Bachelors Degree,Normal,Professional,Y,3,$50K - $70K,0,c3557,loc100
1834,S,F,4,Bachelors Degree,Bronze,Professional,N,2,$130K - $150K,0,c3558,loc100
1835,S,M,1,Bachelors Degree,Bronze,Professional,N,3,$70K - $90K,0,c3559,loc100
1836,M,M,3,Partial High School,Bronze,Manual,Y,1,$10K - $30K,0,c3561,loc100
1837,M,F,2,Bachelors Degree,Bronze,Professional,Y,2,$50K - $70K,2,c3564,loc100
1838,M,F,2,Graduate Degree,Bronze,Professional,Y,3,$70K - $90K,1,c3567,loc100
1839,M,F,1,Partial College,Bronze,Professional,Y,2,$30K - $50K,1,c3570,loc100
1840,M,M,1,Partial College,Bronze,Management,N,2,$90K - $110K,0,c3571,loc100
1841,M,F,1,High School Degree,Bronze,Skilled Manual,Y,2,$30K - $50K,0,c3573,loc100
1842,M,M,4,Partial High School,Normal,Skilled Manual,Y,2,$10K - $30K,4,c3575,loc100
1843,S,M,2,High School Degree,Bronze,Manual,N,2,$30K - $50K,0,c3578,loc100
1844,M,M,4,High School Degree,Golden,Skilled Manual,Y,4,$30K - $50K,4,c3579,loc100
1845,M,F,1,Bachelors Degree,Bronze,Professional,Y,2,$50K - $70K,1,c3581,loc100
1846,S,F,2,High School Degree,Bronze,Skilled Manual,Y,2,$30K - $50K,0,c3592,loc100
1847,M,F,1,High School Degree,Normal,Manual,Y,2,$30K - $50K,1,c3597,loc100
1848,M,M,5,High School Degree,Golden,Manual,Y,2,$30K - $50K,5,c3598,loc100
1849,S,M,2,Partial High School,Bronze,Professional,Y,3,$110K - $130K,0,c3602,loc100
1850,S,F,4,Partial High School,Bronze,Professional,Y,3,$90K - $110K,0,c3604,loc100
1851,S,F,3,Bachelors Degree,Bronze,Professional,N,1,$50K - $70K,0,c3605,loc100
1852,S,M,2,Partial High School,Normal,Manual,N,1,$10K - $30K,0,c3606,loc100
1853,S,M,2,Bachelors Degree,Bronze,Professional,Y,3,$130K - $150K,0,c3607,loc100
1854,S,M,1,High School Degree,Bronze,Manual,N,1,$50K - $70K,0,c3608,loc100
1855,M,F,3,Bachelors Degree,Bronze,Management,Y,3,$50K - $70K,1,c3612,loc100
1856,M,M,0,Graduate Degree,Bronze,Professional,Y,2,$110K - $130K,0,c3613,loc100
1857,S,M,1,High School Degree,Bronze,Skilled Manual,N,2,$30K - $50K,0,c3614,loc100
1858,S,M,1,Partial High School,Normal,Skilled Manual,N,1,$10K - $30K,0,c3617,loc100
1859,M,M,5,Partial College,Silver,Clerical,Y,4,$50K - $70K,2,c3618,loc100
1860,S,F,3,Partial High School,Silver,Professional,N,3,$90K - $110K,0,c3619,loc100
1861,M,M,0,High School Degree,Bronze,Manual,Y,2,$50K - $70K,0,c3623,loc100
1862,M,F,4,Bachelors Degree,Bronze,Professional,Y,2,$50K - $70K,1,c3628,loc100
1863,S,F,2,High School Degree,Bronze,Professional,Y,2,$90K - $110K,0,c3631,loc100
1864,S,F,1,Bachelors Degree,Bronze,Professional,Y,4,$70K - $90K,0,c3633,loc100
1865,S,F,3,High School Degree,Bronze,Manual,N,4,$30K - $50K,0,c3636,loc100
1866,M,F,1,Partial High School,Normal,Skilled Manual,N,1,$10K - $30K,1,c3637,loc100
1867,S,F,3,Partial High School,Normal,Skilled Manual,N,1,$10K - $30K,0,c3638,loc100
1868,S,F,1,Graduate Degree,Bronze,Professional,Y,3,$30K - $50K,0,c3639,loc100
1869,M,F,4,Bachelors Degree,Silver,Professional,Y,2,$50K - $70K,0,c3640,loc100
1870,M,M,5,Bachelors Degree,Golden,Management,N,4,$50K - $70K,5,c3642,loc100
1871,S,M,3,Partial High School,Normal,Skilled Manual,N,2,$10K - $30K,0,c3644,loc100
1872,M,F,4,High School Degree,Bronze,Skilled Manual,Y,2,$30K - $50K,0,c3646,loc100
1873,S,M,3,Bachelors Degree,Bronze,Professional,Y,3,$70K - $90K,0,c3648,loc100
1874,S,F,1,Bachelors Degree,Bronze,Professional,Y,2,$130K - $150K,0,c3651,loc100
1875,S,M,1,Partial High School,Bronze,Skilled Manual,N,2,$30K - $50K,0,c3652,loc100
1876,M,F,1,High School Degree,Bronze,Skilled Manual,N,1,$30K - $50K,1,c3654,loc100
1877,S,M,0,Bachelors Degree,Bronze,Professional,Y,1,$50K - $70K,0,c3655,loc100
1878,S,F,4,Bachelors Degree,Bronze,Professional,Y,3,$50K - $70K,0,c3656,loc100
1879,S,F,3,High School Degree,Bronze,Manual,Y,3,$30K - $50K,0,c3659,loc100
1880,S,F,3,Bachelors Degree,Bronze,Management,N,4,$30K - $50K,0,c3661,loc100
1881,S,F,5,Bachelors Degree,Bronze,Management,N,1,$70K - $90K,0,c3666,loc100
1882,S,F,3,Partial High School,Bronze,Skilled Manual,N,1,$30K - $50K,0,c3670,loc100
1883,S,F,1,Partial High School,Bronze,Skilled Manual,N,1,$10K - $30K,0,c3671,loc100
1884,S,M,4,Partial High School,Silver,Management,Y,4,$150K +,0,c3672,loc100
1885,S,F,5,Partial High School,Bronze,Manual,N,3,$30K - $50K,0,c3674,loc100
1886,S,F,2,High School Degree,Normal,Professional,N,3,$70K - $90K,0,c3678,loc100
1887,M,F,1,Partial High School,Normal,Manual,Y,2,$10K - $30K,1,c3681,loc100
1888,M,F,1,High School Degree,Bronze,Skilled Manual,Y,3,$30K - $50K,1,c3682,loc100
1889,S,F,1,Bachelors Degree,Golden,Management,Y,2,$70K - $90K,0,c3690,loc100
1890,M,F,2,Partial High School,Normal,Skilled Manual,Y,1,$10K - $30K,1,c3691,loc100
1891,S,F,2,Partial High School,Normal,Skilled Manual,Y,0,$10K - $30K,0,c3692,loc100
1892,M,M,2,High School Degree,Bronze,Skilled Manual,Y,2,$30K - $50K,1,c3694,loc100
1893,M,F,1,Partial High School,Normal,Manual,N,0,$10K - $30K,1,c3696,loc100
1894,S,M,4,Bachelors Degree,Bronze,Management,Y,1,$50K - $70K,0,c3698,loc100
1895,S,M,4,High School Degree,Golden,Skilled Manual,N,4,$30K - $50K,0,c3701,loc100
1896,S,M,4,Bachelors Degree,Bronze,Professional,N,3,$50K - $70K,0,c3706,loc100
1897,S,M,1,Bachelors Degree,Bronze,Professional,N,2,$50K - $70K,0,c3709,loc100
1898,M,M,3,Partial High School,Normal,Skilled Manual,Y,2,$10K - $30K,3,c3711,loc100
1899,S,M,2,Partial High School,Normal,Skilled Manual,Y,1,$10K - $30K,0,c3712,loc100
1900,M,M,4,High School Degree,Golden,Manual,Y,3,$30K - $50K,4,c3714,loc100
1901,M,F,3,Partial High School,Normal,Manual,Y,2,$10K - $30K,3,c3715,loc100
1902,M,M,2,Partial High School,Bronze,Manual,N,2,$30K - $50K,2,c3717,loc100
1903,M,M,0,High School Degree,Bronze,Manual,Y,3,$30K - $50K,0,c3720,loc100
1904,S,M,3,High School Degree,Bronze,Skilled Manual,Y,3,$30K - $50K,0,c3721,loc100
1905,M,M,4,Partial College,Golden,Clerical,Y,2,$30K - $50K,3,c3723,loc100
1906,M,F,4,Bachelors Degree,Bronze,Professional,Y,2,$70K - $90K,1,c3729,loc100
1907,M,M,2,Partial High School,Normal,Skilled Manual,Y,0,$10K - $30K,0,c3730,loc100
1908,M,F,2,Bachelors Degree,Bronze,Professional,Y,1,$50K - $70K,0,c3732,loc100
1909,S,M,1,Partial High School,Normal,Manual,Y,1,$10K - $30K,0,c3733,loc100
1910,S,M,3,Bachelors Degree,Bronze,Professional,N,4,$70K - $90K,0,c3734,loc100
1911,S,F,5,Partial High School,Bronze,Professional,Y,4,$130K - $150K,0,c3735,loc100
1912,S,M,3,High School Degree,Bronze,Skilled Manual,N,3,$30K - $50K,0,c3738,loc100
1913,S,M,4,Bachelors Degree,Golden,Professional,N,3,$50K - $70K,0,c3741,loc100
1914,S,M,0,Partial High School,Normal,Skilled Manual,N,1,$10K - $30K,0,c3742,loc100
1915,M,F,3,Bachelors Degree,Bronze,Professional,N,3,$70K - $90K,2,c3743,loc100
1916,M,M,2,Partial High School,Bronze,Professional,Y,3,$90K - $110K,2,c3745,loc100
1917,S,M,4,Bachelors Degree,Bronze,Professional,Y,2,$110K - $130K,0,c3750,loc100
1918,S,F,1,Partial High School,Bronze,Professional,Y,4,$110K - $130K,0,c3751,loc100
1919,M,M,1,High School Degree,Bronze,Skilled Manual,N,2,$30K - $50K,1,c3755,loc100
1920,S,F,3,Bachelors Degree,Bronze,Professional,N,2,$30K - $50K,0,c3759,loc100
1921,S,M,3,High School Degree,Bronze,Manual,N,2,$30K - $50K,0,c3760,loc100
1922,M,F,2,Bachelors Degree,Silver,Professional,Y,2,$50K - $70K,2,c3767,loc100
1923,M,M,4,Graduate Degree,Golden,Professional,Y,3,$70K - $90K,3,c3769,loc100
1924,S,F,5,Partial College,Bronze,Professional,Y,2,$50K - $70K,0,c3770,loc100
1925,S,F,5,High School Degree,Normal,Skilled Manual,N,1,$10K - $30K,0,c3771,loc100
1926,S,M,3,Partial High School,Normal,Skilled Manual,N,1,$10K - $30K,0,c3774,loc100
1927,M,F,4,High School Degree,Golden,Skilled Manual,Y,2,$30K - $50K,4,c3775,loc100
1928,M,M,4,High School Degree,Golden,Skilled Manual,Y,4,$30K - $50K,3,c3780,loc100
1929,S,F,4,Bachelors Degree,Bronze,Professional,N,1,$70K - $90K,0,c3786,loc100
1930,S,F,4,Partial High School,Normal,Manual,Y,2,$10K - $30K,0,c3787,loc100
1931,M,F,5,Partial College,Golden,Clerical,Y,3,$30K - $50K,5,c3789,loc100
1932,M,F,3,Graduate Degree,Bronze,Professional,Y,2,$90K - $110K,2,c3791,loc100
1933,S,F,1,High School Degree,Silver,Professional,N,2,$70K - $90K,0,c3793,loc100
1934,M,M,3,Bachelors Degree,Normal,Professional,N,4,$50K - $70K,0,c3795,loc100
1935,S,F,3,High School Degree,Bronze,Skilled Manual,Y,3,$30K - $50K,0,c3797,loc100
1936,M,M,4,High School Degree,Golden,Manual,Y,2,$30K - $50K,3,c3803,loc100
1937,S,F,2,High School Degree,Bronze,Skilled Manual,N,1,$30K - $50K,0,c3804,loc100
1938,M,M,1,Partial High School,Bronze,Manual,N,3,$50K - $70K,1,c3809,loc100
1939,S,F,3,Partial High School,Silver,Skilled Manual,N,0,$10K - $30K,0,c3810,loc100
1940,M,F,2,Bachelors Degree,Bronze,Professional,Y,4,$90K - $110K,2,c3812,loc100
