"store_city","store_state","store_type","store_sales_in_millions"
"San Francisco","CA","Small Grocery",5.62
"Seattle","WA","Supermarket",5.62
"Spokane","WA","Supermarket",5.62
"Tacoma","WA","Deluxe Supermarket",5.62
"Vancouver","BC","Deluxe Supermarket",5.62
"Acapulco","Guerrero","Supermarket",5.64
"Beverly Hills","CA","Gourmet Supermarket",5.64
"Bremerton","WA","Supermarket",5.64
"Camacho","Zacatecas","Gourmet Supermarket",5.64
"Guadalajara","Jalisco","Small Grocery",5.64
"Hidalgo","Zacatecas","Deluxe Supermarket",5.64
"Hidalgo","Zacatecas","Mid-Size Grocery",5.64
"Los Angeles","CA","Supermarket",5.64
"Merida","Yucatan","Deluxe Supermarket",5.64
"Mexico City","DF","Mid-Size Grocery",5.64
"Orizaba","Veracruz","Supermarket",5.64
"Portland","OR","Supermarket",5.64
"Salem","OR","Deluxe Supermarket",5.64
"San Francisco","CA","Small Grocery",5.64
"Seattle","WA","Supermarket",5.64
"Spokane","WA","Supermarket",5.64
"Tacoma","WA","Deluxe Supermarket",5.64
"Vancouver","BC","Deluxe Supermarket",5.64
"Victoria","BC","Mid-Size Grocery",5.64
"Beverly Hills","CA","Gourmet Supermarket",5.65
"Los Angeles","CA","Supermarket",5.65
"Salem","OR","Deluxe Supermarket",5.65
"Beverly Hills","CA","Gourmet Supermarket",5.66
"Bremerton","WA","Supermarket",5.66
"Camacho","Zacatecas","Gourmet Supermarket",5.66
"Guadalajara","Jalisco","Small Grocery",5.66
"Hidalgo","Zacatecas","Deluxe Supermarket",5.66
"Los Angeles","CA","Supermarket",5.66
"Merida","Yucatan","Deluxe Supermarket",5.66
"Mexico City","DF","Mid-Size Grocery",5.66
"Orizaba","Veracruz","Supermarket",5.66
"Portland","OR","Supermarket",5.66
"Salem","OR","Deluxe Supermarket",5.66
"San Francisco","CA","Small Grocery",5.66
"Seattle","WA","Supermarket",5.66
"Spokane","WA","Supermarket",5.66
"Tacoma","WA","Deluxe Supermarket",5.66
"Vancouver","BC","Deluxe Supermarket",5.66
"Acapulco","Guerrero","Supermarket",5.67
"Beverly Hills","CA","Gourmet Supermarket",5.67
"Bremerton","WA","Supermarket",5.67
"Camacho","Zacatecas","Gourmet Supermarket",5.67
"Guadalajara","Jalisco","Small Grocery",5.67
"Hidalgo","Zacatecas","Deluxe Supermarket",5.67
"Los Angeles","CA","Supermarket",5.67
"Merida","Yucatan","Deluxe Supermarket",5.67
"Mexico City","DF","Mid-Size Grocery",5.67
"Orizaba","Veracruz","Supermarket",5.67
"Portland","OR","Supermarket",5.67
"Salem","OR","Deluxe Supermarket",5.67
"Seattle","WA","Supermarket",5.67
"Spokane","WA","Supermarket",5.67
"Tacoma","WA","Deluxe Supermarket",5.67
"Vancouver","BC","Deluxe Supermarket",5.67
"Victoria","BC","Mid-Size Grocery",5.67
"Acapulco","Guerrero","Supermarket",5.68
"Bellingham","WA","Small Grocery",5.68
"Beverly Hills","CA","Gourmet Supermarket",5.68
"Bremerton","WA","Supermarket",5.68
"Camacho","Zacatecas","Gourmet Supermarket",5.68
"Guadalajara","Jalisco","Small Grocery",5.68
"Hidalgo","Zacatecas","Deluxe Supermarket",5.68
"Los Angeles","CA","Supermarket",5.68
"Merida","Yucatan","Deluxe Supermarket",5.68
"Mexico City","DF","Mid-Size Grocery",5.68
"Orizaba","Veracruz","Supermarket",5.68
"Portland","OR","Supermarket",5.68
"Salem","OR","Deluxe Supermarket",5.68
"San Francisco","CA","Small Grocery",5.68
"Seattle","WA","Supermarket",5.68
"Spokane","WA","Supermarket",5.68
"Tacoma","WA","Deluxe Supermarket",5.68
"Vancouver","BC","Deluxe Supermarket",5.68
"Victoria","BC","Mid-Size Grocery",5.68
"Acapulco","Guerrero","Supermarket",5.7
"Bellingham","WA","Small Grocery",5.7
"Beverly Hills","CA","Gourmet Supermarket",5.7
"Bremerton","WA","Supermarket",5.7
"Camacho","Zacatecas","Gourmet Supermarket",5.7
"Hidalgo","Zacatecas","Deluxe Supermarket",5.7
"Hidalgo","Zacatecas","Mid-Size Grocery",5.7
"Los Angeles","CA","Supermarket",5.7
"Merida","Yucatan","Deluxe Supermarket",5.7
"Mexico City","DF","Mid-Size Grocery",5.7
"Orizaba","Veracruz","Supermarket",5.7
"Portland","OR","Supermarket",5.7
"Salem","OR","Deluxe Supermarket",5.7
"San Francisco","CA","Small Grocery",5.7
"Seattle","WA","Supermarket",5.7
"Spokane","WA","Supermarket",5.7
"Tacoma","WA","Deluxe Supermarket",5.7
"Vancouver","BC","Deluxe Supermarket",5.7
"Victoria","BC","Mid-Size Grocery",5.7
"Acapulco","Guerrero","Supermarket",5.72
"Beverly Hills","CA","Gourmet Supermarket",5.72
"Bremerton","WA","Supermarket",5.72
"Camacho","Zacatecas","Gourmet Supermarket",5.72
"Hidalgo","Zacatecas","Deluxe Supermarket",5.72
"Hidalgo","Zacatecas","Mid-Size Grocery",5.72
"Los Angeles","CA","Supermarket",5.72
"Merida","Yucatan","Deluxe Supermarket",5.72
"Mexico City","DF","Mid-Size Grocery",5.72
"Orizaba","Veracruz","Supermarket",5.72
"Portland","OR","Supermarket",5.72
"Salem","OR","Deluxe Supermarket",5.72
"San Francisco","CA","Small Grocery",5.72
"Seattle","WA","Supermarket",5.72
"Spokane","WA","Supermarket",5.72
"Tacoma","WA","Deluxe Supermarket",5.72
"Vancouver","BC","Deluxe Supermarket",5.72
"Victoria","BC","Mid-Size Grocery",5.72
"Acapulco","Guerrero","Supermarket",5.73
"Beverly Hills","CA","Gourmet Supermarket",5.73
"Bremerton","WA","Supermarket",5.73
"Camacho","Zacatecas","Gourmet Supermarket",5.73
"Guadalajara","Jalisco","Small Grocery",5.73
"Hidalgo","Zacatecas","Deluxe Supermarket",5.73
"Hidalgo","Zacatecas","Mid-Size Grocery",5.73
"Los Angeles","CA","Supermarket",5.73
"Merida","Yucatan","Deluxe Supermarket",5.73
"Mexico City","DF","Mid-Size Grocery",5.73
"Orizaba","Veracruz","Supermarket",5.73
"Portland","OR","Supermarket",5.73
"Salem","OR","Deluxe Supermarket",5.73
"Seattle","WA","Supermarket",5.73
"Spokane","WA","Supermarket",5.73
"Tacoma","WA","Deluxe Supermarket",5.73
"Vancouver","BC","Deluxe Supermarket",5.73
"Acapulco","Guerrero","Supermarket",5.74
"Bellingham","WA","Small Grocery",5.74
"Beverly Hills","CA","Gourmet Supermarket",5.74
"Bremerton","WA","Supermarket",5.74
"Camacho","Zacatecas","Gourmet Supermarket",5.74
"Hidalgo","Zacatecas","Mid-Size Grocery",5.74
"Los Angeles","CA","Supermarket",5.74
"Merida","Yucatan","Deluxe Supermarket",5.74
"Portland","OR","Supermarket",5.74
"Salem","OR","Deluxe Supermarket",5.74
"San Francisco","CA","Small Grocery",5.74
"Seattle","WA","Supermarket",5.74
"Spokane","WA","Supermarket",5.74
"Tacoma","WA","Deluxe Supermarket",5.74
"Vancouver","BC","Deluxe Supermarket",5.74
"Victoria","BC","Mid-Size Grocery",5.74
"Beverly Hills","CA","Gourmet Supermarket",5.75
"Salem","OR","Deluxe Supermarket",5.75
"Seattle","WA","Supermarket",5.75
"Acapulco","Guerrero","Supermarket",5.76
"Beverly Hills","CA","Gourmet Supermarket",5.76
"Bremerton","WA","Supermarket",5.76
"Camacho","Zacatecas","Gourmet Supermarket",5.76
"Hidalgo","Zacatecas","Deluxe Supermarket",5.76
"Hidalgo","Zacatecas","Mid-Size Grocery",5.76
"Los Angeles","CA","Supermarket",5.76
"Merida","Yucatan","Deluxe Supermarket",5.76
"Mexico City","DF","Mid-Size Grocery",5.76
"Orizaba","Veracruz","Supermarket",5.76
"Portland","OR","Supermarket",5.76
"Salem","OR","Deluxe Supermarket",5.76
"San Francisco","CA","Small Grocery",5.76
"Seattle","WA","Supermarket",5.76
"Spokane","WA","Supermarket",5.76
"Tacoma","WA","Deluxe Supermarket",5.76
"Vancouver","BC","Deluxe Supermarket",5.76
"Victoria","BC","Mid-Size Grocery",5.76
"Bellingham","WA","Small Grocery",5.78
"Beverly Hills","CA","Gourmet Supermarket",5.78
"Bremerton","WA","Supermarket",5.78
"Hidalgo","Zacatecas","Deluxe Supermarket",5.78
"Los Angeles","CA","Supermarket",5.78
"Merida","Yucatan","Deluxe Supermarket",5.78
"Mexico City","DF","Mid-Size Grocery",5.78
"Orizaba","Veracruz","Supermarket",5.78
"Portland","OR","Supermarket",5.78
"Salem","OR","Deluxe Supermarket",5.78
"Seattle","WA","Supermarket",5.78
"Spokane","WA","Supermarket",5.78
"Tacoma","WA","Deluxe Supermarket",5.78
"Victoria","BC","Mid-Size Grocery",5.78
"Acapulco","Guerrero","Supermarket",5.79
"Bellingham","WA","Small Grocery",5.79
"Beverly Hills","CA","Gourmet Supermarket",5.79
"Bremerton","WA","Supermarket",5.79
"Camacho","Zacatecas","Gourmet Supermarket",5.79
"Hidalgo","Zacatecas","Deluxe Supermarket",5.79
"Los Angeles","CA","Supermarket",5.79
"Merida","Yucatan","Deluxe Supermarket",5.79
"Mexico City","DF","Mid-Size Grocery",5.79
"Orizaba","Veracruz","Supermarket",5.79
"Portland","OR","Supermarket",5.79
"Salem","OR","Deluxe Supermarket",5.79
"Seattle","WA","Supermarket",5.79
"Spokane","WA","Supermarket",5.79
"Tacoma","WA","Deluxe Supermarket",5.79
"Vancouver","BC","Deluxe Supermarket",5.79
"Victoria","BC","Mid-Size Grocery",5.79
"Acapulco","Guerrero","Supermarket",5.8
"Bellingham","WA","Small Grocery",5.8
"Beverly Hills","CA","Gourmet Supermarket",5.8
"Bremerton","WA","Supermarket",5.8
"Camacho","Zacatecas","Gourmet Supermarket",5.8
"Hidalgo","Zacatecas","Deluxe Supermarket",5.8
"Los Angeles","CA","Supermarket",5.8
"Merida","Yucatan","Deluxe Supermarket",5.8
"Mexico City","DF","Mid-Size Grocery",5.8
"Orizaba","Veracruz","Supermarket",5.8
"Portland","OR","Supermarket",5.8
"Salem","OR","Deluxe Supermarket",5.8
"San Francisco","CA","Small Grocery",5.8
"Seattle","WA","Supermarket",5.8
"Spokane","WA","Supermarket",5.8
"Tacoma","WA","Deluxe Supermarket",5.8
"Vancouver","BC","Deluxe Supermarket",5.8
"Acapulco","Guerrero","Supermarket",5.82
"Bellingham","WA","Small Grocery",5.82
"Beverly Hills","CA","Gourmet Supermarket",5.82
"Bremerton","WA","Supermarket",5.82
"Camacho","Zacatecas","Gourmet Supermarket",5.82
"Hidalgo","Zacatecas","Deluxe Supermarket",5.82
"Hidalgo","Zacatecas","Mid-Size Grocery",5.82
"Los Angeles","CA","Supermarket",5.82
"Merida","Yucatan","Deluxe Supermarket",5.82
"Mexico City","DF","Mid-Size Grocery",5.82
"Orizaba","Veracruz","Supermarket",5.82
"Portland","OR","Supermarket",5.82
"Salem","OR","Deluxe Supermarket",5.82
"San Francisco","CA","Small Grocery",5.82
"Seattle","WA","Supermarket",5.82
"Spokane","WA","Supermarket",5.82
"Tacoma","WA","Deluxe Supermarket",5.82
"Vancouver","BC","Deluxe Supermarket",5.82
"Victoria","BC","Mid-Size Grocery",5.82
"Acapulco","Guerrero","Supermarket",5.84
"Bellingham","WA","Small Grocery",5.84
"Beverly Hills","CA","Gourmet Supermarket",5.84
"Camacho","Zacatecas","Gourmet Supermarket",5.84
"Guadalajara","Jalisco","Small Grocery",5.84
"Hidalgo","Zacatecas","Deluxe Supermarket",5.84
"Hidalgo","Zacatecas","Mid-Size Grocery",5.84
"Los Angeles","CA","Supermarket",5.84
"Merida","Yucatan","Deluxe Supermarket",5.84
"Mexico City","DF","Mid-Size Grocery",5.84
"Orizaba","Veracruz","Supermarket",5.84
"Portland","OR","Supermarket",5.84
"Salem","OR","Deluxe Supermarket",5.84
"Seattle","WA","Supermarket",5.84
"Spokane","WA","Supermarket",5.84
"Tacoma","WA","Deluxe Supermarket",5.84
"Vancouver","BC","Deluxe Supermarket",5.84
"Acapulco","Guerrero","Supermarket",5.85
"Beverly Hills","CA","Gourmet Supermarket",5.85
"Bremerton","WA","Supermarket",5.85
"Camacho","Zacatecas","Gourmet Supermarket",5.85
"Hidalgo","Zacatecas","Deluxe Supermarket",5.85
"Hidalgo","Zacatecas","Mid-Size Grocery",5.85
"Los Angeles","CA","Supermarket",5.85
"Merida","Yucatan","Deluxe Supermarket",5.85
"Mexico City","DF","Mid-Size Grocery",5.85
"Orizaba","Veracruz","Supermarket",5.85
"Portland","OR","Supermarket",5.85
"Salem","OR","Deluxe Supermarket",5.85
"Seattle","WA","Supermarket",5.85
"Spokane","WA","Supermarket",5.85
"Tacoma","WA","Deluxe Supermarket",5.85
"Vancouver","BC","Deluxe Supermarket",5.85
"Bellingham","WA","Small Grocery",5.86
"Beverly Hills","CA","Gourmet Supermarket",5.86
"Bremerton","WA","Supermarket",5.86
"Camacho","Zacatecas","Gourmet Supermarket",5.86
"Guadalajara","Jalisco","Small Grocery",5.86
"Hidalgo","Zacatecas","Deluxe Supermarket",5.86
"Hidalgo","Zacatecas","Mid-Size Grocery",5.86
"Los Angeles","CA","Supermarket",5.86
"Merida","Yucatan","Deluxe Supermarket",5.86
"Mexico City","DF","Mid-Size Grocery",5.86
"Orizaba","Veracruz","Supermarket",5.86
"Portland","OR","Supermarket",5.86
"Salem","OR","Deluxe Supermarket",5.86
"San Francisco","CA","Small Grocery",5.86
"Seattle","WA","Supermarket",5.86
"Tacoma","WA","Deluxe Supermarket",5.86
"Vancouver","BC","Deluxe Supermarket",5.86
"Acapulco","Guerrero","Supermarket",5.88
"Bellingham","WA","Small Grocery",5.88
"Beverly Hills","CA","Gourmet Supermarket",5.88
"Bremerton","WA","Supermarket",5.88
"Camacho","Zacatecas","Gourmet Supermarket",5.88
"Guadalajara","Jalisco","Small Grocery",5.88
"Hidalgo","Zacatecas","Deluxe Supermarket",5.88
"Los Angeles","CA","Supermarket",5.88
"Merida","Yucatan","Deluxe Supermarket",5.88
"Mexico City","DF","Mid-Size Grocery",5.88
"Orizaba","Veracruz","Supermarket",5.88
"Portland","OR","Supermarket",5.88
"Salem","OR","Deluxe Supermarket",5.88
"Seattle","WA","Supermarket",5.88
"Spokane","WA","Supermarket",5.88
"Tacoma","WA","Deluxe Supermarket",5.88
"Vancouver","BC","Deluxe Supermarket",5.88
"Victoria","BC","Mid-Size Grocery",5.88
"Acapulco","Guerrero","Supermarket",5.9
"Bellingham","WA","Small Grocery",5.9
"Beverly Hills","CA","Gourmet Supermarket",5.9
"Bremerton","WA","Supermarket",5.9
"Camacho","Zacatecas","Gourmet Supermarket",5.9
"Guadalajara","Jalisco","Small Grocery",5.9
"Hidalgo","Zacatecas","Deluxe Supermarket",5.9
"Hidalgo","Zacatecas","Mid-Size Grocery",5.9
"Los Angeles","CA","Supermarket",5.9
"Merida","Yucatan","Deluxe Supermarket",5.9
"Mexico City","DF","Mid-Size Grocery",5.9
"Orizaba","Veracruz","Supermarket",5.9
"Portland","OR","Supermarket",5.9
"Salem","OR","Deluxe Supermarket",5.9
"San Francisco","CA","Small Grocery",5.9
"Seattle","WA","Supermarket",5.9
"Spokane","WA","Supermarket",5.9
"Tacoma","WA","Deluxe Supermarket",5.9
"Vancouver","BC","Deluxe Supermarket",5.9
"Acapulco","Guerrero","Supermarket",5.91
"Beverly Hills","CA","Gourmet Supermarket",5.91
"Bremerton","WA","Supermarket",5.91
"Camacho","Zacatecas","Gourmet Supermarket",5.91
"Hidalgo","Zacatecas","Deluxe Supermarket",5.91
"Los Angeles","CA","Supermarket",5.91
"Merida","Yucatan","Deluxe Supermarket",5.91
"Mexico City","DF","Mid-Size Grocery",5.91
"Orizaba","Veracruz","Supermarket",5.91
"Portland","OR","Supermarket",5.91
"Salem","OR","Deluxe Supermarket",5.91
"Seattle","WA","Supermarket",5.91
"Spokane","WA","Supermarket",5.91
"Tacoma","WA","Deluxe Supermarket",5.91
"Vancouver","BC","Deluxe Supermarket",5.91
"Victoria","BC","Mid-Size Grocery",5.91
"Acapulco","Guerrero","Supermarket",5.92
"Beverly Hills","CA","Gourmet Supermarket",5.92
"Bremerton","WA","Supermarket",5.92
"Camacho","Zacatecas","Gourmet Supermarket",5.92
"Guadalajara","Jalisco","Small Grocery",5.92
"Hidalgo","Zacatecas","Deluxe Supermarket",5.92
"Los Angeles","CA","Supermarket",5.92
"Merida","Yucatan","Deluxe Supermarket",5.92
"Mexico City","DF","Mid-Size Grocery",5.92
"Orizaba","Veracruz","Supermarket",5.92
"Portland","OR","Supermarket",5.92
"Salem","OR","Deluxe Supermarket",5.92
"Seattle","WA","Supermarket",5.92
"Spokane","WA","Supermarket",5.92
"Tacoma","WA","Deluxe Supermarket",5.92
"Vancouver","BC","Deluxe Supermarket",5.92
"Acapulco","Guerrero","Supermarket",5.94
"Bellingham","WA","Small Grocery",5.94
"Beverly Hills","CA","Gourmet Supermarket",5.94
"Bremerton","WA","Supermarket",5.94
"Camacho","Zacatecas","Gourmet Supermarket",5.94
"Guadalajara","Jalisco","Small Grocery",5.94
"Hidalgo","Zacatecas","Deluxe Supermarket",5.94
"Hidalgo","Zacatecas","Mid-Size Grocery",5.94
"Los Angeles","CA","Supermarket",5.94
"Merida","Yucatan","Deluxe Supermarket",5.94
"Mexico City","DF","Mid-Size Grocery",5.94
"Orizaba","Veracruz","Supermarket",5.94
"Portland","OR","Supermarket",5.94
"Salem","OR","Deluxe Supermarket",5.94
"San Francisco","CA","Small Grocery",5.94
"Seattle","WA","Supermarket",5.94
"Spokane","WA","Supermarket",5.94
"Tacoma","WA","Deluxe Supermarket",5.94
"Vancouver","BC","Deluxe Supermarket",5.94
"Victoria","BC","Mid-Size Grocery",5.94
"Bremerton","WA","Supermarket",5.95
"Los Angeles","CA","Supermarket",5.95
"Orizaba","Veracruz","Supermarket",5.95
"Portland","OR","Supermarket",5.95
"Seattle","WA","Supermarket",5.95
"Spokane","WA","Supermarket",5.95
"Tacoma","WA","Deluxe Supermarket",5.95
"Vancouver","BC","Deluxe Supermarket",5.95
"Acapulco","Guerrero","Supermarket",5.96
"Bellingham","WA","Small Grocery",5.96
"Beverly Hills","CA","Gourmet Supermarket",5.96
"Bremerton","WA","Supermarket",5.96
"Camacho","Zacatecas","Gourmet Supermarket",5.96
"Guadalajara","Jalisco","Small Grocery",5.96
"Hidalgo","Zacatecas","Deluxe Supermarket",5.96
"Hidalgo","Zacatecas","Mid-Size Grocery",5.96
"Los Angeles","CA","Supermarket",5.96
"Merida","Yucatan","Deluxe Supermarket",5.96
"Mexico City","DF","Mid-Size Grocery",5.96
"Orizaba","Veracruz","Supermarket",5.96
"Portland","OR","Supermarket",5.96
"Salem","OR","Deluxe Supermarket",5.96
"Seattle","WA","Supermarket",5.96
"Spokane","WA","Supermarket",5.96
"Tacoma","WA","Deluxe Supermarket",5.96
"Vancouver","BC","Deluxe Supermarket",5.96
"Victoria","BC","Mid-Size Grocery",5.96
"Acapulco","Guerrero","Supermarket",5.97
"Beverly Hills","CA","Gourmet Supermarket",5.97
"Bremerton","WA","Supermarket",5.97
"Camacho","Zacatecas","Gourmet Supermarket",5.97
"Hidalgo","Zacatecas","Deluxe Supermarket",5.97
"Hidalgo","Zacatecas","Mid-Size Grocery",5.97
"Los Angeles","CA","Supermarket",5.97
"Merida","Yucatan","Deluxe Supermarket",5.97
"Mexico City","DF","Mid-Size Grocery",5.97
"Orizaba","Veracruz","Supermarket",5.97
"Portland","OR","Supermarket",5.97
"Salem","OR","Deluxe Supermarket",5.97
"Seattle","WA","Supermarket",5.97
"Spokane","WA","Supermarket",5.97
"Tacoma","WA","Deluxe Supermarket",5.97
"Vancouver","BC","Deluxe Supermarket",5.97
"Acapulco","Guerrero","Supermarket",5.98
"Beverly Hills","CA","Gourmet Supermarket",5.98
"Bremerton","WA","Supermarket",5.98
"Hidalgo","Zacatecas","Deluxe Supermarket",5.98
"Los Angeles","CA","Supermarket",5.98
"Merida","Yucatan","Deluxe Supermarket",5.98
"Orizaba","Veracruz","Supermarket",5.98
"Portland","OR","Supermarket",5.98
"Salem","OR","Deluxe Supermarket",5.98
"San Francisco","CA","Small Grocery",5.98
"Seattle","WA","Supermarket",5.98
"Spokane","WA","Supermarket",5.98
"Tacoma","WA","Deluxe Supermarket",5.98
"Vancouver","BC","Deluxe Supermarket",5.98
"Victoria","BC","Mid-Size Grocery",5.98
"Acapulco","Guerrero","Supermarket",6
"Beverly Hills","CA","Gourmet Supermarket",6
"Bremerton","WA","Supermarket",6
"Camacho","Zacatecas","Gourmet Supermarket",6
"Hidalgo","Zacatecas","Deluxe Supermarket",6
"Hidalgo","Zacatecas","Mid-Size Grocery",6
"Los Angeles","CA","Supermarket",6
"Merida","Yucatan","Deluxe Supermarket",6
"Mexico City","DF","Mid-Size Grocery",6
"Orizaba","Veracruz","Supermarket",6
"Portland","OR","Supermarket",6
"Salem","OR","Deluxe Supermarket",6
"Seattle","WA","Supermarket",6
"Spokane","WA","Supermarket",6
"Tacoma","WA","Deluxe Supermarket",6
"Vancouver","BC","Deluxe Supermarket",6
"Beverly Hills","CA","Gourmet Supermarket",6.04
"Bremerton","WA","Supermarket",6.04
"Camacho","Zacatecas","Gourmet Supermarket",6.04
"Hidalgo","Zacatecas","Deluxe Supermarket",6.04
"Los Angeles","CA","Supermarket",6.04
"Merida","Yucatan","Deluxe Supermarket",6.04
"Mexico City","DF","Mid-Size Grocery",6.04
"Orizaba","Veracruz","Supermarket",6.04
"Portland","OR","Supermarket",6.04
"Salem","OR","Deluxe Supermarket",6.04
"Seattle","WA","Supermarket",6.04
"Spokane","WA","Supermarket",6.04
"Tacoma","WA","Deluxe Supermarket",6.04
"Vancouver","BC","Deluxe Supermarket",6.04
"Victoria","BC","Mid-Size Grocery",6.04
"Camacho","Zacatecas","Gourmet Supermarket",6.05
"Hidalgo","Zacatecas","Deluxe Supermarket",6.05
"Salem","OR","Deluxe Supermarket",6.05
"Spokane","WA","Supermarket",6.05
"Tacoma","WA","Deluxe Supermarket",6.05
"Vancouver","BC","Deluxe Supermarket",6.05
"Acapulco","Guerrero","Supermarket",6.08
"Beverly Hills","CA","Gourmet Supermarket",6.08
"Bremerton","WA","Supermarket",6.08
"Camacho","Zacatecas","Gourmet Supermarket",6.08
"Hidalgo","Zacatecas","Deluxe Supermarket",6.08
"Hidalgo","Zacatecas","Mid-Size Grocery",6.08
"Merida","Yucatan","Deluxe Supermarket",6.08
"Mexico City","DF","Mid-Size Grocery",6.08
"Orizaba","Veracruz","Supermarket",6.08
"Portland","OR","Supermarket",6.08
"Salem","OR","Deluxe Supermarket",6.08
"Seattle","WA","Supermarket",6.08
"Spokane","WA","Supermarket",6.08
"Tacoma","WA","Deluxe Supermarket",6.08
"Vancouver","BC","Deluxe Supermarket",6.08
"Victoria","BC","Mid-Size Grocery",6.08
"Los Angeles","CA","Supermarket",6.1
"Seattle","WA","Supermarket",6.1
"Acapulco","Guerrero","Supermarket",6.12
"Beverly Hills","CA","Gourmet Supermarket",6.12
"Bremerton","WA","Supermarket",6.12
"Camacho","Zacatecas","Gourmet Supermarket",6.12
"Hidalgo","Zacatecas","Deluxe Supermarket",6.12
"Los Angeles","CA","Supermarket",6.12
"Merida","Yucatan","Deluxe Supermarket",6.12
"Mexico City","DF","Mid-Size Grocery",6.12
"Orizaba","Veracruz","Supermarket",6.12
"Portland","OR","Supermarket",6.12
"Salem","OR","Deluxe Supermarket",6.12
"Seattle","WA","Supermarket",6.12
"Spokane","WA","Supermarket",6.12
"Tacoma","WA","Deluxe Supermarket",6.12
"Victoria","BC","Mid-Size Grocery",6.12
"Beverly Hills","CA","Gourmet Supermarket",6.15
"Hidalgo","Zacatecas","Deluxe Supermarket",6.15
"Acapulco","Guerrero","Supermarket",6.16
"Beverly Hills","CA","Gourmet Supermarket",6.16
"Bremerton","WA","Supermarket",6.16
"Camacho","Zacatecas","Gourmet Supermarket",6.16
"Hidalgo","Zacatecas","Deluxe Supermarket",6.16
"Hidalgo","Zacatecas","Mid-Size Grocery",6.16
"Los Angeles","CA","Supermarket",6.16
"Merida","Yucatan","Deluxe Supermarket",6.16
"Mexico City","DF","Mid-Size Grocery",6.16
"Orizaba","Veracruz","Supermarket",6.16
"Portland","OR","Supermarket",6.16
"Salem","OR","Deluxe Supermarket",6.16
"Seattle","WA","Supermarket",6.16
"Spokane","WA","Supermarket",6.16
"Tacoma","WA","Deluxe Supermarket",6.16
"Vancouver","BC","Deluxe Supermarket",6.16
"Victoria","BC","Mid-Size Grocery",6.16
"Acapulco","Guerrero","Supermarket",6.2
"Beverly Hills","CA","Gourmet Supermarket",6.2
"Bremerton","WA","Supermarket",6.2
"Camacho","Zacatecas","Gourmet Supermarket",6.2
"Hidalgo","Zacatecas","Deluxe Supermarket",6.2
"Hidalgo","Zacatecas","Mid-Size Grocery",6.2
"Los Angeles","CA","Supermarket",6.2
"Merida","Yucatan","Deluxe Supermarket",6.2
"Mexico City","DF","Mid-Size Grocery",6.2
"Orizaba","Veracruz","Supermarket",6.2
"Portland","OR","Supermarket",6.2
"Salem","OR","Deluxe Supermarket",6.2
"Seattle","WA","Supermarket",6.2
"Spokane","WA","Supermarket",6.2
"Tacoma","WA","Deluxe Supermarket",6.2
"Vancouver","BC","Deluxe Supermarket",6.2
"Victoria","BC","Mid-Size Grocery",6.2
"Acapulco","Guerrero","Supermarket",6.22
"Bellingham","WA","Small Grocery",6.22
"Beverly Hills","CA","Gourmet Supermarket",6.22
"Bremerton","WA","Supermarket",6.22
"Camacho","Zacatecas","Gourmet Supermarket",6.22
"Hidalgo","Zacatecas","Deluxe Supermarket",6.22
"Hidalgo","Zacatecas","Mid-Size Grocery",6.22
"Los Angeles","CA","Supermarket",6.22
"Merida","Yucatan","Deluxe Supermarket",6.22
"Orizaba","Veracruz","Supermarket",6.22
"Portland","OR","Supermarket",6.22
"Salem","OR","Deluxe Supermarket",6.22
"Seattle","WA","Supermarket",6.22
"Spokane","WA","Supermarket",6.22
"Tacoma","WA","Deluxe Supermarket",6.22
"Vancouver","BC","Deluxe Supermarket",6.22
"Victoria","BC","Mid-Size Grocery",6.22
"Beverly Hills","CA","Gourmet Supermarket",6.24
"Bremerton","WA","Supermarket",6.24
"Camacho","Zacatecas","Gourmet Supermarket",6.24
"Hidalgo","Zacatecas","Deluxe Supermarket",6.24
"Hidalgo","Zacatecas","Mid-Size Grocery",6.24
"Los Angeles","CA","Supermarket",6.24
"Merida","Yucatan","Deluxe Supermarket",6.24
"Mexico City","DF","Mid-Size Grocery",6.24
"Orizaba","Veracruz","Supermarket",6.24
"Portland","OR","Supermarket",6.24
"Salem","OR","Deluxe Supermarket",6.24
"Seattle","WA","Supermarket",6.24
"Spokane","WA","Supermarket",6.24
"Tacoma","WA","Deluxe Supermarket",6.24
"Vancouver","BC","Deluxe Supermarket",6.24
"Beverly Hills","CA","Gourmet Supermarket",6.25
"Merida","Yucatan","Deluxe Supermarket",6.25
"Portland","OR","Supermarket",6.25
"Salem","OR","Deluxe Supermarket",6.25
"Seattle","WA","Supermarket",6.25
"Vancouver","BC","Deluxe Supermarket",6.25
"Acapulco","Guerrero","Supermarket",6.26
"Bellingham","WA","Small Grocery",6.26
"Beverly Hills","CA","Gourmet Supermarket",6.26
"Guadalajara","Jalisco","Small Grocery",6.26
"Hidalgo","Zacatecas","Deluxe Supermarket",6.26
"Los Angeles","CA","Supermarket",6.26
"Merida","Yucatan","Deluxe Supermarket",6.26
"Orizaba","Veracruz","Supermarket",6.26
"Seattle","WA","Supermarket",6.26
"Spokane","WA","Supermarket",6.26
"Tacoma","WA","Deluxe Supermarket",6.26
"Acapulco","Guerrero","Supermarket",6.28
"Beverly Hills","CA","Gourmet Supermarket",6.28
"Bremerton","WA","Supermarket",6.28
"Camacho","Zacatecas","Gourmet Supermarket",6.28
