"brand_name","food_category","food_department","food_family","srp","gross_weight","net_weight","recyclable_package","low_fat","units_per_case"
"Big Time","Frozen Desserts","Frozen Foods","Food",2.91,17.4,16.3,1,1,6
"Carrington","Frozen Desserts","Frozen Foods","Food",2.1,11.5,8.5,0,0,13
"Imagine","Frozen Desserts","Frozen Foods","Food",1.49,7.33,5.32,0,0,4
"Golden","Frozen Desserts","Frozen Foods","Food",3.95,19,16,0,0,11
"Imagine","Frozen Desserts","Frozen Foods","Food",3.21,8.47,6.47,0,1,5
"PigTail","Frozen Desserts","Frozen Foods","Food",1.15,16.6,14.6,1,0,14
"Golden","Frozen Desserts","Frozen Foods","Food",0.95,9.81,8.81,1,0,13
"Big Time","Frozen Desserts","Frozen Foods","Food",2.77,19.9,16.8,1,1,3
"PigTail","Frozen Desserts","Frozen Foods","Food",0.71,20,18,0,1,2
"Big Time","Frozen Desserts","Frozen Foods","Food",2.91,17.4,16.3,1,1,6
"Golden","Frozen Desserts","Frozen Foods","Food",0.95,9.81,8.81,1,0,13
"Imagine","Frozen Desserts","Frozen Foods","Food",1.49,7.33,5.32,0,0,4
"Carrington","Frozen Desserts","Frozen Foods","Food",2.65,17.7,14.7,1,1,18
"Imagine","Frozen Desserts","Frozen Foods","Food",1.49,7.33,5.32,0,0,4
"Carrington","Frozen Desserts","Frozen Foods","Food",2.65,17.7,14.7,1,1,18
"Imagine","Frozen Desserts","Frozen Foods","Food",3.81,13.7,10.6,0,0,9
"PigTail","Frozen Desserts","Frozen Foods","Food",0.71,20,18,0,1,2
"Golden","Frozen Desserts","Frozen Foods","Food",3.95,19,16,0,0,11
"Golden","Frozen Desserts","Frozen Foods","Food",3.95,19,16,0,0,11
"Imagine","Frozen Desserts","Frozen Foods","Food",1.49,7.33,5.32,0,0,4
"Golden","Frozen Desserts","Frozen Foods","Food",3.89,12.3,10.3,0,1,11
"Big Time","Frozen Desserts","Frozen Foods","Food",2.91,17.4,16.3,1,1,6
"Imagine","Frozen Desserts","Frozen Foods","Food",3.81,13.7,10.6,0,0,9
"Carrington","Frozen Desserts","Frozen Foods","Food",2.24,13.9,12.8,1,0,19
"Imagine","Frozen Desserts","Frozen Foods","Food",1.49,7.33,5.32,0,0,4
"Big Time","Frozen Desserts","Frozen Foods","Food",2.91,17.4,16.3,1,1,6
"Golden","Frozen Desserts","Frozen Foods","Food",0.95,9.81,8.81,1,0,13
"PigTail","Frozen Desserts","Frozen Foods","Food",0.71,20,18,0,1,2
"Big Time","Frozen Desserts","Frozen Foods","Food",2.91,17.4,16.3,1,1,6
"Big Time","Frozen Desserts","Frozen Foods","Food",2.91,17.4,16.3,1,1,6
"Golden","Frozen Desserts","Frozen Foods","Food",3.89,12.3,10.3,0,1,11
"Imagine","Frozen Desserts","Frozen Foods","Food",3.21,8.47,6.47,0,1,5
"PigTail","Frozen Desserts","Frozen Foods","Food",0.71,20,18,0,1,2
"Big Time","Frozen Desserts","Frozen Foods","Food",2.91,17.4,16.3,1,1,6
"Carrington","Frozen Desserts","Frozen Foods","Food",2.1,11.5,8.5,0,0,13
"PigTail","Frozen Desserts","Frozen Foods","Food",3.23,10,8,1,0,16
"PigTail","Frozen Desserts","Frozen Foods","Food",0.71,20,18,0,1,2
"Carrington","Frozen Desserts","Frozen Foods","Food",2.1,11.5,8.5,0,0,13
"Golden","Frozen Desserts","Frozen Foods","Food",3.89,12.3,10.3,0,1,11
"PigTail","Frozen Desserts","Frozen Foods","Food",3.23,10,8,1,0,16
"PigTail","Frozen Desserts","Frozen Foods","Food",0.71,20,18,0,1,2
"Carrington","Frozen Desserts","Frozen Foods","Food",2.24,13.9,12.8,1,0,19
"Golden","Frozen Desserts","Frozen Foods","Food",3.89,12.3,10.3,0,1,11
"Imagine","Frozen Desserts","Frozen Foods","Food",3.21,8.47,6.47,0,1,5
"Carrington","Frozen Desserts","Frozen Foods","Food",2.65,17.7,14.7,1,1,18
"Carrington","Frozen Desserts","Frozen Foods","Food",2.1,11.5,8.5,0,0,13
"PigTail","Frozen Desserts","Frozen Foods","Food",1.15,16.6,14.6,1,0,14
"Golden","Frozen Desserts","Frozen Foods","Food",3.89,12.3,10.3,0,1,11
"Golden","Frozen Desserts","Frozen Foods","Food",3.89,12.3,10.3,0,1,11
"Imagine","Frozen Desserts","Frozen Foods","Food",1.49,7.33,5.32,0,0,4
"Imagine","Frozen Desserts","Frozen Foods","Food",3.21,8.47,6.47,0,1,5
"Golden","Frozen Desserts","Frozen Foods","Food",3.95,19,16,0,0,11
"Imagine","Frozen Desserts","Frozen Foods","Food",3.21,8.47,6.47,0,1,5
"Big Time","Frozen Desserts","Frozen Foods","Food",2.77,19.9,16.8,1,1,3
"PigTail","Frozen Desserts","Frozen Foods","Food",0.71,20,18,0,1,2
"Big Time","Frozen Desserts","Frozen Foods","Food",2.27,20.6,19.6,1,1,29
"Golden","Frozen Desserts","Frozen Foods","Food",0.95,9.81,8.81,1,0,13
"Golden","Frozen Desserts","Frozen Foods","Food",3.95,19,16,0,0,11
"PigTail","Frozen Desserts","Frozen Foods","Food",3.23,10,8,1,0,16
"Imagine","Frozen Desserts","Frozen Foods","Food",1.49,7.33,5.32,0,0,4
"PigTail","Frozen Desserts","Frozen Foods","Food",3.23,10,8,1,0,16
"Big Time","Frozen Desserts","Frozen Foods","Food",2.77,19.9,16.8,1,1,3
"Golden","Frozen Desserts","Frozen Foods","Food",3.89,12.3,10.3,0,1,11
"Big Time","Frozen Desserts","Frozen Foods","Food",2.77,19.9,16.8,1,1,3
"PigTail","Frozen Desserts","Frozen Foods","Food",3.23,10,8,1,0,16
"PigTail","Frozen Desserts","Frozen Foods","Food",1.15,16.6,14.6,1,0,14
"PigTail","Frozen Desserts","Frozen Foods","Food",3.23,10,8,1,0,16
"Big Time","Frozen Desserts","Frozen Foods","Food",2.27,20.6,19.6,1,1,29
"Carrington","Frozen Desserts","Frozen Foods","Food",2.24,13.9,12.8,1,0,19
"Carrington","Frozen Desserts","Frozen Foods","Food",2.1,11.5,8.5,0,0,13
"Imagine","Frozen Desserts","Frozen Foods","Food",3.21,8.47,6.47,0,1,5
"Carrington","Frozen Desserts","Frozen Foods","Food",2.24,13.9,12.8,1,0,19
"Golden","Frozen Desserts","Frozen Foods","Food",0.95,9.81,8.81,1,0,13
"Big Time","Frozen Desserts","Frozen Foods","Food",2.91,17.4,16.3,1,1,6
"Golden","Frozen Desserts","Frozen Foods","Food",3.95,19,16,0,0,11
"Imagine","Frozen Desserts","Frozen Foods","Food",3.81,13.7,10.6,0,0,9
"Big Time","Frozen Desserts","Frozen Foods","Food",2.77,19.9,16.8,1,1,3
"Big Time","Frozen Desserts","Frozen Foods","Food",2.27,20.6,19.6,1,1,29
"Imagine","Frozen Desserts","Frozen Foods","Food",3.81,13.7,10.6,0,0,9
"Imagine","Frozen Desserts","Frozen Foods","Food",1.49,7.33,5.32,0,0,4
"Imagine","Frozen Desserts","Frozen Foods","Food",1.49,7.33,5.32,0,0,4
"Big Time","Frozen Desserts","Frozen Foods","Food",2.77,19.9,16.8,1,1,3
"Imagine","Frozen Desserts","Frozen Foods","Food",3.21,8.47,6.47,0,1,5
"Carrington","Frozen Desserts","Frozen Foods","Food",2.24,13.9,12.8,1,0,19
"Imagine","Frozen Desserts","Frozen Foods","Food",3.21,8.47,6.47,0,1,5
"Big Time","Frozen Desserts","Frozen Foods","Food",2.27,20.6,19.6,1,1,29
"Big Time","Frozen Desserts","Frozen Foods","Food",2.77,19.9,16.8,1,1,3
"Carrington","Frozen Desserts","Frozen Foods","Food",2.24,13.9,12.8,1,0,19
"Golden","Frozen Desserts","Frozen Foods","Food",3.89,12.3,10.3,0,1,11
"Big Time","Frozen Desserts","Frozen Foods","Food",2.91,17.4,16.3,1,1,6
"Carrington","Frozen Desserts","Frozen Foods","Food",2.1,11.5,8.5,0,0,13
"Big Time","Frozen Desserts","Frozen Foods","Food",2.91,17.4,16.3,1,1,6
"Golden","Frozen Desserts","Frozen Foods","Food",0.95,9.81,8.81,1,0,13
"Big Time","Frozen Desserts","Frozen Foods","Food",2.27,20.6,19.6,1,1,29
"Carrington","Frozen Desserts","Frozen Foods","Food",2.24,13.9,12.8,1,0,19
"Imagine","Frozen Desserts","Frozen Foods","Food",3.21,8.47,6.47,0,1,5
"Carrington","Frozen Desserts","Frozen Foods","Food",2.24,13.9,12.8,1,0,19
"PigTail","Frozen Desserts","Frozen Foods","Food",1.15,16.6,14.6,1,0,14
"PigTail","Frozen Desserts","Frozen Foods","Food",1.15,16.6,14.6,1,0,14
"Big Time","Frozen Desserts","Frozen Foods","Food",2.77,19.9,16.8,1,1,3
"Big Time","Frozen Desserts","Frozen Foods","Food",2.91,17.4,16.3,1,1,6
"Big Time","Frozen Desserts","Frozen Foods","Food",2.91,17.4,16.3,1,1,6
"Golden","Frozen Desserts","Frozen Foods","Food",3.95,19,16,0,0,11
"Imagine","Frozen Desserts","Frozen Foods","Food",1.49,7.33,5.32,0,0,4
"Golden","Frozen Desserts","Frozen Foods","Food",0.95,9.81,8.81,1,0,13
"Golden","Frozen Desserts","Frozen Foods","Food",3.95,19,16,0,0,11
"Golden","Frozen Desserts","Frozen Foods","Food",0.95,9.81,8.81,1,0,13
"Big Time","Frozen Desserts","Frozen Foods","Food",2.77,19.9,16.8,1,1,3
"PigTail","Frozen Desserts","Frozen Foods","Food",0.71,20,18,0,1,2
"Imagine","Frozen Desserts","Frozen Foods","Food",3.81,13.7,10.6,0,0,9
"Big Time","Frozen Desserts","Frozen Foods","Food",2.91,17.4,16.3,1,1,6
"Carrington","Frozen Desserts","Frozen Foods","Food",2.24,13.9,12.8,1,0,19
"Imagine","Frozen Desserts","Frozen Foods","Food",1.49,7.33,5.32,0,0,4
"PigTail","Frozen Desserts","Frozen Foods","Food",3.23,10,8,1,0,16
"Carrington","Frozen Desserts","Frozen Foods","Food",2.65,17.7,14.7,1,1,18
"Imagine","Frozen Desserts","Frozen Foods","Food",3.21,8.47,6.47,0,1,5
"PigTail","Frozen Desserts","Frozen Foods","Food",3.23,10,8,1,0,16
"Golden","Frozen Desserts","Frozen Foods","Food",3.89,12.3,10.3,0,1,11
"Carrington","Frozen Desserts","Frozen Foods","Food",2.65,17.7,14.7,1,1,18
"Golden","Frozen Desserts","Frozen Foods","Food",3.89,12.3,10.3,0,1,11
"PigTail","Frozen Desserts","Frozen Foods","Food",3.23,10,8,1,0,16
"Big Time","Frozen Desserts","Frozen Foods","Food",2.27,20.6,19.6,1,1,29
"PigTail","Frozen Desserts","Frozen Foods","Food",1.15,16.6,14.6,1,0,14
"Imagine","Frozen Desserts","Frozen Foods","Food",3.21,8.47,6.47,0,1,5
"Carrington","Frozen Desserts","Frozen Foods","Food",2.65,17.7,14.7,1,1,18
"Big Time","Frozen Desserts","Frozen Foods","Food",2.77,19.9,16.8,1,1,3
"Carrington","Frozen Desserts","Frozen Foods","Food",2.1,11.5,8.5,0,0,13
"Imagine","Frozen Desserts","Frozen Foods","Food",3.21,8.47,6.47,0,1,5
"Golden","Frozen Desserts","Frozen Foods","Food",3.95,19,16,0,0,11
"Imagine","Frozen Desserts","Frozen Foods","Food",1.49,7.33,5.32,0,0,4
"Carrington","Frozen Desserts","Frozen Foods","Food",2.1,11.5,8.5,0,0,13
"PigTail","Frozen Desserts","Frozen Foods","Food",1.15,16.6,14.6,1,0,14
"Imagine","Frozen Desserts","Frozen Foods","Food",1.49,7.33,5.32,0,0,4
"Golden","Frozen Desserts","Frozen Foods","Food",3.95,19,16,0,0,11
"Golden","Frozen Desserts","Frozen Foods","Food",0.95,9.81,8.81,1,0,13
"PigTail","Frozen Desserts","Frozen Foods","Food",0.71,20,18,0,1,2
"Carrington","Frozen Desserts","Frozen Foods","Food",2.1,11.5,8.5,0,0,13
"Golden","Frozen Desserts","Frozen Foods","Food",3.89,12.3,10.3,0,1,11
"Golden","Frozen Desserts","Frozen Foods","Food",0.95,9.81,8.81,1,0,13
"Carrington","Frozen Desserts","Frozen Foods","Food",2.1,11.5,8.5,0,0,13
"Big Time","Frozen Desserts","Frozen Foods","Food",2.77,19.9,16.8,1,1,3
"Big Time","Frozen Desserts","Frozen Foods","Food",2.77,19.9,16.8,1,1,3
"PigTail","Frozen Desserts","Frozen Foods","Food",0.71,20,18,0,1,2
"Golden","Frozen Desserts","Frozen Foods","Food",0.95,9.81,8.81,1,0,13
"Big Time","Frozen Desserts","Frozen Foods","Food",2.27,20.6,19.6,1,1,29
"Big Time","Frozen Desserts","Frozen Foods","Food",2.77,19.9,16.8,1,1,3
"Big Time","Frozen Desserts","Frozen Foods","Food",2.91,17.4,16.3,1,1,6
"PigTail","Frozen Desserts","Frozen Foods","Food",1.15,16.6,14.6,1,0,14
"Imagine","Frozen Desserts","Frozen Foods","Food",3.81,13.7,10.6,0,0,9
"Golden","Frozen Desserts","Frozen Foods","Food",3.89,12.3,10.3,0,1,11
"Imagine","Frozen Desserts","Frozen Foods","Food",3.21,8.47,6.47,0,1,5
"Golden","Frozen Desserts","Frozen Foods","Food",3.95,19,16,0,0,11
"Imagine","Frozen Desserts","Frozen Foods","Food",1.49,7.33,5.32,0,0,4
"Imagine","Frozen Desserts","Frozen Foods","Food",3.21,8.47,6.47,0,1,5
"Golden","Frozen Desserts","Frozen Foods","Food",3.95,19,16,0,0,11
"PigTail","Frozen Desserts","Frozen Foods","Food",1.15,16.6,14.6,1,0,14
"Imagine","Frozen Desserts","Frozen Foods","Food",1.49,7.33,5.32,0,0,4
"Imagine","Frozen Desserts","Frozen Foods","Food",1.49,7.33,5.32,0,0,4
"Golden","Frozen Desserts","Frozen Foods","Food",3.89,12.3,10.3,0,1,11
"Golden","Frozen Desserts","Frozen Foods","Food",3.95,19,16,0,0,11
"Carrington","Frozen Desserts","Frozen Foods","Food",2.65,17.7,14.7,1,1,18
"Carrington","Frozen Desserts","Frozen Foods","Food",2.1,11.5,8.5,0,0,13
"Golden","Frozen Desserts","Frozen Foods","Food",3.89,12.3,10.3,0,1,11
"Big Time","Frozen Desserts","Frozen Foods","Food",2.27,20.6,19.6,1,1,29
"PigTail","Frozen Desserts","Frozen Foods","Food",0.71,20,18,0,1,2
"Golden","Frozen Desserts","Frozen Foods","Food",0.95,9.81,8.81,1,0,13
"Big Time","Frozen Desserts","Frozen Foods","Food",2.27,20.6,19.6,1,1,29
"PigTail","Frozen Desserts","Frozen Foods","Food",3.23,10,8,1,0,16
"Imagine","Frozen Desserts","Frozen Foods","Food",3.81,13.7,10.6,0,0,9
"Imagine","Frozen Desserts","Frozen Foods","Food",1.49,7.33,5.32,0,0,4
"Imagine","Frozen Desserts","Frozen Foods","Food",1.49,7.33,5.32,0,0,4
"Big Time","Frozen Desserts","Frozen Foods","Food",2.77,19.9,16.8,1,1,3
"Imagine","Frozen Desserts","Frozen Foods","Food",1.49,7.33,5.32,0,0,4
"Carrington","Frozen Desserts","Frozen Foods","Food",2.24,13.9,12.8,1,0,19
"Big Time","Frozen Desserts","Frozen Foods","Food",2.91,17.4,16.3,1,1,6
"PigTail","Frozen Desserts","Frozen Foods","Food",0.71,20,18,0,1,2
"Golden","Frozen Desserts","Frozen Foods","Food",0.95,9.81,8.81,1,0,13
"Carrington","Frozen Desserts","Frozen Foods","Food",2.65,17.7,14.7,1,1,18
"Carrington","Frozen Desserts","Frozen Foods","Food",2.24,13.9,12.8,1,0,19
"Imagine","Frozen Desserts","Frozen Foods","Food",3.21,8.47,6.47,0,1,5
"PigTail","Frozen Desserts","Frozen Foods","Food",1.15,16.6,14.6,1,0,14
"Big Time","Frozen Desserts","Frozen Foods","Food",2.91,17.4,16.3,1,1,6
"Imagine","Frozen Desserts","Frozen Foods","Food",3.81,13.7,10.6,0,0,9
"Carrington","Frozen Desserts","Frozen Foods","Food",2.65,17.7,14.7,1,1,18
"Imagine","Frozen Desserts","Frozen Foods","Food",3.21,8.47,6.47,0,1,5
"PigTail","Frozen Desserts","Frozen Foods","Food",3.23,10,8,1,0,16
"Imagine","Frozen Desserts","Frozen Foods","Food",3.81,13.7,10.6,0,0,9
"Big Time","Frozen Desserts","Frozen Foods","Food",2.77,19.9,16.8,1,1,3
"Big Time","Frozen Desserts","Frozen Foods","Food",2.27,20.6,19.6,1,1,29
"Golden","Frozen Desserts","Frozen Foods","Food",3.89,12.3,10.3,0,1,11
"Golden","Frozen Desserts","Frozen Foods","Food",3.89,12.3,10.3,0,1,11
"Big Time","Frozen Desserts","Frozen Foods","Food",2.77,19.9,16.8,1,1,3
"Golden","Frozen Desserts","Frozen Foods","Food",0.95,9.81,8.81,1,0,13
"PigTail","Frozen Desserts","Frozen Foods","Food",3.23,10,8,1,0,16
"Big Time","Frozen Desserts","Frozen Foods","Food",2.77,19.9,16.8,1,1,3
"PigTail","Frozen Desserts","Frozen Foods","Food",3.23,10,8,1,0,16
"Carrington","Frozen Desserts","Frozen Foods","Food",2.1,11.5,8.5,0,0,13
"Carrington","Frozen Desserts","Frozen Foods","Food",2.65,17.7,14.7,1,1,18
"Carrington","Frozen Desserts","Frozen Foods","Food",2.24,13.9,12.8,1,0,19
"Carrington","Frozen Desserts","Frozen Foods","Food",2.1,11.5,8.5,0,0,13
"Carrington","Frozen Desserts","Frozen Foods","Food",2.24,13.9,12.8,1,0,19
"PigTail","Frozen Desserts","Frozen Foods","Food",3.23,10,8,1,0,16
"Big Time","Frozen Desserts","Frozen Foods","Food",2.91,17.4,16.3,1,1,6
"Golden","Frozen Desserts","Frozen Foods","Food",3.95,19,16,0,0,11
"PigTail","Frozen Desserts","Frozen Foods","Food",3.23,10,8,1,0,16
"PigTail","Frozen Desserts","Frozen Foods","Food",3.23,10,8,1,0,16
"Big Time","Frozen Desserts","Frozen Foods","Food",2.91,17.4,16.3,1,1,6
"Carrington","Frozen Desserts","Frozen Foods","Food",2.24,13.9,12.8,1,0,19
"Golden","Frozen Desserts","Frozen Foods","Food",3.89,12.3,10.3,0,1,11
"Imagine","Frozen Desserts","Frozen Foods","Food",1.49,7.33,5.32,0,0,4
"Imagine","Frozen Desserts","Frozen Foods","Food",1.49,7.33,5.32,0,0,4
"Imagine","Frozen Desserts","Frozen Foods","Food",3.81,13.7,10.6,0,0,9
"PigTail","Frozen Desserts","Frozen Foods","Food",3.23,10,8,1,0,16
"Carrington","Frozen Desserts","Frozen Foods","Food",2.65,17.7,14.7,1,1,18
"Carrington","Frozen Desserts","Frozen Foods","Food",2.65,17.7,14.7,1,1,18
"Big Time","Frozen Desserts","Frozen Foods","Food",2.77,19.9,16.8,1,1,3
"Imagine","Frozen Desserts","Frozen Foods","Food",3.81,13.7,10.6,0,0,9
"Carrington","Frozen Desserts","Frozen Foods","Food",2.1,11.5,8.5,0,0,13
"Golden","Frozen Desserts","Frozen Foods","Food",0.95,9.81,8.81,1,0,13
"Golden","Frozen Desserts","Frozen Foods","Food",3.95,19,16,0,0,11
"Carrington","Frozen Desserts","Frozen Foods","Food",2.24,13.9,12.8,1,0,19
"Golden","Frozen Desserts","Frozen Foods","Food",3.95,19,16,0,0,11
"PigTail","Frozen Desserts","Frozen Foods","Food",3.23,10,8,1,0,16
"Golden","Frozen Desserts","Frozen Foods","Food",3.95,19,16,0,0,11
"Imagine","Frozen Desserts","Frozen Foods","Food",3.81,13.7,10.6,0,0,9
"Carrington","Frozen Desserts","Frozen Foods","Food",2.24,13.9,12.8,1,0,19
"Golden","Frozen Desserts","Frozen Foods","Food",3.89,12.3,10.3,0,1,11
"PigTail","Frozen Desserts","Frozen Foods","Food",3.23,10,8,1,0,16
"PigTail","Frozen Desserts","Frozen Foods","Food",1.15,16.6,14.6,1,0,14
"Carrington","Frozen Desserts","Frozen Foods","Food",2.65,17.7,14.7,1,1,18
"PigTail","Frozen Desserts","Frozen Foods","Food",1.15,16.6,14.6,1,0,14
"Carrington","Frozen Desserts","Frozen Foods","Food",2.24,13.9,12.8,1,0,19
"PigTail","Frozen Desserts","Frozen Foods","Food",0.71,20,18,0,1,2
"Carrington","Frozen Desserts","Frozen Foods","Food",2.65,17.7,14.7,1,1,18
"Big Time","Frozen Desserts","Frozen Foods","Food",2.77,19.9,16.8,1,1,3
"Carrington","Frozen Desserts","Frozen Foods","Food",2.65,17.7,14.7,1,1,18
"Carrington","Frozen Desserts","Frozen Foods","Food",2.24,13.9,12.8,1,0,19
"Golden","Frozen Desserts","Frozen Foods","Food",3.89,12.3,10.3,0,1,11
"Imagine","Frozen Desserts","Frozen Foods","Food",3.21,8.47,6.47,0,1,5
"Carrington","Frozen Desserts","Frozen Foods","Food",2.65,17.7,14.7,1,1,18
"Imagine","Frozen Desserts","Frozen Foods","Food",3.21,8.47,6.47,0,1,5
"PigTail","Frozen Desserts","Frozen Foods","Food",0.71,20,18,0,1,2
"Carrington","Frozen Desserts","Frozen Foods","Food",2.1,11.5,8.5,0,0,13
"Carrington","Frozen Desserts","Frozen Foods","Food",2.65,17.7,14.7,1,1,18
"Big Time","Frozen Desserts","Frozen Foods","Food",2.91,17.4,16.3,1,1,6
"Carrington","Frozen Desserts","Frozen Foods","Food",2.1,11.5,8.5,0,0,13
"Carrington","Frozen Desserts","Frozen Foods","Food",2.1,11.5,8.5,0,0,13
"Imagine","Frozen Desserts","Frozen Foods","Food",1.49,7.33,5.32,0,0,4
"PigTail","Frozen Desserts","Frozen Foods","Food",0.71,20,18,0,1,2
"Imagine","Frozen Desserts","Frozen Foods","Food",3.81,13.7,10.6,0,0,9
"Golden","Frozen Desserts","Frozen Foods","Food",0.95,9.81,8.81,1,0,13
"Golden","Frozen Desserts","Frozen Foods","Food",3.89,12.3,10.3,0,1,11
"Golden","Frozen Desserts","Frozen Foods","Food",3.89,12.3,10.3,0,1,11
"Big Time","Frozen Desserts","Frozen Foods","Food",2.27,20.6,19.6,1,1,29
"Golden","Frozen Desserts","Frozen Foods","Food",3.95,19,16,0,0,11
"Imagine","Frozen Desserts","Frozen Foods","Food",3.81,13.7,10.6,0,0,9
"PigTail","Frozen Desserts","Frozen Foods","Food",3.23,10,8,1,0,16
"Carrington","Frozen Desserts","Frozen Foods","Food",2.65,17.7,14.7,1,1,18
"Big Time","Frozen Desserts","Frozen Foods","Food",2.91,17.4,16.3,1,1,6
"PigTail","Frozen Desserts","Frozen Foods","Food",1.15,16.6,14.6,1,0,14
"Carrington","Frozen Desserts","Frozen Foods","Food",2.1,11.5,8.5,0,0,13
"Imagine","Frozen Desserts","Frozen Foods","Food",3.21,8.47,6.47,0,1,5
"Imagine","Frozen Desserts","Frozen Foods","Food",1.49,7.33,5.32,0,0,4
"Imagine","Frozen Desserts","Frozen Foods","Food",1.49,7.33,5.32,0,0,4
"Carrington","Frozen Desserts","Frozen Foods","Food",2.24,13.9,12.8,1,0,19
"Carrington","Frozen Desserts","Frozen Foods","Food",2.1,11.5,8.5,0,0,13
"Imagine","Frozen Desserts","Frozen Foods","Food",3.21,8.47,6.47,0,1,5
"Golden","Frozen Desserts","Frozen Foods","Food",3.95,19,16,0,0,11
"PigTail","Frozen Desserts","Frozen Foods","Food",1.15,16.6,14.6,1,0,14
"Carrington","Frozen Desserts","Frozen Foods","Food",2.24,13.9,12.8,1,0,19
"Carrington","Frozen Desserts","Frozen Foods","Food",2.65,17.7,14.7,1,1,18
"Big Time","Frozen Desserts","Frozen Foods","Food",2.77,19.9,16.8,1,1,3
"Golden","Frozen Desserts","Frozen Foods","Food",3.89,12.3,10.3,0,1,11
"Carrington","Frozen Desserts","Frozen Foods","Food",2.1,11.5,8.5,0,0,13
"Big Time","Frozen Desserts","Frozen Foods","Food",2.77,19.9,16.8,1,1,3
"Imagine","Frozen Desserts","Frozen Foods","Food",1.49,7.33,5.32,0,0,4
"PigTail","Frozen Desserts","Frozen Foods","Food",1.15,16.6,14.6,1,0,14
"Carrington","Frozen Desserts","Frozen Foods","Food",2.24,13.9,12.8,1,0,19
"Big Time","Frozen Desserts","Frozen Foods","Food",2.27,20.6,19.6,1,1,29
"Golden","Frozen Desserts","Frozen Foods","Food",0.95,9.81,8.81,1,0,13
"Golden","Frozen Desserts","Frozen Foods","Food",3.89,12.3,10.3,0,1,11
"Golden","Frozen Desserts","Frozen Foods","Food",3.89,12.3,10.3,0,1,11
"Carrington","Frozen Desserts","Frozen Foods","Food",2.65,17.7,14.7,1,1,18
"Imagine","Frozen Desserts","Frozen Foods","Food",3.81,13.7,10.6,0,0,9
"Carrington","Frozen Desserts","Frozen Foods","Food",2.65,17.7,14.7,1,1,18
"Golden","Frozen Desserts","Frozen Foods","Food",0.95,9.81,8.81,1,0,13
"Carrington","Frozen Desserts","Frozen Foods","Food",2.65,17.7,14.7,1,1,18
"Carrington","Frozen Desserts","Frozen Foods","Food",2.1,11.5,8.5,0,0,13
"Big Time","Frozen Desserts","Frozen Foods","Food",2.91,17.4,16.3,1,1,6
"Imagine","Frozen Desserts","Frozen Foods","Food",1.49,7.33,5.32,0,0,4
"Big Time","Frozen Desserts","Frozen Foods","Food",2.77,19.9,16.8,1,1,3
"Big Time","Frozen Desserts","Frozen Foods","Food",2.27,20.6,19.6,1,1,29
"Big Time","Frozen Desserts","Frozen Foods","Food",2.27,20.6,19.6,1,1,29
"Big Time","Frozen Desserts","Frozen Foods","Food",2.27,20.6,19.6,1,1,29
"Golden","Frozen Desserts","Frozen Foods","Food",3.89,12.3,10.3,0,1,11
"Carrington","Frozen Desserts","Frozen Foods","Food",2.1,11.5,8.5,0,0,13
"Carrington","Frozen Desserts","Frozen Foods","Food",2.1,11.5,8.5,0,0,13
"Carrington","Frozen Desserts","Frozen Foods","Food",2.65,17.7,14.7,1,1,18
"Big Time","Frozen Desserts","Frozen Foods","Food",2.27,20.6,19.6,1,1,29
"Carrington","Frozen Desserts","Frozen Foods","Food",2.24,13.9,12.8,1,0,19
"Golden","Frozen Desserts","Frozen Foods","Food",3.95,19,16,0,0,11
"Golden","Frozen Desserts","Frozen Foods","Food",3.89,12.3,10.3,0,1,11
"Golden","Frozen Desserts","Frozen Foods","Food",0.95,9.81,8.81,1,0,13
"PigTail","Frozen Desserts","Frozen Foods","Food",3.23,10,8,1,0,16
"Imagine","Frozen Desserts","Frozen Foods","Food",3.81,13.7,10.6,0,0,9
"Golden","Frozen Desserts","Frozen Foods","Food",3.89,12.3,10.3,0,1,11
"Big Time","Frozen Desserts","Frozen Foods","Food",2.77,19.9,16.8,1,1,3
"Big Time","Frozen Desserts","Frozen Foods","Food",2.77,19.9,16.8,1,1,3
"PigTail","Frozen Desserts","Frozen Foods","Food",0.71,20,18,0,1,2
"PigTail","Frozen Desserts","Frozen Foods","Food",1.15,16.6,14.6,1,0,14
"PigTail","Frozen Desserts","Frozen Foods","Food",0.71,20,18,0,1,2
"Golden","Frozen Desserts","Frozen Foods","Food",0.95,9.81,8.81,1,0,13
"Carrington","Frozen Desserts","Frozen Foods","Food",2.24,13.9,12.8,1,0,19
"Carrington","Frozen Desserts","Frozen Foods","Food",2.1,11.5,8.5,0,0,13
"PigTail","Frozen Desserts","Frozen Foods","Food",1.15,16.6,14.6,1,0,14
"Golden","Frozen Desserts","Frozen Foods","Food",3.89,12.3,10.3,0,1,11
"Golden","Frozen Desserts","Frozen Foods","Food",3.95,19,16,0,0,11
"Imagine","Frozen Desserts","Frozen Foods","Food",3.81,13.7,10.6,0,0,9
"Big Time","Frozen Desserts","Frozen Foods","Food",2.91,17.4,16.3,1,1,6
"Carrington","Frozen Desserts","Frozen Foods","Food",2.24,13.9,12.8,1,0,19
"Carrington","Frozen Desserts","Frozen Foods","Food",2.65,17.7,14.7,1,1,18
"PigTail","Frozen Desserts","Frozen Foods","Food",1.15,16.6,14.6,1,0,14
"PigTail","Frozen Desserts","Frozen Foods","Food",3.23,10,8,1,0,16
"Carrington","Frozen Desserts","Frozen Foods","Food",2.65,17.7,14.7,1,1,18
