product_id,brand_name,food_category,food_department,food_family,SRP,gross_weight,net_weight,recyclable_package,low_fat,units_per_case
prod15491,Super,Jams and Jellies,Baking Goods,Food,0.9,17.4,14.3,0,1,26
prod15501,BBB Best,Jams and Jellies,Baking Goods,Food,1.48,7.65,4.65,1,0,5
prod15504,Super,Jams and Jellies,Baking Goods,Food,2.58,13.6,11.6,1,1,32
prod15505,Landslide,Jams and Jellies,Baking Goods,Food,0.81,6.38,3.38,1,1,28
prod15511,Plato,Jams and Jellies,Baking Goods,Food,1.38,14.9,11.8,1,0,5
prod15826,High Top,Fruit,Produce,Food,3.68,11.8,9.8,1,0,11
prod15827,Tri-State,Fruit,Produce,Food,2.56,10.5,8.5,0,1,12
prod15828,High Top,Fruit,Produce,Food,2.47,13.4,10.3,1,1,23
prod15829,Tri-State,Fruit,Produce,Food,1.77,17.1,16.1,0,0,16
prod15830,Ebony,Fruit,Produce,Food,2.77,18.5,16.5,1,0,10
prod15831,Tri-State,Fruit,Produce,Food,2.4,13.7,12.6,0,0,6
prod15832,Tell Tale,Fruit,Produce,Food,3.63,8.48,6.47,1,0,17
prod15834,Tell Tale,Fruit,Produce,Food,0.68,21.0,19.0,0,1,31
prod15835,High Top,Fruit,Produce,Food,0.92,17.2,14.2,1,1,27
prod15836,Tell Tale,Fruit,Produce,Food,0.61,9.33,7.32,1,0,27
prod15839,Hermanos,Fruit,Produce,Food,3.94,6.79,4.78,0,1,23
prod15840,Ebony,Fruit,Produce,Food,2.11,19.3,16.2,1,1,9
prod15841,Ebony,Fruit,Produce,Food,3.24,15.0,13.0,0,0,32
prod15842,Hermanos,Fruit,Produce,Food,1.62,17.1,15.1,1,1,9
prod15845,Hermanos,Fruit,Produce,Food,3.11,17.6,16.6,1,1,18
prod15846,High Top,Fruit,Produce,Food,1.6,13.6,10.6,0,0,31
prod15847,Hermanos,Fruit,Produce,Food,1.26,7.09,6.09,0,0,31
prod15848,Hermanos,Fruit,Produce,Food,1.43,19.1,17.1,1,0,29
prod15850,Tri-State,Fruit,Produce,Food,2.69,13.1,11.1,0,0,15
prod15851,Ebony,Fruit,Produce,Food,1.86,18.4,17.3,0,1,9
prod15852,Tell Tale,Fruit,Produce,Food,1.9,20.9,18.8,1,0,8
prod15853,Tell Tale,Fruit,Produce,Food,0.58,11.0,10.0,1,0,31
prod15854,Tri-State,Fruit,Produce,Food,1.42,9.62,7.61,0,0,30
prod15855,Ebony,Fruit,Produce,Food,1.58,8.79,6.78,0,1,2
prod15856,Hermanos,Fruit,Produce,Food,2.56,15.0,14.0,1,1,34
prod15858,Hermanos,Fruit,Produce,Food,3.34,21.3,19.2,0,1,16
prod15860,High Top,Fruit,Produce,Food,2.91,21.5,19.5,0,1,29
prod15863,Ebony,Fruit,Produce,Food,2.96,9.96,7.96,0,1,32
prod15864,Ebony,Fruit,Produce,Food,0.7,7.36,5.36,0,0,2
prod15865,High Top,Fruit,Produce,Food,1.49,11.8,8.8,0,0,24
prod15866,Tri-State,Fruit,Produce,Food,2.57,18.0,16.0,1,0,32
prod15867,Hermanos,Fruit,Produce,Food,1.64,17.2,16.2,0,0,29
prod15868,High Top,Fruit,Produce,Food,2.25,14.7,12.6,0,0,29
prod15870,High Top,Fruit,Produce,Food,1.54,17.0,14.0,0,1,27
prod15871,High Top,Fruit,Produce,Food,1.66,9.78,7.77,0,0,14
prod15872,Hermanos,Fruit,Produce,Food,2.77,17.4,16.3,1,0,31
prod15873,Hermanos,Fruit,Produce,Food,0.74,8.69,7.68,0,0,11
prod15874,Tell Tale,Fruit,Produce,Food,3.79,13.9,11.8,1,1,22
prod15875,Hermanos,Fruit,Produce,Food,2.9,21.6,18.6,1,1,17
prod15876,Tell Tale,Fruit,Produce,Food,2.53,20.4,18.3,1,0,14
prod15880,Ebony,Fruit,Produce,Food,1.83,9.79,7.78,1,0,29
prod15881,Ebony,Fruit,Produce,Food,0.92,11.7,9.69,0,0,8
prod15884,Tell Tale,Fruit,Produce,Food,1.72,11.3,9.3,0,1,27
prod15885,Tri-State,Fruit,Produce,Food,3.61,13.7,11.6,1,1,11
prod15892,Ebony,Fruit,Produce,Food,3.49,13.4,12.3,0,0,17
prod15895,High Top,Fruit,Produce,Food,2.47,12.1,10.1,1,1,27
prod15901,High Top,Fruit,Produce,Food,0.56,7.22,5.21,1,0,11
prod15905,Tell Tale,Fruit,Produce,Food,1.91,20.7,19.7,0,1,17
prod15907,Hermanos,Fruit,Produce,Food,2.96,16.5,14.5,0,1,27
prod15909,Tri-State,Fruit,Produce,Food,1.82,21.0,20.0,1,0,19
prod15912,Tri-State,Fruit,Produce,Food,1.96,7.61,4.61,0,1,27
prod15915,Tri-State,Fruit,Produce,Food,0.62,15.6,14.6,1,1,30
prod15918,Tell Tale,Fruit,Produce,Food,3.82,17.1,15.1,1,0,10
prod15920,Hermanos,Fruit,Produce,Food,0.73,16.2,13.2,0,0,35
prod15923,Tell Tale,Fruit,Produce,Food,2.74,9.85,7.85,0,0,10
prod15932,Tri-State,Fruit,Produce,Food,2.44,13.7,10.6,1,1,2
prod15933,Tri-State,Fruit,Produce,Food,2.86,9.37,7.36,1,1,23
prod15936,Tri-State,Fruit,Produce,Food,2.95,15.2,13.1,0,1,27
prod15944,Ebony,Fruit,Produce,Food,1.35,21.5,19.5,1,0,34
prod15945,Tell Tale,Fruit,Produce,Food,1.74,13.8,11.8,0,0,16
prod15948,Ebony,Fruit,Produce,Food,2.45,8.11,7.1,0,0,9
prod15954,Tri-State,Fruit,Produce,Food,3.19,9.1,7.1,1,0,32
prod15955,Hermanos,Fruit,Produce,Food,0.87,17.5,14.5,1,1,21
prod15956,Ebony,Fruit,Produce,Food,3.43,7.28,6.28,1,1,25
prod15979,Tell Tale,Fruit,Produce,Food,2.8,7.28,6.28,1,0,21
prod15988,High Top,Fruit,Produce,Food,2.65,6.74,4.73,0,0,12
prod15991,Tell Tale,Fruit,Produce,Food,1.84,13.6,11.6,1,1,28
prod16006,High Top,Fruit,Produce,Food,1.87,17.3,15.2,1,0,16
prod16021,Ebony,Fruit,Produce,Food,1.91,7.65,5.65,1,0,28
prod16029,High Top,Fruit,Produce,Food,1.67,19.2,18.2,1,0,33
prod17543,Golden,Meat,Frozen Foods,Food,2.35,12.0,10.0,1,1,34
prod17544,Golden,Meat,Frozen Foods,Food,2.81,14.6,11.6,0,0,3
prod17545,Imagine,Meat,Frozen Foods,Food,1.95,16.6,13.6,1,1,2
prod17546,Golden,Meat,Frozen Foods,Food,3.48,15.4,13.3,1,1,17
prod17548,Carrington,Meat,Frozen Foods,Food,2.42,9.4,8.39,0,1,11
prod17549,PigTail,Meat,Frozen Foods,Food,1.51,12.5,10.5,1,1,27
prod17551,Big Time,Meat,Frozen Foods,Food,2.22,8.3,6.3,1,0,30
prod17552,PigTail,Meat,Frozen Foods,Food,3.93,8.35,5.35,0,0,27
prod17553,Imagine,Meat,Frozen Foods,Food,3.46,11.0,8.0,0,1,24
prod17555,Carrington,Meat,Frozen Foods,Food,0.93,9.92,8.92,1,1,21
prod17557,PigTail,Meat,Frozen Foods,Food,2.21,19.5,17.5,1,1,35
prod17558,Imagine,Meat,Frozen Foods,Food,0.91,9.91,7.9,1,0,9
prod17570,Big Time,Meat,Frozen Foods,Food,2.95,6.19,4.19,1,0,23
prod17572,Carrington,Meat,Frozen Foods,Food,1.24,21.5,19.5,1,1,12
prod17574,Big Time,Meat,Frozen Foods,Food,3.67,7.87,5.86,0,1,33
prod17893,Super,Baking Goods,Baking Goods,Food,1.42,8.25,7.25,1,0,35
prod17894,Plato,Baking Goods,Baking Goods,Food,1.24,10.2,8.19,0,0,23
prod17897,Landslide,Baking Goods,Baking Goods,Food,2.8,19.3,16.2,1,1,19
prod17899,BBB Best,Baking Goods,Baking Goods,Food,2.46,6.76,3.76,1,1,3
prod17900,BBB Best,Baking Goods,Baking Goods,Food,1.78,14.3,12.3,1,0,24
prod17901,Plato,Baking Goods,Baking Goods,Food,1.72,11.4,9.39,0,0,3
prod17904,Landslide,Baking Goods,Baking Goods,Food,1.52,10.3,9.3,1,0,25
prod17905,Super,Baking Goods,Baking Goods,Food,1.56,11.7,10.6,1,1,21
prod17908,CDR,Baking Goods,Baking Goods,Food,1.33,6.43,4.42,0,1,29
prod17922,CDR,Baking Goods,Baking Goods,Food,2.92,10.3,8.3,1,0,23
prod18142,Denny,Electrical,Household,Non-Consumable,1.92,20.0,18.0,1,0,14
prod18143,Cormorant,Electrical,Household,Non-Consumable,2.55,6.32,5.32,1,0,5
prod18144,Red Wing,Electrical,Household,Non-Consumable,2.48,11.1,8.1,0,0,5
prod18145,High Quality,Electrical,Household,Non-Consumable,3.51,21.6,20.6,0,0,28
prod18146,Denny,Electrical,Household,Non-Consumable,3.93,15.7,13.6,1,0,2
prod18147,Cormorant,Electrical,Household,Non-Consumable,2.57,12.0,9.0,1,0,31
prod18150,Red Wing,Electrical,Household,Non-Consumable,2.67,13.7,12.6,1,0,30
prod18151,High Quality,Electrical,Household,Non-Consumable,0.5,9.61,8.6,1,0,14
prod18152,Denny,Electrical,Household,Non-Consumable,2.27,21.2,20.2,0,0,25
prod18155,High Quality,Electrical,Household,Non-Consumable,2.21,21.3,19.2,0,0,25
prod18156,High Quality,Electrical,Household,Non-Consumable,1.54,20.8,18.7,0,0,8
prod18158,Sunset,Electrical,Household,Non-Consumable,1.91,18.7,16.7,1,0,30
prod18160,Sunset,Electrical,Household,Non-Consumable,1.64,16.7,13.7,1,0,31
prod18161,Sunset,Electrical,Household,Non-Consumable,2.53,18.7,16.7,1,0,15
prod18164,Red Wing,Electrical,Household,Non-Consumable,1.33,20.6,18.6,1,0,29
prod18165,Sunset,Electrical,Household,Non-Consumable,2.17,21.6,20.6,0,0,34
prod18171,Red Wing,Electrical,Household,Non-Consumable,1.54,15.8,14.8,0,0,23
prod18176,Denny,Electrical,Household,Non-Consumable,3.7,13.3,11.3,1,0,13
prod18182,Cormorant,Electrical,Household,Non-Consumable,1.45,16.9,15.8,1,0,2
prod18185,Cormorant,Electrical,Household,Non-Consumable,1.89,18.0,16.0,0,0,22
prod18662,Red Spade,Meat,Deli,Food,3.76,10.3,9.3,0,1,21
prod18663,Red Spade,Meat,Deli,Food,1.61,13.2,12.1,1,0,33
prod18665,Moms,Meat,Deli,Food,2.29,18.4,17.3,1,0,27
prod18666,Cutting Edge,Meat,Deli,Food,1.82,12.5,9.5,1,0,34
prod18667,Moms,Meat,Deli,Food,2.1,18.0,17.0,0,0,7
prod18669,Lake,Meat,Deli,Food,3.92,19.4,16.3,1,1,17
prod18670,Moms,Meat,Deli,Food,2.27,12.3,11.3,0,1,3
prod18672,Lake,Meat,Deli,Food,1.78,14.4,13.3,0,1,6
prod18675,American,Meat,Deli,Food,2.76,7.49,6.48,1,1,33
prod18677,Cutting Edge,Meat,Deli,Food,0.97,7.67,4.67,0,0,35
prod18684,Cutting Edge,Meat,Deli,Food,2.37,12.9,11.8,0,1,13
prod18690,Red Spade,Meat,Deli,Food,3.44,11.9,8.89,1,1,31
prod18691,American,Meat,Deli,Food,0.78,14.2,11.1,1,0,19
prod18699,American,Meat,Deli,Food,2.87,15.8,13.8,1,0,5
prod18710,Lake,Meat,Deli,Food,0.64,7.79,5.78,1,1,8
prod19031,Excellent,Pure Juice Beverages,Beverages,Drink,1.6,9.58,7.57,0,0,6
prod19032,Skinner,Pure Juice Beverages,Beverages,Drink,0.61,15.2,13.1,0,0,12
prod19034,Washington,Pure Juice Beverages,Beverages,Drink,2.59,8.97,6.97,1,0,27
prod19035,Excellent,Pure Juice Beverages,Beverages,Drink,2.41,13.2,12.1,1,0,13
prod19037,Excellent,Pure Juice Beverages,Beverages,Drink,2.13,12.6,10.6,1,0,2
prod19039,Token,Pure Juice Beverages,Beverages,Drink,1.8,8.04,7.03,1,0,2
prod19040,Fabulous,Pure Juice Beverages,Beverages,Drink,2.96,16.9,13.8,0,0,34
prod19041,Skinner,Pure Juice Beverages,Beverages,Drink,2.14,14.7,11.6,1,0,26
prod19043,Token,Pure Juice Beverages,Beverages,Drink,0.78,19.7,17.7,1,0,7
prod19045,Fabulous,Pure Juice Beverages,Beverages,Drink,2.85,6.0,4.0,1,0,2
prod19047,Skinner,Pure Juice Beverages,Beverages,Drink,2.16,9.17,8.17,0,0,33
prod19050,Washington,Pure Juice Beverages,Beverages,Drink,1.42,8.13,7.13,1,0,28
prod19052,Washington,Pure Juice Beverages,Beverages,Drink,2.42,7.14,5.13,0,0,34
prod19059,Fabulous,Pure Juice Beverages,Beverages,Drink,0.65,16.0,15.0,1,0,11
prod19071,Token,Pure Juice Beverages,Beverages,Drink,0.83,20.6,18.6,0,0,1
prod19072,Fabulous,Pure Juice Beverages,Beverages,Drink,0.7,10.8,8.8,0,0,19
prod19073,Skinner,Pure Juice Beverages,Beverages,Drink,1.94,7.87,5.86,1,0,4
prod19077,Excellent,Pure Juice Beverages,Beverages,Drink,3.26,16.4,14.3,0,0,14
prod19089,Token,Pure Juice Beverages,Beverages,Drink,2.8,11.0,10.0,1,0,33
prod19155,Washington,Pure Juice Beverages,Beverages,Drink,2.85,8.39,6.39,0,0,30
prod19539,Big Time,Frozen Desserts,Frozen Foods,Food,2.27,20.6,19.6,1,1,29
prod19540,Golden,Frozen Desserts,Frozen Foods,Food,0.95,9.81,8.81,1,0,13
prod19541,Imagine,Frozen Desserts,Frozen Foods,Food,1.49,7.33,5.32,0,0,4
prod19542,PigTail,Frozen Desserts,Frozen Foods,Food,3.23,10.0,8.0,1,0,16
prod19543,Carrington,Frozen Desserts,Frozen Foods,Food,2.24,13.9,12.8,1,0,19
prod19544,Imagine,Frozen Desserts,Frozen Foods,Food,3.21,8.47,6.47,0,1,5
prod19546,Imagine,Frozen Desserts,Frozen Foods,Food,3.81,13.7,10.6,0,0,9
prod19547,Big Time,Frozen Desserts,Frozen Foods,Food,2.91,17.4,16.3,1,1,6
prod19553,Big Time,Frozen Desserts,Frozen Foods,Food,2.77,19.9,16.8,1,1,3
prod19554,Carrington,Frozen Desserts,Frozen Foods,Food,2.1,11.5,8.5,0,0,13
prod19555,PigTail,Frozen Desserts,Frozen Foods,Food,0.71,20.0,18.0,0,1,2
prod19558,Carrington,Frozen Desserts,Frozen Foods,Food,2.65,17.7,14.7,1,1,18
prod19560,Golden,Frozen Desserts,Frozen Foods,Food,3.89,12.3,10.3,0,1,11
prod19568,Golden,Frozen Desserts,Frozen Foods,Food,3.95,19.0,16.0,0,0,11
prod19573,PigTail,Frozen Desserts,Frozen Foods,Food,1.15,16.6,14.6,1,0,14
prod19952,BBB Best,Jams and Jellies,Baking Goods,Food,3.38,10.2,9.19,1,1,28
prod19953,Super,Jams and Jellies,Baking Goods,Food,1.89,10.1,8.1,1,0,24
prod19954,CDR,Jams and Jellies,Baking Goods,Food,1.86,13.5,10.5,1,0,16
prod19956,BBB Best,Jams and Jellies,Baking Goods,Food,1.59,12.2,10.1,0,0,3
prod19957,Super,Jams and Jellies,Baking Goods,Food,3.39,6.72,5.71,0,1,4
prod19958,BBB Best,Jams and Jellies,Baking Goods,Food,1.9,20.2,17.2,0,0,9
prod19959,Plato,Jams and Jellies,Baking Goods,Food,1.21,19.0,17.0,1,0,24
prod19960,Landslide,Jams and Jellies,Baking Goods,Food,1.35,18.4,16.3,0,1,34
prod19962,Super,Jams and Jellies,Baking Goods,Food,3.96,16.5,14.5,0,1,29
prod19964,Landslide,Jams and Jellies,Baking Goods,Food,1.16,13.9,10.8,1,1,30
prod19965,Plato,Jams and Jellies,Baking Goods,Food,1.18,9.7,8.69,1,1,5
prod19967,Plato,Jams and Jellies,Baking Goods,Food,1.98,19.9,17.8,0,0,24
prod19974,Landslide,Jams and Jellies,Baking Goods,Food,1.33,21.9,19.8,1,1,13
prod19998,CDR,Jams and Jellies,Baking Goods,Food,2.54,21.0,19.0,1,1,25
prod20031,CDR,Jams and Jellies,Baking Goods,Food,2.95,21.7,18.7,1,1,18
prod20332,Better,Canned Soup,Canned Foods,Food,3.74,8.73,6.72,1,0,17
prod20333,Better,Canned Soup,Canned Foods,Food,1.23,7.98,5.98,1,0,25
prod20334,Just Right,Canned Soup,Canned Foods,Food,3.76,7.12,6.11,0,1,14
prod20335,Better,Canned Soup,Canned Foods,Food,0.63,16.0,13.0,1,1,6
prod20337,Pleasant,Canned Soup,Canned Foods,Food,0.9,14.0,12.0,1,1,33
prod20338,Just Right,Canned Soup,Canned Foods,Food,0.61,12.3,11.3,1,1,34
prod20339,Blue Label,Canned Soup,Canned Foods,Food,1.78,17.1,16.1,0,0,34
prod20340,Just Right,Canned Soup,Canned Foods,Food,1.87,9.31,6.31,1,1,10
prod20341,Pleasant,Canned Soup,Canned Foods,Food,3.31,12.5,9.5,1,1,4
prod20342,Better,Canned Soup,Canned Foods,Food,3.98,7.47,5.46,0,0,8
prod20343,Blue Label,Canned Soup,Canned Foods,Food,0.88,16.5,13.5,1,1,21
prod20344,Bravo,Canned Soup,Canned Foods,Food,0.8,15.0,13.0,0,1,19
prod20345,Pleasant,Canned Soup,Canned Foods,Food,2.48,18.2,16.2,0,1,31
prod20346,Just Right,Canned Soup,Canned Foods,Food,2.97,13.5,12.5,1,1,10
prod20347,Just Right,Canned Soup,Canned Foods,Food,1.99,16.7,14.7,0,0,24
prod20348,Pleasant,Canned Soup,Canned Foods,Food,2.82,20.2,19.2,1,1,9
prod20351,Pleasant,Canned Soup,Canned Foods,Food,1.43,16.9,14.8,1,0,2
prod20352,Bravo,Canned Soup,Canned Foods,Food,2.55,17.2,14.2,0,1,15
prod20354,Pleasant,Canned Soup,Canned Foods,Food,1.17,13.5,12.5,1,0,9
prod20355,Just Right,Canned Soup,Canned Foods,Food,2.4,20.5,18.5,1,1,6
prod20356,Blue Label,Canned Soup,Canned Foods,Food,1.75,10.6,9.6,1,0,17
prod20357,Blue Label,Canned Soup,Canned Foods,Food,3.19,15.2,12.1,1,1,35
prod20358,Bravo,Canned Soup,Canned Foods,Food,1.84,9.0,6.0,0,0,19
prod20359,Blue Label,Canned Soup,Canned Foods,Food,2.65,11.2,8.19,0,1,14
prod20361,Bravo,Canned Soup,Canned Foods,Food,2.74,17.7,15.7,1,0,23
prod20363,Pleasant,Canned Soup,Canned Foods,Food,1.3,20.5,18.5,0,1,33
prod20365,Blue Label,Canned Soup,Canned Foods,Food,1.55,9.48,8.47,1,1,21
prod20366,Better,Canned Soup,Canned Foods,Food,1.15,13.1,11.1,1,0,2
prod20367,Better,Canned Soup,Canned Foods,Food,0.78,9.0,8.0,1,0,26
prod20373,Pleasant,Canned Soup,Canned Foods,Food,1.31,20.2,19.2,1,0,36
prod20374,Blue Label,Canned Soup,Canned Foods,Food,2.33,19.7,18.7,0,1,18
prod20376,Bravo,Canned Soup,Canned Foods,Food,2.72,12.5,11.5,1,0,5
prod20383,Bravo,Canned Soup,Canned Foods,Food,3.32,6.41,5.4,0,0,8
prod20386,Blue Label,Canned Soup,Canned Foods,Food,1.59,21.0,19.0,1,1,9
prod20388,Just Right,Canned Soup,Canned Foods,Food,1.5,17.2,15.2,0,0,2
prod20393,Blue Label,Canned Soup,Canned Foods,Food,1.73,12.8,10.8,0,1,23
prod20407,Better,Canned Soup,Canned Foods,Food,0.75,8.34,7.34,1,1,9
prod20425,Just Right,Canned Soup,Canned Foods,Food,1.31,9.1,7.1,0,1,35
prod20429,Bravo,Canned Soup,Canned Foods,Food,1.28,6.18,4.17,1,0,1
prod20435,Just Right,Canned Soup,Canned Foods,Food,1.53,17.3,16.2,0,1,10
prod20447,Better,Canned Soup,Canned Foods,Food,0.57,16.9,14.8,1,0,6
prod20462,Bravo,Canned Soup,Canned Foods,Food,3.98,18.5,15.5,1,1,11
prod20476,Better,Canned Soup,Canned Foods,Food,2.21,9.36,7.35,0,0,25
prod20535,Bravo,Canned Soup,Canned Foods,Food,3.21,15.8,14.8,1,1,1
prod20606,Pleasant,Canned Soup,Canned Foods,Food,2.69,20.5,18.5,1,0,4
prod21458,Plato,Jams and Jellies,Baking Goods,Food,1.68,19.3,16.2,1,0,23
prod21459,Landslide,Jams and Jellies,Baking Goods,Food,0.73,7.8,5.8,1,0,36
prod21461,Landslide,Jams and Jellies,Baking Goods,Food,1.42,7.95,4.94,1,0,31
prod21462,BBB Best,Jams and Jellies,Baking Goods,Food,1.97,6.97,3.96,0,1,10
prod21465,Super,Jams and Jellies,Baking Goods,Food,0.99,7.71,5.71,0,1,22
prod21467,CDR,Jams and Jellies,Baking Goods,Food,2.16,11.5,9.5,0,1,22
prod21469,Landslide,Jams and Jellies,Baking Goods,Food,1.4,7.28,6.28,1,1,21
prod21470,Super,Jams and Jellies,Baking Goods,Food,1.48,18.2,15.2,0,1,9
prod21475,Plato,Jams and Jellies,Baking Goods,Food,2.32,18.3,17.2,0,1,30
prod21479,BBB Best,Jams and Jellies,Baking Goods,Food,1.1,12.8,11.8,0,0,20
prod21482,CDR,Jams and Jellies,Baking Goods,Food,2.65,6.94,3.94,1,1,7
prod21484,BBB Best,Jams and Jellies,Baking Goods,Food,2.78,6.49,5.48,0,0,23
prod21486,Plato,Jams and Jellies,Baking Goods,Food,2.45,12.0,9.0,1,1,34
prod21492,CDR,Jams and Jellies,Baking Goods,Food,2.5,7.63,5.63,1,1,13
prod21507,Super,Jams and Jellies,Baking Goods,Food,3.62,18.7,17.7,1,1,6
prod21822,High Quality,Paper Products,Household,Non-Consumable,2.47,7.36,5.36,1,0,7
prod21823,Denny,Paper Products,Household,Non-Consumable,2.49,17.6,16.6,1,0,27
prod21824,High Quality,Paper Products,Household,Non-Consumable,3.32,19.7,16.7,0,0,32
prod21825,Sunset,Paper Products,Household,Non-Consumable,1.78,11.6,10.6,1,0,31
prod21826,Red Wing,Paper Products,Household,Non-Consumable,1.61,13.7,11.6,1,0,21
prod21827,Sunset,Paper Products,Household,Non-Consumable,2.59,9.43,7.43,0,0,20
prod21829,Sunset,Paper Products,Household,Non-Consumable,1.59,10.2,8.19,0,0,31
prod21830,Sunset,Paper Products,Household,Non-Consumable,0.86,8.0,7.0,0,0,29
prod21832,Red Wing,Paper Products,Household,Non-Consumable,1.25,8.28,5.27,1,0,18
prod21833,Cormorant,Paper Products,Household,Non-Consumable,1.94,6.95,4.94,1,0,28
prod21834,Red Wing,Paper Products,Household,Non-Consumable,3.56,15.6,14.6,1,0,20
prod21835,Denny,Paper Products,Household,Non-Consumable,2.91,12.3,10.3,1,0,12
prod21838,Cormorant,Paper Products,Household,Non-Consumable,0.71,10.6,7.6,1,0,32
prod21839,Red Wing,Paper Products,Household,Non-Consumable,2.72,16.1,13.1,0,0,23
prod21840,Cormorant,Paper Products,Household,Non-Consumable,1.12,21.1,20.1,1,0,26
prod21841,Cormorant,Paper Products,Household,Non-Consumable,0.95,20.7,19.7,1,0,7
prod21844,Sunset,Paper Products,Household,Non-Consumable,3.15,9.38,8.38,1,0,35
prod21845,Red Wing,Paper Products,Household,Non-Consumable,2.12,15.6,14.6,1,0,2
prod21846,Red Wing,Paper Products,Household,Non-Consumable,0.64,16.4,15.3,0,0,31
prod21847,High Quality,Paper Products,Household,Non-Consumable,3.56,11.5,9.5,1,0,13
prod21854,High Quality,Paper Products,Household,Non-Consumable,2.15,7.88,4.88,1,0,4
prod21864,Denny,Paper Products,Household,Non-Consumable,3.95,8.94,6.93,1,0,17
prod21873,Denny,Paper Products,Household,Non-Consumable,2.72,18.1,17.1,0,0,19
prod21876,Cormorant,Paper Products,Household,Non-Consumable,1.83,8.73,6.72,0,0,18
prod21884,High Quality,Paper Products,Household,Non-Consumable,1.66,7.26,5.26,0,0,24
prod21891,Sunset,Paper Products,Household,Non-Consumable,1.43,10.2,7.19,0,0,5
prod21899,Cormorant,Paper Products,Household,Non-Consumable,2.45,6.11,4.11,1,0,29
prod21901,Denny,Paper Products,Household,Non-Consumable,3.45,18.6,16.6,1,0,15
prod21921,Denny,Paper Products,Household,Non-Consumable,2.89,17.2,15.2,1,0,31
prod21947,High Quality,Paper Products,Household,Non-Consumable,2.53,10.5,7.5,0,0,19
prod22580,Nationeel,Snack Foods,Snack Foods,Food,2.39,15.5,13.5,1,1,9
prod22582,Best Choice,Snack Foods,Snack Foods,Food,2.7,14.4,12.3,0,1,17
prod22583,Fast,Snack Foods,Snack Foods,Food,1.45,19.1,16.1,1,1,35
prod22584,Horatio,Snack Foods,Snack Foods,Food,2.77,18.7,16.7,0,0,23
prod22594,Fort West,Snack Foods,Snack Foods,Food,2.13,11.0,10.0,1,1,20
prod22705,Toucan,Fruit,Canned Products,Food,1.4,17.9,15.8,1,1,32
prod22706,Applause,Fruit,Canned Products,Food,2.34,19.0,17.0,0,0,20
prod22707,Swell,Fruit,Canned Products,Food,1.63,15.3,12.3,1,0,12
prod22708,Green Ribbon,Fruit,Canned Products,Food,1.31,14.0,11.0,1,1,32
prod22710,Big City,Fruit,Canned Products,Food,0.76,11.6,8.6,1,0,26
prod22712,Toucan,Fruit,Canned Products,Food,1.38,16.8,15.7,0,0,3
prod22714,Applause,Fruit,Canned Products,Food,2.8,6.96,3.96,1,1,2
prod22718,Big City,Fruit,Canned Products,Food,1.17,17.8,16.7,1,0,33
prod22725,Swell,Fruit,Canned Products,Food,2.34,8.62,7.61,0,1,3
prod22727,Green Ribbon,Fruit,Canned Products,Food,3.11,17.5,15.5,1,0,5
prod22953,Sphinx,Bread,Baked Goods,Food,1.83,16.0,14.0,1,0,5
prod22954,Colony,Bread,Baked Goods,Food,1.17,8.72,6.72,0,1,13
prod22955,Great,Bread,Baked Goods,Food,1.81,6.29,3.28,0,0,34
prod22956,Fantastic,Bread,Baked Goods,Food,3.42,6.04,4.03,1,1,27
prod22961,Modell,Bread,Baked Goods,Food,3.27,13.9,12.8,1,0,1
prod23079,Better,Canned Tuna,Canned Foods,Food,1.5,14.2,13.1,1,1,26
prod23080,Just Right,Canned Tuna,Canned Foods,Food,1.76,7.43,5.42,0,0,4
prod23081,Bravo,Canned Tuna,Canned Foods,Food,1.67,10.7,9.69,1,0,23
prod23082,Better,Canned Tuna,Canned Foods,Food,2.77,21.7,19.7,0,0,19
prod23083,Blue Label,Canned Tuna,Canned Foods,Food,1.41,9.71,7.71,1,0,31
prod23085,Blue Label,Canned Tuna,Canned Foods,Food,1.55,17.2,15.2,1,0,28
prod23088,Pleasant,Canned Tuna,Canned Foods,Food,1.37,8.91,5.9,1,0,7
prod23092,Just Right,Canned Tuna,Canned Foods,Food,1.28,9.48,8.47,0,1,16
prod23093,Pleasant,Canned Tuna,Canned Foods,Food,2.96,6.41,3.4,1,0,16
prod23099,Bravo,Canned Tuna,Canned Foods,Food,2.78,9.71,7.71,1,1,28
prod23335,Cutting Edge,Meat,Deli,Food,1.53,18.2,17.2,0,1,9
prod23336,Lake,Meat,Deli,Food,2.26,9.54,8.53,1,1,11
prod23337,Red Spade,Meat,Deli,Food,3.56,16.0,14.0,1,1,2
prod23339,Moms,Meat,Deli,Food,1.11,17.3,16.2,1,1,6
prod23340,American,Meat,Deli,Food,2.52,19.9,18.8,0,1,13
prod23341,Moms,Meat,Deli,Food,3.85,16.2,14.2,1,0,34
prod23342,Red Spade,Meat,Deli,Food,2.95,20.3,18.2,1,1,21
prod23343,Cutting Edge,Meat,Deli,Food,1.76,21.9,19.8,1,0,7
prod23346,Cutting Edge,Meat,Deli,Food,1.44,6.68,5.67,0,1,34
prod23347,Lake,Meat,Deli,Food,0.71,17.0,15.0,1,1,20
prod23353,American,Meat,Deli,Food,2.74,21.9,18.8,1,0,9
prod23357,Lake,Meat,Deli,Food,1.53,12.3,11.3,0,1,26
prod23358,Red Spade,Meat,Deli,Food,1.86,6.15,4.15,0,1,27
prod23378,American,Meat,Deli,Food,2.14,8.4,5.39,0,0,29
