promotion_id,promotion_name,media_type,cost,store_sales_in_millions,store_cost_in_millions,unit_sales_in_millions,product_id,store_id,customer_id,location_id
prom14112,Super Savers,In-Store Coupon,134.66,2.62,0.9694,2,prod22708,s40,c16480,loc40
prom14113,Double Down Sale,Street Handout,59.19,1.52,0.532,2,prod22710,s40,c2265,loc40
prom14114,Big Promo,Cash Register Handout,123.88,2.28,1.0944,3,prod22710,s40,c2377,loc40
prom14115,Weekend Markdown,Sunday Paper,133.6,4.14,1.3662,3,prod22712,s40,c293,loc40
prom14116,Bye Bye Baby,Radio,90.58,2.76,1.3248,2,prod22712,s40,c958,loc40
prom14117,Double Your Savings,Radio,94.43,5.52,2.0424,4,prod22712,s40,c2224,loc40
prom14118,Unbeatable Price Savers,"Daily Paper, Radio, TV",137.77,5.52,2.5392,4,prod22712,s40,c2233,loc40
prom14119,Unbeatable Price Savers,Bulk Mail,66.78,5.52,2.0976,4,prod22712,s40,c2267,loc40
prom14120,Weekend Markdown,"Daily Paper, Radio",69.63,4.14,1.4904,3,prod22712,s40,c4465,loc40
prom14121,Weekend Markdown,"Daily Paper, Radio",69.63,4.14,1.8216,3,prod22712,s40,c5751,loc40
prom14122,Dollar Cutters,Street Handout,131.46,4.14,2.0286,3,prod22712,s40,c22777,loc40
prom14123,Unbeatable Price Savers,Bulk Mail,66.78,5.6,1.736,2,prod22714,s40,c40,loc40
prom14124,Shelf Clearing Days,Radio,99.77,11.2,4.256,4,prod22714,s40,c915,loc40
prom14125,Two Day Sale,Radio,91.28,8.4,3.276,3,prod22714,s40,c2200,loc40
prom14126,Big Time Savings,In-Store Coupon,135.8,11.2,5.152,4,prod22714,s40,c2267,loc40
prom14127,Two Day Sale,Radio,91.28,5.6,2.408,2,prod22714,s40,c7720,loc40
prom14128,Unbeatable Price Savers,"Daily Paper, Radio, TV",137.77,2.34,0.9126,2,prod22718,s40,c308,loc40
prom14129,Big Time Savings,In-Store Coupon,135.8,3.51,1.5795,3,prod22718,s40,c320,loc40
prom14130,Weekend Markdown,"Daily Paper, Radio",69.63,2.34,0.8658,2,prod22718,s40,c2152,loc40
prom14131,Savings Galore,Street Handout,138.53,2.34,0.819,2,prod22718,s40,c2381,loc40
prom14132,Two Day Sale,Radio,91.28,11.7,5.031,5,prod22725,s40,c8138,loc40
prom14133,Double Your Savings,Radio,94.43,6.22,2.9234,2,prod22727,s40,c2240,loc40
prom14134,Savings Galore,Street Handout,138.53,12.44,5.598,4,prod22727,s40,c11695,loc40
prom14135,Weekend Markdown,"Daily Paper, Radio",69.63,9.15,3.477,5,prod22953,s40,c8135,loc40
prom14136,Savings Galore,Street Handout,138.53,5.49,2.0313,3,prod22953,s40,c16537,loc40
prom14137,Bye Bye Baby,Radio,90.58,4.68,1.9656,4,prod22954,s40,c321,loc40
prom14138,Weekend Markdown,"Daily Paper, Radio",69.63,4.68,1.9188,4,prod22954,s40,c5041,loc40
prom14139,Unbeatable Price Savers,"Daily Paper, Radio, TV",137.77,4.68,1.5444,4,prod22954,s40,c7012,loc40
prom14140,Savings Galore,Street Handout,138.53,3.51,1.2636,3,prod22954,s40,c8740,loc40
prom14141,Dollar Cutters,Street Handout,131.46,9.05,3.439,5,prod22955,s40,c925,loc40
prom14142,Unbeatable Price Savers,Bulk Mail,66.78,5.43,2.3349,3,prod22955,s40,c944,loc40
prom14143,Two Day Sale,Radio,91.28,7.24,3.4028,4,prod22955,s40,c2318,loc40
prom14144,Dimes Off,"Daily Paper, Radio",131.58,5.43,2.3892,3,prod22955,s40,c11039,loc40
prom14145,Super Savers,In-Store Coupon,134.66,6.84,3.2148,2,prod22956,s40,c947,loc40
prom14146,Price Smashers,Product Attachment,138.23,10.26,3.2832,3,prod22956,s40,c2372,loc40
prom14147,Weekend Markdown,"Daily Paper, Radio",69.63,13.68,5.1984,4,prod22956,s40,c5041,loc40
prom14148,Super Savers,In-Store Coupon,134.66,13.68,5.472,4,prod22956,s40,c5761,loc40
prom14149,Double Your Savings,Radio,94.43,6.54,2.0928,2,prod22961,s40,c2361,loc40
prom14150,Big Time Savings,In-Store Coupon,135.8,6.54,2.7468,2,prod22961,s40,c2420,loc40
prom14151,Weekend Markdown,"Daily Paper, Radio",69.63,13.08,6.1476,4,prod22961,s40,c5856,loc40
prom14152,Unbeatable Price Savers,"Daily Paper, Radio, TV",137.77,13.08,4.9704,4,prod22961,s40,c6897,loc40
prom14153,Price Smashers,Product Attachment,138.23,6.54,3.0084,2,prod22961,s40,c6926,loc40
prom14154,Double Down Sale,Street Handout,59.19,6.0,1.92,4,prod23079,s40,c44,loc40
prom14155,Bye Bye Baby,Radio,90.58,4.5,1.8,3,prod23079,s40,c2254,loc40
prom14156,Bye Bye Baby,Radio,90.58,3.52,1.4432,2,prod23080,s40,c2192,loc40
prom14157,Savings Galore,Street Handout,138.53,5.28,2.64,3,prod23080,s40,c2381,loc40
prom14158,Pick Your Savings,In-Store Coupon,83.51,7.04,2.9568,4,prod23080,s40,c15609,loc40
prom14159,Weekend Markdown,"Daily Paper, Radio",69.63,3.34,1.1022,2,prod23081,s40,c284,loc40
prom14160,Dollar Cutters,Street Handout,131.46,6.68,3.2732,4,prod23081,s40,c2163,loc40
prom14161,Pick Your Savings,In-Store Coupon,83.51,6.68,2.4716,4,prod23081,s40,c11044,loc40
prom14162,Sales Galore,"Daily Paper, Radio, TV",145.41,11.08,3.5456,4,prod23082,s40,c5079,loc40
prom14163,Unbeatable Price Savers,Bulk Mail,66.78,4.23,1.7343,3,prod23083,s40,c41,loc40
prom14164,Bye Bye Baby,Radio,90.58,5.64,2.3124,4,prod23083,s40,c2192,loc40
prom14165,Price Smashers,Product Attachment,138.23,4.23,1.4805,3,prod23083,s40,c11074,loc40
prom14166,Weekend Markdown,"Daily Paper, Radio",69.63,4.11,1.233,3,prod23088,s40,c901,loc40
prom14167,Pick Your Savings,In-Store Coupon,83.51,4.11,2.0139,3,prod23088,s40,c910,loc40
prom14168,Unbeatable Price Savers,Bulk Mail,66.78,2.74,1.1508,2,prod23088,s40,c2173,loc40
prom14169,Price Slashers,Radio,76.98,4.11,1.233,3,prod23088,s40,c2305,loc40
prom14170,Unbeatable Price Savers,Bulk Mail,66.78,4.11,1.5207,3,prod23088,s40,c2322,loc40
prom14171,Unbeatable Price Savers,Bulk Mail,66.78,4.11,1.8495,3,prod23088,s40,c2475,loc40
prom14172,Price Slashers,"Sunday Paper, Radio, TV",100.44,4.11,1.644,3,prod23088,s40,c8165,loc40
prom14173,Dimes Off,"Daily Paper, Radio",131.58,4.11,1.7673,3,prod23088,s40,c8716,loc40
prom14174,Weekend Markdown,"Daily Paper, Radio",69.63,4.11,1.4385,3,prod23088,s40,c13773,loc40
prom14175,Weekend Markdown,"Daily Paper, Radio",69.63,3.84,1.3056,3,prod23092,s40,c2182,loc40
prom14176,Weekend Markdown,"Daily Paper, Radio",69.63,11.84,4.3808,4,prod23093,s40,c2246,loc40
prom14177,Super Savers,In-Store Coupon,134.66,11.84,3.6704,4,prod23093,s40,c2260,loc40
prom14178,Unbeatable Price Savers,Bulk Mail,66.78,11.84,4.8544,4,prod23093,s40,c2315,loc40
prom14179,Weekend Markdown,"Daily Paper, Radio",69.63,8.88,3.2856,3,prod23093,s40,c2357,loc40
prom14180,Weekend Markdown,"Daily Paper, Radio",69.63,11.84,5.8016,4,prod23093,s40,c5790,loc40
prom14181,Savings Galore,Street Handout,138.53,8.88,3.0192,3,prod23093,s40,c12458,loc40
prom14182,Dimes Off,"Daily Paper, Radio",131.58,8.34,3.8364,3,prod23099,s40,c5838,loc40
prom14183,Unbeatable Price Savers,"Daily Paper, Radio, TV",137.77,8.34,3.8364,3,prod23099,s40,c12486,loc40
prom14184,Savings Galore,Street Handout,138.53,4.59,1.7442,3,prod23335,s40,c281,loc40
prom14185,Weekend Markdown,"Daily Paper, Radio",69.63,4.59,1.377,3,prod23335,s40,c2419,loc40
prom14186,Sales Galore,"Daily Paper, Radio, TV",145.41,6.12,2.142,4,prod23335,s40,c8717,loc40
prom14187,Pick Your Savings,In-Store Coupon,83.51,4.59,1.4229,3,prod23335,s40,c9238,loc40
prom14188,Weekend Markdown,"Daily Paper, Radio",69.63,9.04,2.8928,4,prod23336,s40,c2377,loc40
prom14189,Double Down Sale,Street Handout,59.19,6.78,2.712,3,prod23336,s40,c2378,loc40
prom14190,Best Savings,Street Handout,114.01,9.04,4.4296,4,prod23336,s40,c2401,loc40
prom14191,Dimes Off,"Daily Paper, Radio",131.58,6.78,3.1866,3,prod23336,s40,c4509,loc40
prom14192,Pick Your Savings,In-Store Coupon,83.51,7.12,3.204,2,prod23337,s40,c2273,loc40
prom14193,Big Promo,Cash Register Handout,123.88,3.33,1.4985,3,prod23339,s40,c2377,loc40
prom14194,Dollar Cutters,"Daily Paper, Radio, TV",144.18,3.33,1.1655,3,prod23339,s40,c4444,loc40
prom14195,Big Time Savings,In-Store Coupon,135.8,3.33,1.2321,3,prod23339,s40,c8725,loc40
prom14196,Weekend Markdown,"Daily Paper, Radio",69.63,7.56,3.6288,3,prod23340,s40,c2258,loc40
prom14197,Big Time Savings,In-Store Coupon,135.8,10.08,4.3344,4,prod23340,s40,c2292,loc40
prom14198,Dollar Cutters,"Daily Paper, Radio, TV",144.18,7.56,3.4776,3,prod23340,s40,c13778,loc40
prom14199,Weekend Markdown,"Daily Paper, Radio",69.63,11.55,5.4285,3,prod23341,s40,c300,loc40
prom14200,Two Day Sale,Radio,91.28,11.55,4.5045,3,prod23341,s40,c2317,loc40
prom14201,Savings Galore,Street Handout,138.53,11.55,4.389,3,prod23341,s40,c2443,loc40
prom14202,Dollar Cutters,"Daily Paper, Radio, TV",144.18,15.4,6.006,4,prod23341,s40,c5839,loc40
prom14203,Sales Galore,Bulk Mail,142.45,11.55,4.5045,3,prod23341,s40,c18329,loc40
prom14204,Pick Your Savings,In-Store Coupon,83.51,11.8,4.72,4,prod23342,s40,c2369,loc40
prom14205,Savings Galore,Street Handout,138.53,8.85,4.248,3,prod23342,s40,c4499,loc40
prom14206,Double Your Savings,Radio,94.43,8.85,2.832,3,prod23342,s40,c8135,loc40
prom14207,Big Time Savings,In-Store Coupon,135.8,8.85,2.832,3,prod23342,s40,c12902,loc40
prom14208,Two Day Sale,Radio,91.28,8.85,2.7435,3,prod23342,s40,c14868,loc40
prom14209,Big Promo,Cash Register Handout,123.88,3.52,1.3024,2,prod23343,s40,c673,loc40
prom14210,Dollar Cutters,"Daily Paper, Radio, TV",144.18,3.52,1.5136,2,prod23343,s40,c913,loc40
prom14211,Big Promo,Cash Register Handout,123.88,5.28,2.2704,3,prod23343,s40,c943,loc40
prom14212,Two Day Sale,Radio,91.28,7.2,2.952,5,prod23346,s40,c2212,loc40
prom14213,Best Savings,Street Handout,114.01,5.76,2.304,4,prod23346,s40,c2213,loc40
prom14214,Weekend Markdown,"Daily Paper, Radio",69.63,4.32,1.728,3,prod23346,s40,c5790,loc40
prom14215,Price Slashers,"Sunday Paper, Radio, TV",100.44,1.42,0.6674,2,prod23347,s40,c2247,loc40
prom14216,Big Promo,Cash Register Handout,123.88,2.84,1.2496,4,prod23347,s40,c2408,loc40
prom14217,Unbeatable Price Savers,Bulk Mail,66.78,8.22,2.877,3,prod23353,s40,c2430,loc40
prom14218,Weekend Markdown,"Daily Paper, Radio",69.63,5.48,1.6988,2,prod23353,s40,c5751,loc40
prom14219,Pick Your Savings,In-Store Coupon,83.51,5.48,1.644,2,prod23353,s40,c13744,loc40
prom14220,Dollar Cutters,Street Handout,131.46,8.22,3.288,3,prod23353,s40,c22777,loc40
prom14221,Best Savings,Street Handout,114.01,3.06,0.9486,2,prod23357,s40,c43,loc40
prom14222,Double Down Sale,Street Handout,59.19,4.59,1.8819,3,prod23357,s40,c56,loc40
prom14223,Weekend Markdown,"Daily Paper, Radio",69.63,4.59,1.4229,3,prod23357,s40,c306,loc40
prom14224,Super Savers,In-Store Coupon,134.66,3.06,1.0404,2,prod23357,s40,c5792,loc40
prom14225,Unbeatable Price Savers,Bulk Mail,66.78,3.06,1.1628,2,prod23357,s40,c18329,loc40
prom14226,Pick Your Savings,In-Store Coupon,83.51,7.44,3.1992,4,prod23358,s40,c2226,loc40
prom14227,Sales Galore,Bulk Mail,142.45,5.58,2.6784,3,prod23358,s40,c2318,loc40
prom14228,Price Slashers,"Sunday Paper, Radio, TV",100.44,7.44,3.4968,4,prod23358,s40,c2457,loc40
prom14229,Sales Galore,"Daily Paper, Radio, TV",145.41,7.44,3.348,4,prod23358,s40,c5812,loc40
prom14230,Price Slashers,Radio,76.98,6.42,3.0816,3,prod23378,s40,c48,loc40
prom14231,Price Slashers,Radio,76.98,4.28,1.6692,2,prod23378,s40,c2449,loc40
prom14232,Shelf Clearing Days,Radio,99.77,6.42,2.0544,3,prod23378,s40,c8158,loc40
prom14233,Price Slashers,Radio,76.98,5.96,1.9072,4,prod23396,s40,c329,loc40
prom14234,Bye Bye Baby,Radio,90.58,5.78,2.4276,2,prod23742,s40,c312,loc40
prom14235,Dollar Cutters,"Daily Paper, Radio, TV",144.18,8.67,2.8611,3,prod23742,s40,c2233,loc40
prom14236,Two Day Sale,Radio,91.28,5.78,2.601,2,prod23742,s40,c2330,loc40
prom14237,Unbeatable Price Savers,Bulk Mail,66.78,5.78,2.7166,2,prod23742,s40,c2472,loc40
prom14238,Savings Galore,Street Handout,138.53,8.67,3.1212,3,prod23742,s40,c4470,loc40
prom14239,Big Promo,Cash Register Handout,123.88,5.78,2.6588,2,prod23742,s40,c9841,loc40
prom14240,Sales Galore,"Daily Paper, Radio, TV",145.41,6.39,2.4282,3,prod23743,s40,c2246,loc40
prom14241,Unbeatable Price Savers,Bulk Mail,66.78,6.39,2.6199,3,prod23743,s40,c2308,loc40
prom14242,Shelf Clearing Days,Radio,99.77,14.96,7.48,4,prod23744,s40,c925,loc40
prom14243,Bye Bye Baby,Radio,90.58,14.96,6.8816,4,prod23744,s40,c5864,loc40
prom14244,Super Duper Savers,"Sunday Paper, Radio",80.0,11.22,4.1514,3,prod23744,s40,c14309,loc40
prom14245,Unbeatable Price Savers,"Daily Paper, Radio, TV",137.77,11.22,4.1514,3,prod23744,s40,c20701,loc40
prom14246,Sales Galore,Bulk Mail,142.45,3.96,1.2276,3,prod23746,s40,c959,loc40
prom14247,Sales Galore,"Daily Paper, Radio, TV",145.41,3.96,1.4652,3,prod23746,s40,c2256,loc40
prom14248,Weekend Markdown,"Daily Paper, Radio",69.63,3.96,1.6236,3,prod23746,s40,c2437,loc40
prom14249,Weekend Markdown,"Daily Paper, Radio",69.63,3.96,1.4652,3,prod23746,s40,c23982,loc40
prom14250,Weekend Markdown,Sunday Paper,133.6,7.05,2.3265,3,prod23747,s40,c665,loc40
prom14251,Weekend Markdown,"Daily Paper, Radio",69.63,7.05,2.6085,3,prod23747,s40,c2158,loc40
prom14252,Bye Bye Baby,Radio,90.58,3.75,1.35,5,prod23748,s40,c8736,loc40
prom14253,Two Day Sale,Radio,91.28,5.24,1.8864,4,prod23751,s40,c54,loc40
prom14254,Unbeatable Price Savers,"Daily Paper, Radio, TV",137.77,3.93,1.6899,3,prod23751,s40,c2256,loc40
prom14255,Weekend Markdown,"Daily Paper, Radio",69.63,3.93,1.4148,3,prod23751,s40,c2283,loc40
prom14256,Two Day Sale,Radio,91.28,3.93,1.9257,3,prod23751,s40,c2317,loc40
prom14257,Big Promo,Cash Register Handout,123.88,2.62,0.9432,2,prod23751,s40,c2408,loc40
prom14258,Weekend Markdown,"Daily Paper, Radio",69.63,2.62,0.8646,2,prod23751,s40,c5865,loc40
prom14259,Unbeatable Price Savers,Bulk Mail,66.78,11.22,5.3856,3,prod23752,s40,c2192,loc40
prom14260,Unbeatable Price Savers,"Daily Paper, Radio, TV",137.77,7.48,3.0668,2,prod23752,s40,c5839,loc40
prom14261,Dollar Cutters,"Daily Paper, Radio, TV",144.18,11.22,4.9368,3,prod23752,s40,c11730,loc40
prom14262,Two Day Sale,Radio,91.28,2.79,0.8649,3,prod23753,s40,c293,loc40
prom14263,Super Savers,In-Store Coupon,134.66,1.86,0.8928,2,prod23753,s40,c23973,loc40
prom14264,Weekend Markdown,"Daily Paper, Radio",69.63,5.13,1.9494,3,prod23755,s40,c675,loc40
prom14265,Unbeatable Price Savers,"Daily Paper, Radio, TV",137.77,6.84,3.078,4,prod23755,s40,c918,loc40
prom14266,Weekend Markdown,"Daily Paper, Radio",69.63,3.42,1.6758,2,prod23755,s40,c2158,loc40
prom14267,Two Day Sale,Radio,91.28,6.84,3.3516,4,prod23755,s40,c5756,loc40
prom14268,Weekend Markdown,"Daily Paper, Radio",69.63,8.91,3.1185,3,prod23758,s40,c901,loc40
prom14269,Weekend Markdown,Sunday Paper,133.6,8.91,2.9403,3,prod23758,s40,c920,loc40
prom14270,Unbeatable Price Savers,"Daily Paper, Radio, TV",137.77,3.51,1.2285,3,prod23759,s40,c4509,loc40
prom14271,Bye Bye Baby,Radio,90.58,4.95,2.277,3,prod23766,s40,c5775,loc40
prom14272,Unbeatable Price Savers,Bulk Mail,66.78,3.3,1.419,2,prod23766,s40,c14286,loc40
prom14273,Weekend Markdown,Sunday Paper,133.6,6.78,2.9832,3,prod23769,s40,c2324,loc40
prom14274,Weekend Markdown,"Daily Paper, Radio",69.63,9.04,3.8872,4,prod23769,s40,c5079,loc40
prom14275,Weekend Markdown,"Daily Paper, Radio",69.63,5.68,1.7608,4,prod23776,s40,c940,loc40
prom14276,Best Savings,Street Handout,114.01,11.52,3.6864,3,prod23781,s40,c313,loc40
prom14277,Unbeatable Price Savers,Bulk Mail,66.78,7.68,3.456,2,prod23781,s40,c2494,loc40
prom14278,Big Promo,Cash Register Handout,123.88,15.36,7.0656,4,prod23781,s40,c9248,loc40
prom14279,Price Smashers,Product Attachment,138.23,10.89,4.4649,3,prod23791,s40,c49,loc40
prom14280,Pick Your Savings,In-Store Coupon,83.51,14.52,5.082,4,prod23791,s40,c938,loc40
prom14281,Sales Galore,Bulk Mail,142.45,14.52,5.082,4,prod23791,s40,c939,loc40
prom14282,Sales Galore,"Daily Paper, Radio, TV",145.41,14.52,4.9368,4,prod23791,s40,c6993,loc40
prom14283,Big Promo,Cash Register Handout,123.88,3.9,1.248,3,prod23792,s40,c282,loc40
prom14284,Two Day Sale,Radio,91.28,5.2,1.716,4,prod23792,s40,c2235,loc40
prom14285,Unbeatable Price Savers,Bulk Mail,66.78,5.2,1.976,4,prod23792,s40,c11635,loc40
prom14286,Bye Bye Baby,Radio,90.58,6.57,2.3652,3,prod23796,s40,c2200,loc40
prom14287,Dimes Off,"Daily Paper, Radio",131.58,6.57,3.0879,3,prod23796,s40,c2210,loc40
prom14288,Unbeatable Price Savers,"Daily Paper, Radio, TV",137.77,8.76,2.8032,4,prod23796,s40,c2383,loc40
prom14289,Dollar Cutters,"Daily Paper, Radio, TV",144.18,6.57,2.1024,3,prod23796,s40,c4444,loc40
prom14290,Super Savers,In-Store Coupon,134.66,6.57,2.3652,3,prod23798,s40,c318,loc40
prom14291,Weekend Markdown,Sunday Paper,133.6,4.38,1.5768,2,prod23798,s40,c6964,loc40
prom14292,Two Day Sale,Radio,91.28,6.57,3.2193,3,prod23798,s40,c6993,loc40
prom14293,Double Your Savings,Radio,94.43,6.57,2.8251,3,prod23798,s40,c16525,loc40
prom14294,Dollar Cutters,Street Handout,131.46,5.32,1.7556,4,prod23804,s40,c42,loc40
prom14295,Sales Galore,Bulk Mail,142.45,3.99,1.8354,3,prod23804,s40,c2261,loc40
prom14296,Big Time Savings,In-Store Coupon,135.8,3.99,1.7157,3,prod23804,s40,c2337,loc40
prom14297,Unbeatable Price Savers,Bulk Mail,66.78,3.99,1.7955,3,prod23804,s40,c2475,loc40
prom14298,Best Savings,Street Handout,114.01,2.66,0.8512,2,prod23804,s40,c5773,loc40
prom14299,Dollar Cutters,"Daily Paper, Radio, TV",144.18,5.32,2.66,4,prod23804,s40,c5778,loc40
prom14300,Two Day Sale,Radio,91.28,3.99,1.9551,3,prod23804,s40,c9203,loc40
prom14301,Sales Galore,Bulk Mail,142.45,3.99,1.197,3,prod23804,s40,c13806,loc40
prom14302,Two Day Sale,Radio,91.28,5.37,2.4702,3,prod23805,s40,c920,loc40
prom14303,Double Down Sale,Street Handout,59.19,5.37,2.3628,3,prod23805,s40,c922,loc40
prom14304,Big Time Savings,In-Store Coupon,135.8,5.37,1.7184,3,prod23805,s40,c2201,loc40
prom14305,Weekend Markdown,"Daily Paper, Radio",69.63,7.16,2.7924,4,prod23805,s40,c2412,loc40
prom14306,Unbeatable Price Savers,Bulk Mail,66.78,8.04,3.6984,3,prod23821,s40,c2379,loc40
prom14307,Savings Galore,Street Handout,138.53,8.04,2.4924,3,prod23821,s40,c2438,loc40
prom14308,Super Duper Savers,"Sunday Paper, Radio",80.0,10.72,4.6096,4,prod23821,s40,c5888,loc40
prom14309,Two Day Sale,Radio,91.28,8.04,3.5376,3,prod23821,s40,c11775,loc40
prom14310,Two Day Sale,Radio,91.28,7.68,3.7632,2,prod23833,s40,c293,loc40
prom14311,Dollar Cutters,"Daily Paper, Radio, TV",144.18,15.36,4.9152,4,prod23833,s40,c2233,loc40
prom14312,Double Your Savings,Radio,94.43,15.36,5.8368,4,prod23833,s40,c8149,loc40
prom14313,Dimes Off,"Daily Paper, Radio",131.58,5.6,2.016,2,prod23883,s40,c2270,loc40
prom14314,Two Day Sale,Radio,91.28,14.0,5.88,5,prod23883,s40,c2436,loc40
prom14315,Big Time Savings,In-Store Coupon,135.8,8.4,3.276,3,prod23883,s40,c5849,loc40
prom14316,Price Slashers,"Sunday Paper, Radio, TV",100.44,8.4,2.94,3,prod23883,s40,c5850,loc40
prom14317,Weekend Markdown,"Daily Paper, Radio",69.63,9.52,3.9032,4,prod24373,s40,c284,loc40
prom14318,Best Savings,Street Handout,114.01,9.52,3.0464,4,prod24373,s40,c2213,loc40
prom14319,Unbeatable Price Savers,Bulk Mail,66.78,9.52,3.4272,4,prod24373,s40,c2438,loc40
prom14320,Two Day Sale,Radio,91.28,7.14,3.57,3,prod24373,s40,c13447,loc40
prom14321,Double Your Savings,Radio,94.43,7.86,3.0654,3,prod24374,s40,c2200,loc40
prom14322,Two Day Sale,Radio,91.28,10.48,4.8208,4,prod24374,s40,c4447,loc40
prom14323,Big Time Savings,In-Store Coupon,135.8,13.1,4.585,5,prod24374,s40,c7746,loc40
prom14324,Super Duper Savers,"Sunday Paper, Radio",80.0,7.86,2.6724,3,prod24374,s40,c9192,loc40
prom14325,Pick Your Savings,In-Store Coupon,83.51,10.48,4.2968,4,prod24374,s40,c9238,loc40
prom14326,Dimes Off,"Daily Paper, Radio",131.58,7.41,2.964,3,prod24376,s40,c2224,loc40
prom14327,Two Day Sale,Radio,91.28,7.41,2.8899,3,prod24376,s40,c11775,loc40
prom14328,Big Time Savings,In-Store Coupon,135.8,1.64,0.5084,2,prod24377,s40,c2201,loc40
prom14329,Weekend Markdown,"Daily Paper, Radio",69.63,2.46,1.1316,3,prod24377,s40,c2480,loc40
prom14330,Weekend Markdown,"Daily Paper, Radio",69.63,4.56,2.0064,2,prod24378,s40,c2344,loc40
prom14331,Price Slashers,"Sunday Paper, Radio, TV",100.44,6.84,2.4624,3,prod24378,s40,c2483,loc40
prom14332,Weekend Markdown,"Daily Paper, Radio",69.63,4.56,1.8696,2,prod24378,s40,c4465,loc40
prom14333,Best Savings,Street Handout,114.01,3.04,1.0032,2,prod24380,s40,c42,loc40
prom14334,Savings Galore,Street Handout,138.53,6.08,2.6752,4,prod24380,s40,c2305,loc40
prom14335,Unbeatable Price Savers,Bulk Mail,66.78,5.16,2.2188,3,prod24383,s40,c2308,loc40
prom14336,Unbeatable Price Savers,Bulk Mail,66.78,3.44,1.6168,2,prod24383,s40,c4452,loc40
prom14337,Dollar Cutters,"Daily Paper, Radio, TV",144.18,3.44,1.1352,2,prod24383,s40,c5790,loc40
prom14338,Sales Galore,"Daily Paper, Radio, TV",145.41,6.48,2.5272,2,prod24385,s40,c9224,loc40
prom14339,Shelf Clearing Days,Radio,99.77,3.66,1.3908,2,prod24397,s40,c290,loc40
prom14340,Dimes Off,"Daily Paper, Radio",131.58,7.32,3.294,4,prod24397,s40,c4470,loc40
prom14341,Shelf Clearing Days,Radio,99.77,5.49,1.7019,3,prod24397,s40,c13447,loc40
prom14342,Dimes Off,"Daily Paper, Radio",131.58,7.32,3.3672,4,prod24397,s40,c24468,loc40
prom14343,Unbeatable Price Savers,"Daily Paper, Radio, TV",137.77,5.61,1.7391,3,prod24610,s40,c2228,loc40
prom14344,Dollar Cutters,Street Handout,131.46,3.74,1.122,2,prod24610,s40,c2428,loc40
prom14345,Bye Bye Baby,Radio,90.58,5.61,2.6928,3,prod24610,s40,c5753,loc40
prom14346,Two Day Sale,Radio,91.28,7.48,3.2912,4,prod24610,s40,c5837,loc40
prom14347,Double Down Sale,Street Handout,59.19,7.48,3.2164,4,prod24610,s40,c16471,loc40
prom14348,Bye Bye Baby,Radio,90.58,4.8,2.352,4,prod24612,s40,c2138,loc40
prom14349,Super Duper Savers,"Sunday Paper, Radio",80.0,4.8,1.536,4,prod24612,s40,c14309,loc40
prom14350,Price Slashers,Radio,76.98,3.6,1.368,2,prod24615,s40,c281,loc40
prom14351,Price Slashers,Radio,76.98,5.4,2.376,3,prod24615,s40,c296,loc40
prom14352,Two Day Sale,Radio,91.28,5.4,2.16,3,prod24615,s40,c2201,loc40
prom14353,Weekend Markdown,"Daily Paper, Radio",69.63,3.6,1.656,2,prod24615,s40,c2424,loc40
prom14354,Sales Galore,Bulk Mail,142.45,5.4,2.16,3,prod24615,s40,c6910,loc40
prom14355,Sales Galore,"Daily Paper, Radio, TV",145.41,3.6,1.26,2,prod24615,s40,c17976,loc40
prom14356,Bye Bye Baby,Radio,90.58,3.16,1.422,4,prod24616,s40,c933,loc40
prom14357,Weekend Markdown,"Daily Paper, Radio",69.63,3.16,1.0744,4,prod24616,s40,c2303,loc40
prom14358,Sales Galore,"Daily Paper, Radio, TV",145.41,8.04,3.9396,3,prod24619,s40,c2372,loc40
prom14359,Two Day Sale,Radio,91.28,8.04,4.02,3,prod24619,s40,c4447,loc40
prom14360,Sales Galore,"Daily Paper, Radio, TV",145.41,8.04,2.814,3,prod24619,s40,c9192,loc40
prom14361,Price Smashers,Product Attachment,138.23,6.69,2.0739,3,prod24716,s40,c4447,loc40
prom14362,Savings Galore,Street Handout,138.53,6.69,2.2077,3,prod24716,s40,c4499,loc40
prom14363,Unbeatable Price Savers,"Daily Paper, Radio, TV",137.77,4.46,1.4718,2,prod24716,s40,c4509,loc40
prom14364,Super Duper Savers,"Sunday Paper, Radio",80.0,8.92,4.014,4,prod24716,s40,c5837,loc40
prom14365,Two Day Sale,Radio,91.28,6.69,3.2112,3,prod24716,s40,c8712,loc40
prom14366,Big Time Savings,In-Store Coupon,135.8,8.44,3.0384,4,prod24717,s40,c8725,loc40
prom14367,Shelf Clearing Days,Radio,99.77,2.37,1.0902,3,prod24719,s40,c13438,loc40
prom14368,Savings Galore,Street Handout,138.53,3.16,1.0744,4,prod24719,s40,c18794,loc40
prom14369,Price Smashers,Product Attachment,138.23,5.07,1.8759,3,prod24720,s40,c6926,loc40
prom14370,Unbeatable Price Savers,"Daily Paper, Radio, TV",137.77,15.4,6.16,4,prod24725,s40,c2194,loc40
prom14371,Dimes Off,"Daily Paper, Radio",131.58,11.55,5.775,3,prod24725,s40,c2281,loc40
prom14372,Double Down Sale,Street Handout,59.19,11.55,3.5805,3,prod24725,s40,c10374,loc40
prom14373,Pick Your Savings,In-Store Coupon,83.51,7.53,3.765,3,prod24849,s40,c325,loc40
