,marital_status,gender,total_children,education,member_card,occupation,houseowner,avg_cars_at_home_approx,avg_yearly_income,num_children_at_home,store_city,store_state,media_type,cost,promotion_name,store_sales_in_millions
21394,1,0,1.0,4,1,4,0,3.0,130000,0.0,2,2,1,129.5,38,5.64
21395,1,1,4.0,2,1,2,0,2.0,30000,0.0,2,2,9,106.1,36,3.5
21396,1,0,4.0,4,1,4,1,1.0,130000,0.0,2,2,7,140.9,14,6.99
21397,1,1,0.0,0,0,2,0,1.0,10000,0.0,2,2,5,109.21,36,3.0
21398,1,1,0.0,0,0,2,0,1.0,10000,0.0,2,2,9,51.27,48,4.77
21399,1,1,3.0,3,1,4,0,3.0,70000,0.0,2,2,12,51.47,7,7.65
21400,0,1,2.0,0,1,3,1,3.0,110000,0.0,2,2,0,84.97,21,6.38
21401,0,1,2.0,0,1,3,1,3.0,110000,0.0,2,2,1,145.52,24,6.99
21402,0,1,2.0,0,1,3,1,3.0,110000,0.0,2,2,11,86.21,27,7.96
21403,0,1,1.0,0,0,2,1,1.0,10000,0.0,2,2,4,58.27,25,8.16
21404,1,0,1.0,0,0,1,0,2.0,10000,0.0,2,2,1,129.5,38,5.2
21405,1,1,5.0,3,1,3,0,1.0,50000,0.0,2,2,4,68.15,18,8.22
21406,1,1,5.0,3,1,3,0,1.0,50000,0.0,2,2,11,86.21,27,5.24
21407,0,0,1.0,2,2,0,1,2.0,30000,1.0,2,2,4,68.15,18,9.96
21408,0,1,0.0,0,0,2,1,2.0,10000,0.0,2,2,12,66.18,9,7.36
21409,0,0,2.0,2,1,4,1,1.0,30000,1.0,2,2,4,68.15,18,4.8
21410,0,0,3.0,3,3,3,1,3.0,50000,3.0,2,2,11,82.61,20,5.61
21411,0,0,3.0,3,3,3,1,3.0,50000,3.0,2,2,11,82.61,20,2.6
21412,1,0,3.0,1,1,2,0,2.0,30000,0.0,2,2,4,68.15,18,4.68
21413,1,0,3.0,1,1,2,0,2.0,30000,0.0,2,2,10,115.05,25,5.19
21414,1,0,3.0,1,1,2,0,2.0,30000,0.0,2,2,1,129.5,38,13.28
21415,1,0,3.0,1,1,2,0,2.0,30000,0.0,2,2,7,140.9,14,7.52
21416,1,1,4.0,0,0,1,0,1.0,10000,0.0,2,2,11,82.61,20,8.84
21417,1,1,5.0,1,1,3,1,4.0,130000,0.0,2,2,9,106.1,36,7.96
21418,0,1,3.0,1,3,2,1,2.0,30000,3.0,2,2,1,129.5,38,7.44
21419,1,1,0.0,0,1,2,0,0.0,10000,0.0,2,2,2,62.71,31,3.68
21420,1,1,0.0,0,1,2,0,0.0,10000,0.0,2,2,1,129.5,38,10.6
21421,1,1,0.0,0,1,2,0,0.0,10000,0.0,2,2,1,129.5,38,11.28
21422,1,1,2.0,1,0,2,1,2.0,50000,0.0,2,2,1,129.5,38,2.28
21423,1,1,2.0,1,0,2,1,2.0,50000,0.0,2,2,7,105.74,15,5.25
21424,1,1,2.0,1,0,2,1,2.0,50000,0.0,2,2,2,62.71,31,15.92
21425,1,1,4.0,3,1,4,1,4.0,50000,0.0,2,2,3,64.84,33,7.12
21426,1,1,4.0,3,1,4,1,4.0,50000,0.0,2,2,1,145.52,24,12.76
21427,1,1,5.0,1,1,2,0,3.0,30000,0.0,2,2,1,129.5,38,5.52
21428,1,0,1.0,3,1,4,1,3.0,90000,0.0,2,2,3,109.14,40,1.89
21429,0,0,4.0,1,3,2,1,4.0,30000,4.0,2,2,3,109.14,40,5.19
21430,0,0,4.0,4,2,4,1,4.0,70000,4.0,2,2,0,84.97,21,3.46
21431,0,0,4.0,4,2,4,1,4.0,70000,4.0,2,2,9,118.25,41,8.07
21432,1,0,2.0,1,2,1,0,3.0,30000,0.0,2,2,3,109.14,40,8.91
21433,0,0,0.0,0,0,1,1,0.0,10000,0.0,2,2,7,140.9,14,7.12
21434,0,0,0.0,0,0,1,1,0.0,10000,0.0,2,2,7,140.9,14,2.44
21435,0,0,0.0,0,0,1,1,0.0,10000,0.0,2,2,1,145.52,24,11.28
21436,1,1,3.0,1,1,2,1,1.0,30000,0.0,2,2,0,84.97,21,9.63
21437,1,1,3.0,1,1,2,0,4.0,30000,0.0,2,2,9,118.25,41,10.2
21438,0,0,5.0,3,2,4,1,3.0,50000,5.0,6,0,11,53.23,47,6.62
21439,0,0,5.0,3,2,4,1,3.0,50000,5.0,6,0,10,78.45,45,1.59
21440,1,0,3.0,3,3,4,0,4.0,30000,0.0,6,0,4,120.67,4,3.74
21441,1,0,2.0,1,1,3,1,2.0,70000,0.0,6,0,5,95.25,48,1.84
21442,0,1,5.0,0,0,1,1,0.0,10000,1.0,6,0,7,133.99,24,3.68
21443,1,1,1.0,0,0,2,0,2.0,10000,0.0,6,0,12,145.24,28,1.78
21444,1,0,1.0,4,1,4,1,2.0,110000,0.0,6,0,6,101.75,37,2.86
21445,1,1,4.0,3,3,3,1,2.0,50000,0.0,6,0,11,124.56,39,1.71
21446,1,1,1.0,1,1,1,1,3.0,30000,0.0,6,0,5,95.25,48,3.1
21447,0,1,2.0,1,1,3,1,2.0,110000,1.0,6,0,1,121.95,35,1.99
21448,1,0,1.0,1,1,1,0,1.0,30000,0.0,6,0,10,105.26,35,6.42
21449,1,0,1.0,1,1,1,0,1.0,30000,0.0,6,0,10,105.26,35,3.76
21450,0,1,2.0,1,1,1,0,4.0,30000,1.0,6,0,0,76.05,35,3.74
21451,0,1,1.0,0,2,2,1,0.0,10000,1.0,6,0,9,69.42,24,5.94
21452,0,1,5.0,0,0,1,0,1.0,10000,5.0,6,0,3,128.67,29,11.94
21453,1,1,1.0,2,1,3,1,2.0,110000,0.0,6,0,7,133.99,24,1.26
21454,0,0,1.0,0,0,2,1,1.0,10000,1.0,6,0,5,95.25,48,7.48
21455,0,1,4.0,2,3,1,0,2.0,30000,3.0,6,0,11,124.56,39,5.94
21456,0,1,2.0,1,3,2,1,1.0,30000,2.0,6,0,3,115.85,19,0.75
21457,0,1,1.0,1,1,1,1,3.0,30000,0.0,6,0,11,67.51,47,3.1
21458,0,1,5.0,2,3,1,1,2.0,30000,4.0,5,1,3,126.62,0,5.04
21459,1,0,1.0,0,0,1,0,1.0,10000,0.0,5,1,11,54.11,27,2.19
21460,1,0,4.0,0,2,4,1,4.0,90000,0.0,5,1,3,126.62,0,6.72
21461,0,1,0.0,3,2,3,1,4.0,50000,0.0,5,1,3,59.86,6,2.84
21462,0,1,0.0,3,2,3,1,4.0,50000,0.0,5,1,7,50.79,11,5.91
21463,1,0,4.0,0,0,1,0,1.0,10000,0.0,5,1,3,126.62,0,2.92
21464,0,0,1.0,3,1,4,0,1.0,50000,1.0,5,1,11,54.11,27,6.72
21465,0,0,1.0,3,1,4,0,1.0,50000,1.0,5,1,10,123.61,6,1.98
21466,1,0,5.0,3,0,3,1,1.0,70000,0.0,5,1,3,126.62,0,5.91
21467,0,1,4.0,2,1,4,1,3.0,30000,2.0,5,1,3,59.86,6,8.64
21468,1,1,2.0,2,1,3,0,3.0,30000,0.0,5,1,10,80.29,26,4.26
21469,1,0,0.0,3,1,3,0,2.0,50000,0.0,5,1,10,80.29,26,5.6
21470,1,1,1.0,0,1,1,0,4.0,30000,0.0,5,1,10,80.29,26,2.96
21471,0,1,2.0,1,0,2,0,3.0,30000,1.0,5,1,2,66.27,16,3.36
21472,0,1,2.0,1,0,2,0,3.0,30000,1.0,5,1,3,126.62,0,4.32
21473,1,1,3.0,1,1,2,1,2.0,30000,0.0,5,1,10,80.29,26,4.2
21474,1,0,1.0,1,1,1,0,2.0,30000,0.0,5,1,4,55.59,6,2.8
21475,0,1,3.0,1,3,3,1,3.0,130000,3.0,5,1,3,126.62,0,6.96
21476,1,1,0.0,3,1,3,0,2.0,70000,0.0,5,1,3,59.86,6,9.28
21477,0,0,0.0,0,2,4,0,2.0,110000,0.0,5,1,4,131.75,22,3.94
21478,0,1,1.0,0,0,2,0,1.0,10000,1.0,5,1,3,59.86,6,2.97
21479,0,0,2.0,3,1,3,0,1.0,50000,2.0,5,1,7,50.79,11,2.2
21480,0,0,2.0,3,1,3,0,1.0,50000,2.0,5,1,3,59.86,6,7.88
21481,1,0,3.0,0,0,2,1,0.0,10000,0.0,5,1,3,59.86,6,3.36
21482,1,0,4.0,0,0,1,0,1.0,10000,0.0,5,1,6,82.62,0,7.95
21483,0,1,3.0,1,1,1,1,3.0,30000,1.0,5,1,4,55.59,6,4.64
21484,0,0,1.0,1,1,3,0,4.0,70000,0.0,5,1,11,54.11,27,8.34
21485,0,1,4.0,3,3,3,1,3.0,50000,4.0,5,1,5,95.78,6,4.64
21486,1,1,1.0,3,1,3,1,4.0,90000,0.0,5,1,4,55.59,6,4.9
21487,1,0,2.0,3,1,4,1,3.0,50000,0.0,5,1,3,59.86,6,4.2
21488,1,1,4.0,1,1,2,1,3.0,30000,0.0,5,1,3,59.86,6,2.92
21489,1,1,4.0,0,1,4,0,2.0,130000,0.0,5,1,3,126.62,0,4.2
21490,1,1,1.0,0,1,1,1,4.0,50000,0.0,5,1,6,69.47,19,5.91
21491,0,1,3.0,0,0,2,0,0.0,10000,3.0,5,1,6,69.47,19,9.8
21492,1,0,1.0,1,1,2,0,4.0,30000,0.0,5,1,10,123.61,6,5.0
21493,1,0,2.0,1,1,2,1,1.0,30000,0.0,5,1,6,69.47,19,13.25
21494,1,0,4.0,4,1,3,1,2.0,130000,0.0,5,1,6,143.83,14,5.91
21495,1,0,1.0,0,0,1,0,1.0,10000,0.0,5,1,3,59.86,6,5.3
21496,0,0,1.0,3,1,3,1,2.0,70000,1.0,5,1,2,66.27,16,5.56
21497,1,1,5.0,2,1,2,1,2.0,50000,0.0,5,1,7,50.79,11,7.95
21498,1,0,3.0,1,1,2,0,2.0,30000,0.0,5,1,3,111.51,3,5.68
21499,1,0,1.0,0,0,2,1,0.0,10000,0.0,5,1,10,80.29,26,6.48
21500,1,0,3.0,0,0,2,0,1.0,10000,0.0,5,1,5,95.78,6,1.98
21501,1,1,0.0,0,0,1,0,0.0,10000,0.0,5,1,3,59.86,6,5.68
21502,1,1,0.0,0,0,1,0,0.0,10000,0.0,5,1,3,111.51,3,2.8
21503,1,0,0.0,0,0,1,0,1.0,10000,0.0,5,1,7,50.79,11,7.95
21504,1,0,3.0,0,2,1,1,1.0,50000,0.0,5,1,3,111.51,3,4.9
21505,0,0,4.0,1,1,3,1,1.0,110000,1.0,9,2,6,59.83,44,6.96
21506,1,0,2.0,0,1,3,1,1.0,70000,0.0,9,2,10,111.7,26,4.26
21507,1,0,2.0,0,1,3,1,1.0,70000,0.0,9,2,2,91.0,38,10.86
21508,0,0,3.0,0,0,2,0,1.0,10000,3.0,9,2,5,73.05,47,5.04
21509,0,0,2.0,3,2,3,1,3.0,50000,0.0,9,2,3,138.81,10,5.56
21510,0,0,1.0,0,2,1,0,1.0,10000,1.0,9,2,9,69.65,38,5.04
21511,0,1,3.0,3,1,4,0,2.0,70000,0.0,9,2,2,70.32,0,14.48
21512,0,0,4.0,3,1,3,1,1.0,30000,1.0,9,2,8,67.31,34,4.9
21513,0,1,0.0,0,1,4,1,4.0,90000,0.0,9,2,9,69.65,38,2.96
21514,1,1,3.0,0,1,1,1,2.0,30000,0.0,9,2,2,91.0,38,6.48
21515,0,1,4.0,1,1,2,1,4.0,30000,1.0,9,2,2,103.65,43,8.34
21516,0,1,1.0,0,1,2,1,1.0,10000,0.0,9,2,9,69.65,38,4.44
21517,0,1,3.0,1,3,2,0,2.0,30000,3.0,9,2,8,67.31,34,10.6
21518,0,0,1.0,1,1,2,0,3.0,30000,0.0,9,2,2,103.65,43,7.88
21519,1,1,1.0,1,1,1,1,3.0,30000,0.0,9,2,9,139.37,33,5.04
21520,1,1,1.0,1,1,1,1,3.0,30000,0.0,9,2,8,115.13,26,8.34
21521,0,0,2.0,1,1,3,1,3.0,70000,2.0,9,2,9,139.37,33,14.48
21522,1,1,3.0,0,0,1,1,2.0,10000,0.0,9,2,10,111.7,26,14.48
21523,1,1,3.0,3,3,3,0,2.0,70000,0.0,9,2,5,73.05,47,7.5
21524,1,1,3.0,3,3,3,0,2.0,70000,0.0,9,2,5,73.05,47,3.96
21525,0,1,2.0,1,1,2,1,4.0,30000,2.0,9,2,8,55.18,14,3.94
21526,1,1,1.0,0,0,1,0,1.0,10000,0.0,9,2,8,55.18,14,5.6
21527,1,0,2.0,3,1,3,1,3.0,30000,0.0,9,2,6,122.47,41,7.24
21528,1,0,3.0,1,1,1,0,2.0,30000,0.0,9,2,12,95.74,11,3.3
21529,1,0,2.0,2,1,4,0,3.0,30000,0.0,9,2,12,95.74,11,8.64
21530,1,1,1.0,4,1,4,1,3.0,90000,0.0,9,2,6,59.83,44,10.86
21531,1,0,3.0,1,1,2,1,3.0,30000,0.0,9,2,6,59.83,44,7.5
21532,1,0,1.0,0,0,2,0,1.0,10000,0.0,9,2,9,139.37,33,5.68
21533,1,0,4.0,3,1,3,1,1.0,70000,0.0,9,2,9,51.12,2,2.92
21534,1,1,0.0,0,1,1,0,3.0,30000,0.0,9,2,8,55.18,14,7.35
21535,0,0,2.0,1,1,2,0,3.0,30000,1.0,9,2,5,73.05,47,7.35
21536,0,0,2.0,1,1,2,0,3.0,30000,1.0,9,2,2,91.0,38,3.3
21537,0,0,2.0,4,1,3,0,2.0,90000,2.0,9,2,8,67.31,34,9.28
21538,0,1,5.0,3,1,3,0,3.0,70000,0.0,9,2,10,111.7,26,10.0
21539,0,0,3.0,2,1,4,1,3.0,130000,1.0,9,2,2,103.65,43,4.9
21540,0,1,4.0,1,3,3,1,2.0,90000,4.0,9,2,9,139.37,33,9.28
21541,0,1,4.0,1,3,3,1,2.0,90000,4.0,9,2,9,139.37,33,14.48
21542,1,1,3.0,0,1,1,0,1.0,10000,0.0,9,2,9,51.12,2,9.28
21543,1,0,2.0,1,3,2,0,3.0,50000,0.0,9,2,6,122.47,41,11.12
21544,1,1,1.0,1,1,3,0,2.0,90000,0.0,9,2,3,138.81,10,4.26
21545,0,0,3.0,1,0,3,1,2.0,130000,2.0,9,2,9,51.12,2,7.95
21546,1,0,3.0,0,0,1,0,2.0,10000,0.0,9,2,12,95.74,11,9.8
21547,1,0,3.0,0,0,1,0,2.0,10000,0.0,9,2,6,59.83,44,5.6
21548,0,0,4.0,2,3,3,1,3.0,30000,4.0,9,2,10,111.7,26,7.35
21549,1,1,4.0,0,0,2,1,1.0,10000,0.0,9,2,6,122.47,41,4.26
21550,0,0,2.0,3,1,3,1,2.0,50000,2.0,9,2,8,67.31,34,7.5
21551,0,0,2.0,3,1,3,1,2.0,50000,2.0,9,2,6,59.83,44,5.6
21552,0,1,1.0,1,1,4,1,4.0,130000,0.0,9,2,3,138.81,10,5.3
21553,1,0,1.0,1,1,4,1,3.0,110000,0.0,9,2,9,69.65,38,2.96
21554,1,0,1.0,1,1,4,1,3.0,110000,0.0,9,2,8,115.13,26,7.95
21555,1,0,1.0,1,1,4,1,3.0,110000,0.0,9,2,1,71.51,39,7.95
21556,0,1,3.0,0,2,2,1,3.0,30000,3.0,9,2,9,69.65,38,4.4
21557,0,1,3.0,3,1,4,1,2.0,70000,1.0,9,2,9,51.12,2,7.88
21558,1,0,1.0,4,2,3,1,3.0,150000,0.0,9,2,10,136.74,9,2.2
21559,1,1,1.0,0,0,2,0,2.0,10000,0.0,7,2,0,66.78,45,2.84
21560,1,0,2.0,3,1,4,1,1.0,50000,0.0,7,2,7,76.98,27,3.96
21561,0,0,4.0,1,3,2,1,4.0,30000,4.0,7,2,3,131.58,8,6.72
21562,0,1,4.0,3,3,4,0,3.0,50000,3.0,7,2,8,59.19,11,2.84
21563,1,0,4.0,4,2,4,1,2.0,110000,0.0,7,2,3,131.58,8,5.68
21564,0,0,4.0,4,1,3,1,4.0,70000,4.0,7,2,7,91.28,43,4.4
21565,0,0,4.0,4,1,3,1,4.0,70000,4.0,7,2,7,91.28,43,5.91
21566,1,1,2.0,3,2,3,0,2.0,50000,0.0,7,2,0,66.78,45,5.04
21567,0,0,4.0,3,1,3,0,1.0,70000,1.0,7,2,8,131.46,9,4.4
21568,0,0,1.0,0,0,2,1,2.0,10000,1.0,7,2,7,90.58,5,2.8
21569,1,1,5.0,1,1,1,1,4.0,30000,0.0,7,2,8,114.01,1,18.1
21570,1,1,1.0,0,3,1,0,1.0,10000,0.0,7,2,7,90.58,5,4.44
21571,0,0,1.0,3,1,3,1,2.0,70000,0.0,7,2,8,138.53,35,7.88
21572,1,1,3.0,4,1,3,1,3.0,70000,0.0,7,2,7,99.77,36,11.12
21573,1,0,5.0,1,1,1,1,3.0,30000,0.0,7,2,7,91.28,43,5.92
21574,1,0,3.0,0,0,1,0,2.0,10000,0.0,7,2,7,94.43,12,11.12
21575,1,1,0.0,3,1,3,0,4.0,30000,0.0,7,2,4,137.77,45,4.9
21576,1,0,5.0,3,1,3,0,2.0,70000,0.0,7,2,3,69.63,47,2.84
21577,1,0,3.0,3,1,4,0,4.0,50000,0.0,7,2,3,131.58,8,2.8
21578,1,1,0.0,3,1,3,0,3.0,50000,0.0,7,2,5,135.8,4,2.19
21579,0,0,1.0,1,1,1,1,1.0,30000,0.0,7,2,8,59.19,11,4.44
21580,1,1,2.0,3,1,3,1,2.0,130000,0.0,7,2,8,138.53,35,6.48
21581,1,1,2.0,3,1,3,1,2.0,130000,0.0,7,2,5,83.51,23,2.97
21582,0,0,4.0,0,1,4,1,2.0,110000,1.0,7,2,10,80.0,38,10.0
21583,0,0,3.0,1,3,2,1,3.0,50000,3.0,7,2,4,137.77,45,5.6
21584,0,1,4.0,3,3,3,1,3.0,70000,4.0,7,2,0,66.78,45,2.97
21585,0,1,2.0,4,1,3,1,2.0,130000,2.0,7,2,7,91.28,43,2.8
21586,1,1,1.0,2,1,1,1,4.0,30000,0.0,7,2,4,145.41,32,7.88
21587,1,0,1.0,1,1,2,1,2.0,50000,0.0,7,2,0,66.78,45,7.24
21588,0,0,1.0,1,1,2,1,3.0,30000,0.0,7,2,7,91.28,43,8.34
21589,1,1,1.0,4,1,3,0,1.0,70000,0.0,7,2,1,123.88,2,5.91
21590,1,0,4.0,2,1,4,1,4.0,130000,0.0,7,2,8,138.53,35,4.9
21591,1,0,3.0,0,0,2,0,1.0,10000,0.0,7,2,7,99.77,36,4.9
21592,1,1,3.0,3,1,3,1,3.0,50000,0.0,7,2,5,83.51,23,5.68
21593,1,0,5.0,0,0,1,1,1.0,10000,0.0,7,2,3,131.58,8,10.86
21594,0,0,1.0,0,0,2,0,1.0,10000,0.0,7,2,3,69.63,47,3.3
21595,0,1,3.0,0,0,1,1,1.0,10000,2.0,7,2,3,69.63,47,8.4
21596,0,1,4.0,1,3,3,1,3.0,130000,4.0,7,2,7,91.28,43,4.44
21597,0,0,1.0,3,1,3,1,2.0,70000,1.0,8,2,4,57.52,44,2.97
21598,1,1,1.0,0,0,2,1,0.0,10000,0.0,8,2,3,62.67,11,1.46
21599,0,0,3.0,2,3,3,1,3.0,30000,3.0,8,2,0,106.66,42,2.97
21600,0,0,3.0,2,3,3,1,3.0,30000,3.0,8,2,8,97.45,15,7.24
21601,0,1,2.0,0,1,1,0,4.0,50000,1.0,8,2,7,98.52,2,6.48
21602,0,0,4.0,0,0,2,1,1.0,10000,4.0,8,2,0,106.66,42,6.72
21603,0,0,4.0,0,0,2,1,1.0,10000,4.0,8,2,10,64.99,39,2.92
21604,1,1,2.0,1,2,1,0,2.0,30000,0.0,8,2,5,59.4,3,3.96
21605,0,1,3.0,0,1,1,0,2.0,30000,1.0,8,2,8,133.42,16,6.96
21606,1,1,0.0,3,1,3,1,2.0,70000,0.0,8,2,5,59.4,3,1.98
21607,0,1,2.0,3,3,3,1,3.0,70000,2.0,8,2,8,97.45,15,2.97
21608,0,1,4.0,1,1,2,1,1.0,30000,2.0,8,2,3,62.26,25,7.35
21609,1,0,5.0,3,1,4,0,3.0,70000,0.0,8,2,11,79.95,46,6.96
21610,0,0,3.0,3,1,3,0,2.0,70000,2.0,8,2,0,116.74,31,4.32
21611,0,0,3.0,3,1,3,0,2.0,70000,2.0,8,2,4,100.55,15,7.24
21612,1,1,1.0,0,0,2,0,1.0,10000,0.0,8,2,4,89.37,33,8.34
21613,0,0,5.0,1,2,3,1,3.0,130000,5.0,8,2,11,79.95,46,5.68
21614,0,0,1.0,2,3,3,1,1.0,130000,0.0,8,2,10,64.99,39,4.9
21615,0,0,1.0,2,3,3,1,1.0,130000,0.0,8,2,4,89.37,33,3.94
21616,1,1,4.0,0,0,2,0,1.0,10000,0.0,8,2,10,64.99,39,10.8
21617,0,0,3.0,4,1,3,0,4.0,90000,2.0,8,2,11,79.95,46,4.95
21618,0,1,2.0,3,1,3,1,4.0,50000,1.0,8,2,5,93.07,22,10.0
21619,0,1,2.0,3,1,3,1,4.0,50000,1.0,8,2,11,135.5,9,1.98
21620,1,1,1.0,3,1,3,1,4.0,130000,0.0,8,2,3,62.26,25,4.64
21621,1,1,1.0,3,1,3,1,4.0,130000,0.0,8,2,10,136.57,35,7.35
21622,0,1,5.0,2,0,3,1,4.0,30000,5.0,8,2,0,116.74,31,5.92
21623,0,1,5.0,2,0,3,1,4.0,30000,5.0,8,2,5,59.4,3,8.34
21624,1,0,2.0,3,1,3,1,1.0,90000,0.0,8,2,8,97.45,15,11.12
21625,0,0,4.0,3,1,3,1,2.0,70000,0.0,8,2,0,116.74,31,4.44
21626,0,1,1.0,0,1,2,1,3.0,30000,1.0,8,2,5,93.07,22,4.32
21627,1,0,2.0,3,1,3,0,2.0,50000,0.0,3,0,8,53.37,47,14.48
21628,1,1,1.0,1,1,2,1,2.0,30000,0.0,3,0,8,53.37,47,4.26
21629,0,1,2.0,0,0,1,0,1.0,10000,1.0,3,0,2,101.84,18,2.19
21630,0,1,4.0,4,0,4,1,4.0,110000,2.0,3,0,1,128.2,26,3.36
21631,0,1,3.0,1,3,1,1,2.0,30000,3.0,3,0,0,131.81,48,5.68
21632,1,1,0.0,3,1,4,1,3.0,90000,0.0,3,0,10,64.76,39,5.91
21633,0,0,0.0,1,0,1,1,3.0,30000,0.0,3,0,5,147.35,30,2.8
21634,0,0,0.0,3,2,3,1,2.0,130000,0.0,3,0,2,101.84,18,4.44
21635,0,0,0.0,3,2,3,1,2.0,130000,0.0,3,0,2,81.79,33,14.48
21636,1,1,4.0,0,0,1,0,0.0,10000,0.0,3,0,10,64.76,39,4.26
21637,0,0,1.0,0,0,2,1,2.0,10000,1.0,3,0,2,68.97,44,7.35
21638,1,1,4.0,4,0,3,1,3.0,130000,0.0,3,0,2,68.97,44,9.28
21639,0,0,0.0,0,1,2,1,3.0,30000,0.0,3,0,2,81.79,33,7.24
21640,0,1,4.0,4,1,3,1,2.0,70000,2.0,3,0,2,101.84,18,2.19
21641,1,0,1.0,1,0,2,1,1.0,10000,0.0,3,0,12,135.92,25,8.64
21642,0,0,0.0,3,1,3,0,3.0,50000,0.0,3,0,1,128.2,26,3.94
21643,1,1,1.0,0,0,1,1,0.0,10000,0.0,3,0,2,68.97,44,4.64
21644,0,0,4.0,0,0,1,1,0.0,10000,0.0,3,0,2,101.84,18,14.48
21645,1,1,1.0,1,1,2,0,3.0,30000,0.0,3,0,5,147.35,30,2.97
21646,1,0,4.0,0,0,2,1,0.0,10000,0.0,3,0,2,81.79,33,3.96
21647,0,0,3.0,0,1,2,1,4.0,50000,2.0,3,0,1,128.2,26,5.91
21648,0,1,5.0,1,3,3,0,3.0,110000,4.0,3,0,1,128.2,26,2.19
21649,1,1,3.0,1,2,1,0,2.0,30000,0.0,3,0,0,131.81,48,6.48
21650,1,0,3.0,0,0,1,1,1.0,10000,0.0,3,0,2,81.79,33,9.8
21651,1,1,2.0,0,1,2,0,2.0,50000,0.0,3,0,4,53.82,1,4.4
21652,0,1,3.0,0,0,2,1,1.0,10000,0.0,3,0,4,146.41,3,2.97
21653,0,0,2.0,0,0,2,0,2.0,10000,2.0,3,0,10,64.76,39,4.44
21654,0,0,2.0,0,0,2,0,2.0,10000,2.0,3,0,1,128.2,26,2.97
21655,1,0,3.0,0,0,2,0,0.0,10000,0.0,3,0,2,101.84,18,10.0
21656,0,1,2.0,1,2,1,1,3.0,30000,2.0,3,0,10,122.51,29,6.96
21657,0,1,4.0,1,3,1,1,2.0,30000,4.0,3,0,2,55.96,11,7.95
21658,1,0,2.0,0,1,2,1,1.0,30000,0.0,3,0,9,143.04,10,3.94
21659,0,1,1.0,2,1,4,1,4.0,30000,0.0,3,0,2,101.84,18,7.5
21660,1,1,1.0,1,0,1,0,3.0,30000,0.0,3,0,2,101.84,18,6.48
21661,0,0,4.0,1,3,1,1,3.0,30000,4.0,3,0,0,131.81,48,4.2
21662,1,0,1.0,3,1,3,0,4.0,50000,0.0,3,0,0,141.26,9,7.5
21663,0,0,1.0,1,1,1,0,2.0,50000,0.0,3,0,2,101.84,18,4.44
21664,0,0,1.0,1,1,1,0,2.0,50000,0.0,3,0,2,101.84,18,5.91
21665,0,0,3.0,0,3,2,0,1.0,10000,1.0,3,0,8,53.37,47,5.56
21666,0,1,1.0,3,1,4,0,3.0,50000,1.0,3,0,2,101.84,18,5.04
21667,0,1,5.0,1,1,2,1,3.0,30000,2.0,3,0,2,55.96,11,5.04
21668,0,1,1.0,3,3,3,0,4.0,50000,1.0,3,0,0,131.81,48,5.68
21669,1,0,2.0,0,1,2,1,1.0,50000,0.0,3,0,4,107.89,37,2.19
21670,1,1,3.0,0,2,4,1,2.0,130000,0.0,3,0,2,101.84,18,7.35
21671,0,0,5.0,1,3,4,0,4.0,150000,2.0,3,0,10,122.51,29,4.44
21672,0,1,4.0,1,1,1,1,1.0,30000,1.0,3,0,2,101.84,18,9.8
21673,1,1,4.0,3,1,3,1,3.0,50000,0.0,3,0,0,131.81,48,4.64
21674,1,0,5.0,0,1,2,0,4.0,30000,0.0,3,0,2,101.84,18,4.4
21675,1,1,2.0,4,1,3,1,2.0,70000,0.0,1,0,3,68.84,21,9.28
21676,1,1,1.0,1,1,1,0,4.0,30000,0.0,1,0,4,85.88,22,7.95
21677,0,0,1.0,3,1,3,0,1.0,50000,1.0,1,0,6,129.2,24,11.12
21678,0,0,4.0,1,1,2,1,4.0,30000,1.0,1,0,11,95.55,18,5.68
21679,1,0,3.0,3,1,3,1,4.0,90000,0.0,1,0,3,149.75,43,10.86
21680,0,1,1.0,0,1,2,1,3.0,30000,1.0,1,0,4,53.82,1,9.28
21681,0,1,2.0,1,1,2,1,3.0,30000,2.0,1,0,3,112.52,43,6.96
21682,1,1,3.0,3,1,3,1,1.0,70000,0.0,1,0,7,137.46,13,6.96
21683,1,1,3.0,3,1,3,1,2.0,50000,0.0,1,0,2,81.79,33,2.8
21684,1,1,1.0,4,1,3,1,2.0,130000,0.0,1,0,0,131.81,48,9.28
21685,0,0,2.0,0,0,2,0,1.0,10000,2.0,1,0,9,67.25,23,2.19
21686,1,1,1.0,0,1,1,0,2.0,50000,0.0,1,0,2,81.79,33,4.2
21687,1,0,2.0,2,1,3,1,1.0,30000,0.0,1,0,11,101.96,36,7.35
21688,1,1,3.0,0,0,1,1,1.0,10000,0.0,1,0,2,55.96,11,4.44
21689,1,1,2.0,1,1,1,0,2.0,30000,0.0,1,0,3,112.52,43,3.3
21690,1,1,0.0,3,1,3,0,1.0,50000,0.0,1,0,2,101.84,18,4.32
21691,1,1,0.0,3,1,3,0,1.0,50000,0.0,1,0,2,101.84,18,5.56
21692,1,1,4.0,3,1,3,0,4.0,50000,0.0,1,0,3,149.75,43,2.92
21693,1,1,4.0,3,1,3,0,4.0,50000,0.0,1,0,3,149.75,43,6.48
21694,0,0,0.0,2,0,3,0,2.0,30000,0.0,1,0,9,126.88,43,9.28
21695,1,0,3.0,1,1,2,1,4.0,30000,0.0,1,0,4,85.88,22,5.0
