,store_sales_in_millions,store_cost_in_millions,unit_sales_in_millions,store_sqft,grocery_sqft,frozen_sqft,meat_sqft,coffee_bar,video_store,salad_bar,prepared_food,florist,cost,promotion_name,store_type,store_city,store_state,media_type
16734,5.46,1.911,3.0,30268.0,22063.0,4923.0,3282.0,0.0,0.0,0.0,0.0,0.0,89.37,33,3,8,2,4
16735,2.72,0.8976,4.0,30268.0,22063.0,4923.0,3282.0,0.0,0.0,0.0,0.0,0.0,93.07,22,3,8,2,5
16736,7.35,2.2785,3.0,30268.0,22063.0,4923.0,3282.0,0.0,0.0,0.0,0.0,0.0,95.21,29,3,8,2,1
16737,7.95,3.498,3.0,30268.0,22063.0,4923.0,3282.0,0.0,0.0,0.0,0.0,0.0,64.99,39,3,8,2,10
16738,4.05,1.4175,3.0,30268.0,22063.0,4923.0,3282.0,0.0,0.0,0.0,0.0,0.0,89.37,33,3,8,2,4
16739,1.16,0.4988,2.0,30268.0,22063.0,4923.0,3282.0,0.0,0.0,0.0,0.0,0.0,79.95,46,3,8,2,11
16740,1.74,0.7482,3.0,30268.0,22063.0,4923.0,3282.0,0.0,0.0,0.0,0.0,0.0,64.99,39,3,8,2,10
16741,4.92,1.5252,3.0,30268.0,22063.0,4923.0,3282.0,0.0,0.0,0.0,0.0,0.0,64.99,39,3,8,2,10
16742,4.26,1.8744,3.0,23598.0,14210.0,5633.0,3755.0,0.0,0.0,0.0,0.0,1.0,147.35,30,3,3,0,5
16743,5.9,2.36,2.0,23598.0,14210.0,5633.0,3755.0,0.0,0.0,0.0,0.0,1.0,81.79,33,3,3,0,2
16744,3.16,1.422,2.0,23598.0,14210.0,5633.0,3755.0,0.0,0.0,0.0,0.0,1.0,58.16,5,3,3,0,4
16745,7.64,3.1324,4.0,23598.0,14210.0,5633.0,3755.0,0.0,0.0,0.0,0.0,1.0,131.81,48,3,3,0,0
16746,1.86,0.9114,3.0,23598.0,14210.0,5633.0,3755.0,0.0,0.0,0.0,0.0,1.0,53.37,47,3,3,0,8
16747,6.98,2.3034,2.0,23598.0,14210.0,5633.0,3755.0,0.0,0.0,0.0,0.0,1.0,141.26,9,3,3,0,0
16748,11.46,4.9278,3.0,23598.0,14210.0,5633.0,3755.0,0.0,0.0,0.0,0.0,1.0,141.26,9,3,3,0,0
16749,3.82,1.5662,2.0,23598.0,14210.0,5633.0,3755.0,0.0,0.0,0.0,0.0,1.0,143.04,10,3,3,0,9
16750,6.33,2.6586,3.0,23598.0,14210.0,5633.0,3755.0,0.0,0.0,0.0,0.0,1.0,101.84,18,3,3,0,2
16751,7.32,2.7084,3.0,23598.0,14210.0,5633.0,3755.0,0.0,0.0,0.0,0.0,1.0,68.97,44,3,3,0,2
16752,5.73,2.6358,3.0,23598.0,14210.0,5633.0,3755.0,0.0,0.0,0.0,0.0,1.0,131.81,48,3,3,0,0
16753,9.8,3.234,5.0,23598.0,14210.0,5633.0,3755.0,0.0,0.0,0.0,0.0,1.0,135.92,25,3,3,0,12
16754,7.36,3.5328,4.0,23598.0,14210.0,5633.0,3755.0,0.0,0.0,0.0,0.0,1.0,101.84,18,3,3,0,2
16755,3.34,1.2024,2.0,23598.0,14210.0,5633.0,3755.0,0.0,0.0,0.0,0.0,1.0,64.76,39,3,3,0,10
16756,10.89,3.8115,3.0,23598.0,14210.0,5633.0,3755.0,0.0,0.0,0.0,0.0,1.0,101.84,18,3,3,0,2
16757,5.73,2.1201,3.0,23598.0,14210.0,5633.0,3755.0,0.0,0.0,0.0,0.0,1.0,53.82,1,3,3,0,4
16758,3.65,1.679,5.0,23598.0,14210.0,5633.0,3755.0,0.0,0.0,0.0,0.0,1.0,147.17,23,3,3,0,7
16759,4.74,1.5642,3.0,23598.0,14210.0,5633.0,3755.0,0.0,0.0,0.0,0.0,1.0,64.76,39,3,3,0,10
16760,11.84,5.328,4.0,23598.0,14210.0,5633.0,3755.0,0.0,0.0,0.0,0.0,1.0,147.35,30,3,3,0,5
16761,11.8,5.9,4.0,23598.0,14210.0,5633.0,3755.0,0.0,0.0,0.0,0.0,1.0,122.51,29,3,3,0,10
16762,5.68,1.7608,4.0,23598.0,14210.0,5633.0,3755.0,0.0,0.0,0.0,0.0,1.0,147.17,23,3,3,0,7
16763,5.31,2.0709,3.0,23598.0,14210.0,5633.0,3755.0,0.0,0.0,0.0,0.0,1.0,122.51,29,3,3,0,10
16764,6.98,2.792,2.0,23598.0,14210.0,5633.0,3755.0,0.0,0.0,0.0,0.0,1.0,122.51,29,3,3,0,10
16765,5.73,2.2347,3.0,23598.0,14210.0,5633.0,3755.0,0.0,0.0,0.0,0.0,1.0,131.81,48,3,3,0,0
16766,6.98,3.3504,2.0,23598.0,14210.0,5633.0,3755.0,0.0,0.0,0.0,0.0,1.0,58.16,5,3,3,0,4
16767,1.24,0.5208,2.0,23598.0,14210.0,5633.0,3755.0,0.0,0.0,0.0,0.0,1.0,64.76,39,3,3,0,10
16768,7.6,3.724,4.0,23598.0,14210.0,5633.0,3755.0,0.0,0.0,0.0,0.0,1.0,81.79,33,3,3,0,2
16769,7.28,2.7664,4.0,23598.0,14210.0,5633.0,3755.0,0.0,0.0,0.0,0.0,1.0,146.41,3,3,3,0,4
16770,11.46,5.0424,3.0,23598.0,14210.0,5633.0,3755.0,0.0,0.0,0.0,0.0,1.0,131.81,48,3,3,0,0
16771,7.59,2.6565,3.0,23598.0,14210.0,5633.0,3755.0,0.0,0.0,0.0,0.0,1.0,101.84,18,3,3,0,2
16772,7.44,2.3064,4.0,23598.0,14210.0,5633.0,3755.0,0.0,0.0,0.0,0.0,1.0,143.04,10,3,3,0,9
16773,10.96,4.2744,4.0,23598.0,14210.0,5633.0,3755.0,0.0,0.0,0.0,0.0,1.0,64.76,39,3,3,0,10
16774,5.38,2.3134,2.0,23598.0,14210.0,5633.0,3755.0,0.0,0.0,0.0,0.0,1.0,128.2,26,3,3,0,1
16775,7.84,3.6064,4.0,23598.0,14210.0,5633.0,3755.0,0.0,0.0,0.0,0.0,1.0,68.97,44,3,3,0,2
16776,5.8,1.798,2.0,23598.0,14210.0,5633.0,3755.0,0.0,0.0,0.0,0.0,1.0,146.41,3,3,3,0,4
16777,5.73,1.8336,3.0,23598.0,14210.0,5633.0,3755.0,0.0,0.0,0.0,0.0,1.0,68.97,44,3,3,0,2
16778,5.7,2.223,3.0,23598.0,14210.0,5633.0,3755.0,0.0,0.0,0.0,0.0,1.0,131.81,48,3,3,0,0
16779,10.47,5.0256,3.0,23598.0,14210.0,5633.0,3755.0,0.0,0.0,0.0,0.0,1.0,143.04,10,3,3,0,9
16780,9.55,4.1065,5.0,23598.0,14210.0,5633.0,3755.0,0.0,0.0,0.0,0.0,1.0,81.79,33,3,3,0,2
16781,9.5,4.275,5.0,23598.0,14210.0,5633.0,3755.0,0.0,0.0,0.0,0.0,1.0,81.79,33,3,3,0,2
16782,2.8,1.176,4.0,23598.0,14210.0,5633.0,3755.0,0.0,0.0,0.0,0.0,1.0,58.16,5,3,3,0,4
16783,12.96,4.9248,4.0,23598.0,14210.0,5633.0,3755.0,0.0,0.0,0.0,0.0,1.0,101.84,18,3,3,0,2
16784,16.2,6.318,5.0,23598.0,14210.0,5633.0,3755.0,0.0,0.0,0.0,0.0,1.0,68.97,44,3,3,0,2
16785,6.48,2.5272,2.0,23598.0,14210.0,5633.0,3755.0,0.0,0.0,0.0,0.0,1.0,68.97,44,3,3,0,2
16786,1.84,0.6624,2.0,23598.0,14210.0,5633.0,3755.0,0.0,0.0,0.0,0.0,1.0,68.97,44,3,3,0,2
16787,6.48,2.8512,2.0,23598.0,14210.0,5633.0,3755.0,0.0,0.0,0.0,0.0,1.0,135.92,25,3,3,0,12
16788,9.72,3.4992,3.0,23598.0,14210.0,5633.0,3755.0,0.0,0.0,0.0,0.0,1.0,141.26,9,3,3,0,0
16789,4.94,1.8278,2.0,23598.0,14210.0,5633.0,3755.0,0.0,0.0,0.0,0.0,1.0,131.81,48,3,3,0,0
16790,10.96,5.1512,4.0,23598.0,14210.0,5633.0,3755.0,0.0,0.0,0.0,0.0,1.0,68.97,44,3,3,0,2
16791,2.76,1.3248,3.0,23598.0,14210.0,5633.0,3755.0,0.0,0.0,0.0,0.0,1.0,146.41,3,3,3,0,4
16792,5.22,2.1924,3.0,23598.0,14210.0,5633.0,3755.0,0.0,0.0,0.0,0.0,1.0,147.17,23,3,3,0,7
16793,13.72,5.2136,4.0,23598.0,14210.0,5633.0,3755.0,0.0,0.0,0.0,0.0,1.0,147.35,30,3,3,0,5
16794,1.74,0.6264,2.0,23598.0,14210.0,5633.0,3755.0,0.0,0.0,0.0,0.0,1.0,147.17,23,3,3,0,7
16795,3.32,1.2948,2.0,23598.0,14210.0,5633.0,3755.0,0.0,0.0,0.0,0.0,1.0,101.84,18,3,3,0,2
16796,3.34,1.2358,2.0,23598.0,14210.0,5633.0,3755.0,0.0,0.0,0.0,0.0,1.0,122.51,29,3,3,0,10
16797,10.29,3.4986,3.0,23598.0,14210.0,5633.0,3755.0,0.0,0.0,0.0,0.0,1.0,131.81,48,3,3,0,0
16798,9.33,4.0119,3.0,23598.0,14210.0,5633.0,3755.0,0.0,0.0,0.0,0.0,1.0,101.84,18,3,3,0,2
16799,2.19,0.657,3.0,23598.0,14210.0,5633.0,3755.0,0.0,0.0,0.0,0.0,1.0,141.26,9,3,3,0,0
16800,6.75,2.4975,3.0,23598.0,14210.0,5633.0,3755.0,0.0,0.0,0.0,0.0,1.0,135.92,25,3,3,0,12
16801,2.86,1.1726,2.0,23598.0,14210.0,5633.0,3755.0,0.0,0.0,0.0,0.0,1.0,81.79,33,3,3,0,2
16802,7.6,3.648,4.0,23598.0,14210.0,5633.0,3755.0,0.0,0.0,0.0,0.0,1.0,101.84,18,3,3,0,2
16803,10.96,5.3704,4.0,23598.0,14210.0,5633.0,3755.0,0.0,0.0,0.0,0.0,1.0,53.37,47,3,3,0,8
16804,2.98,0.9536,2.0,23598.0,14210.0,5633.0,3755.0,0.0,0.0,0.0,0.0,1.0,143.04,10,3,3,0,9
16805,11.08,4.432,4.0,23598.0,14210.0,5633.0,3755.0,0.0,0.0,0.0,0.0,1.0,101.84,18,3,3,0,2
16806,9.6,4.416,4.0,23598.0,14210.0,5633.0,3755.0,0.0,0.0,0.0,0.0,1.0,131.81,48,3,3,0,0
16807,11.6,4.988,4.0,23598.0,14210.0,5633.0,3755.0,0.0,0.0,0.0,0.0,1.0,131.81,48,3,3,0,0
16808,1.86,0.8742,3.0,23598.0,14210.0,5633.0,3755.0,0.0,0.0,0.0,0.0,1.0,81.79,33,3,3,0,2
16809,11.8,4.956,4.0,23598.0,14210.0,5633.0,3755.0,0.0,0.0,0.0,0.0,1.0,81.79,33,3,3,0,2
16810,10.47,4.9209,3.0,23598.0,14210.0,5633.0,3755.0,0.0,0.0,0.0,0.0,1.0,83.26,34,3,3,0,6
16811,4.47,2.1903,3.0,23598.0,14210.0,5633.0,3755.0,0.0,0.0,0.0,0.0,1.0,83.26,34,3,3,0,6
16812,2.98,1.2814,2.0,23598.0,14210.0,5633.0,3755.0,0.0,0.0,0.0,0.0,1.0,64.76,39,3,3,0,10
16813,3.66,1.5738,2.0,23598.0,14210.0,5633.0,3755.0,0.0,0.0,0.0,0.0,1.0,143.04,10,3,3,0,9
16814,9.0,3.51,4.0,23598.0,14210.0,5633.0,3755.0,0.0,0.0,0.0,0.0,1.0,81.79,33,3,3,0,2
16815,11.08,4.0996,4.0,23598.0,14210.0,5633.0,3755.0,0.0,0.0,0.0,0.0,1.0,143.04,10,3,3,0,9
16816,2.76,1.242,3.0,23598.0,14210.0,5633.0,3755.0,0.0,0.0,0.0,0.0,1.0,143.04,10,3,3,0,9
16817,3.54,1.4514,2.0,23598.0,14210.0,5633.0,3755.0,0.0,0.0,0.0,0.0,1.0,135.92,25,3,3,0,12
16818,14.5,4.64,5.0,23598.0,14210.0,5633.0,3755.0,0.0,0.0,0.0,0.0,1.0,81.79,33,3,3,0,2
16819,11.82,4.6098,3.0,23598.0,14210.0,5633.0,3755.0,0.0,0.0,0.0,0.0,1.0,83.26,34,3,3,0,6
16820,10.96,5.1512,4.0,23598.0,14210.0,5633.0,3755.0,0.0,0.0,0.0,0.0,1.0,64.76,39,3,3,0,10
16821,10.29,3.7044,3.0,23598.0,14210.0,5633.0,3755.0,0.0,0.0,0.0,0.0,1.0,81.79,33,3,3,0,2
16822,11.04,4.7472,3.0,23598.0,14210.0,5633.0,3755.0,0.0,0.0,0.0,0.0,1.0,83.26,34,3,3,0,6
16823,5.3,2.12,2.0,23598.0,14210.0,5633.0,3755.0,0.0,0.0,0.0,0.0,1.0,83.26,34,3,3,0,6
16824,14.44,5.6316,4.0,23598.0,14210.0,5633.0,3755.0,0.0,0.0,0.0,0.0,1.0,143.04,10,3,3,0,9
16825,10.89,3.7026,3.0,23598.0,14210.0,5633.0,3755.0,0.0,0.0,0.0,0.0,1.0,147.17,23,3,3,0,7
16826,1.22,0.4148,2.0,23598.0,14210.0,5633.0,3755.0,0.0,0.0,0.0,0.0,1.0,53.82,1,3,3,0,4
16827,2.1,0.924,3.0,23598.0,14210.0,5633.0,3755.0,0.0,0.0,0.0,0.0,1.0,143.04,10,3,3,0,9
16828,1.74,0.5916,2.0,23598.0,14210.0,5633.0,3755.0,0.0,0.0,0.0,0.0,1.0,143.04,10,3,3,0,9
16829,3.68,1.656,2.0,23598.0,14210.0,5633.0,3755.0,0.0,0.0,0.0,0.0,1.0,141.26,9,3,3,0,0
16830,5.3,2.226,2.0,23598.0,14210.0,5633.0,3755.0,0.0,0.0,0.0,0.0,1.0,101.84,18,3,3,0,2
16831,4.8,2.112,3.0,23598.0,14210.0,5633.0,3755.0,0.0,0.0,0.0,0.0,1.0,81.79,33,3,3,0,2
16832,4.8,1.488,3.0,23598.0,14210.0,5633.0,3755.0,0.0,0.0,0.0,0.0,1.0,131.81,48,3,3,0,0
16833,7.68,2.4576,3.0,23598.0,14210.0,5633.0,3755.0,0.0,0.0,0.0,0.0,1.0,143.04,10,3,3,0,9
16834,6.86,2.5382,2.0,23598.0,14210.0,5633.0,3755.0,0.0,0.0,0.0,0.0,1.0,61.65,35,3,3,0,11
16835,1.4,0.434,2.0,23598.0,14210.0,5633.0,3755.0,0.0,0.0,0.0,0.0,1.0,83.26,34,3,3,0,6
16836,7.2,2.52,3.0,23598.0,14210.0,5633.0,3755.0,0.0,0.0,0.0,0.0,1.0,131.81,48,3,3,0,0
16837,7.08,2.1948,4.0,23598.0,14210.0,5633.0,3755.0,0.0,0.0,0.0,0.0,1.0,101.84,18,3,3,0,2
16838,6.64,3.2536,4.0,23598.0,14210.0,5633.0,3755.0,0.0,0.0,0.0,0.0,1.0,101.84,18,3,3,0,2
16839,9.33,4.5717,3.0,23598.0,14210.0,5633.0,3755.0,0.0,0.0,0.0,0.0,1.0,101.84,18,3,3,0,2
16840,1.24,0.5704,2.0,23598.0,14210.0,5633.0,3755.0,0.0,0.0,0.0,0.0,1.0,143.04,10,3,3,0,9
16841,1.68,0.5712,3.0,23598.0,14210.0,5633.0,3755.0,0.0,0.0,0.0,0.0,1.0,143.04,10,3,3,0,9
16842,2.48,0.7936,4.0,23598.0,14210.0,5633.0,3755.0,0.0,0.0,0.0,0.0,1.0,101.84,18,3,3,0,2
16843,11.44,3.5464,4.0,23598.0,14210.0,5633.0,3755.0,0.0,0.0,0.0,0.0,1.0,64.76,39,3,3,0,10
16844,7.28,3.5672,4.0,23598.0,14210.0,5633.0,3755.0,0.0,0.0,0.0,0.0,1.0,61.65,35,3,3,0,11
16845,3.78,1.5876,3.0,23598.0,14210.0,5633.0,3755.0,0.0,0.0,0.0,0.0,1.0,147.35,30,3,3,0,5
16846,10.83,4.4403,3.0,23598.0,14210.0,5633.0,3755.0,0.0,0.0,0.0,0.0,1.0,55.96,11,3,3,0,2
16847,10.96,3.7264,4.0,23598.0,14210.0,5633.0,3755.0,0.0,0.0,0.0,0.0,1.0,131.81,48,3,3,0,0
16848,8.31,3.9057,3.0,23598.0,14210.0,5633.0,3755.0,0.0,0.0,0.0,0.0,1.0,147.17,23,3,3,0,7
16849,5.58,2.511,3.0,23598.0,14210.0,5633.0,3755.0,0.0,0.0,0.0,0.0,1.0,146.41,3,3,3,0,4
16850,9.6,3.072,4.0,23598.0,14210.0,5633.0,3755.0,0.0,0.0,0.0,0.0,1.0,141.26,9,3,3,0,0
16851,7.35,3.6015,3.0,23598.0,14210.0,5633.0,3755.0,0.0,0.0,0.0,0.0,1.0,81.79,33,3,3,0,2
16852,6.33,3.0384,3.0,23598.0,14210.0,5633.0,3755.0,0.0,0.0,0.0,0.0,1.0,135.92,25,3,3,0,12
16853,5.72,1.7732,2.0,23598.0,14210.0,5633.0,3755.0,0.0,0.0,0.0,0.0,1.0,131.81,48,3,3,0,0
16854,6.33,2.8485,3.0,23598.0,14210.0,5633.0,3755.0,0.0,0.0,0.0,0.0,1.0,68.97,44,3,3,0,2
16855,5.52,1.8216,3.0,23598.0,14210.0,5633.0,3755.0,0.0,0.0,0.0,0.0,1.0,101.84,18,3,3,0,2
16856,7.41,3.3345,3.0,23598.0,14210.0,5633.0,3755.0,0.0,0.0,0.0,0.0,1.0,147.17,23,3,3,0,7
16857,7.88,3.4672,2.0,23598.0,14210.0,5633.0,3755.0,0.0,0.0,0.0,0.0,1.0,83.26,34,3,3,0,6
16858,4.29,2.0592,3.0,23598.0,14210.0,5633.0,3755.0,0.0,0.0,0.0,0.0,1.0,122.51,29,3,3,0,10
16859,7.32,2.928,3.0,23598.0,14210.0,5633.0,3755.0,0.0,0.0,0.0,0.0,1.0,131.81,48,3,3,0,0
16860,3.68,1.3984,4.0,23598.0,14210.0,5633.0,3755.0,0.0,0.0,0.0,0.0,1.0,81.79,33,3,3,0,2
16861,4.74,1.8012,3.0,23598.0,14210.0,5633.0,3755.0,0.0,0.0,0.0,0.0,1.0,61.65,35,3,3,0,11
16862,4.47,1.5645,3.0,23598.0,14210.0,5633.0,3755.0,0.0,0.0,0.0,0.0,1.0,81.79,33,3,3,0,2
16863,6.68,2.004,2.0,23598.0,14210.0,5633.0,3755.0,0.0,0.0,0.0,0.0,1.0,101.84,18,3,3,0,2
16864,2.72,0.8976,4.0,23598.0,14210.0,5633.0,3755.0,0.0,0.0,0.0,0.0,1.0,81.79,33,3,3,0,2
16865,9.76,3.2208,4.0,23598.0,14210.0,5633.0,3755.0,0.0,0.0,0.0,0.0,1.0,53.82,1,3,3,0,4
16866,5.46,2.6208,3.0,23598.0,14210.0,5633.0,3755.0,0.0,0.0,0.0,0.0,1.0,101.84,18,3,3,0,2
16867,7.6,3.8,4.0,23598.0,14210.0,5633.0,3755.0,0.0,0.0,0.0,0.0,1.0,81.79,33,3,3,0,2
16868,5.3,1.802,2.0,23598.0,14210.0,5633.0,3755.0,0.0,0.0,0.0,0.0,1.0,101.84,18,3,3,0,2
16869,7.28,2.4024,4.0,23598.0,14210.0,5633.0,3755.0,0.0,0.0,0.0,0.0,1.0,101.84,18,3,3,0,2
16870,10.76,5.38,4.0,23598.0,14210.0,5633.0,3755.0,0.0,0.0,0.0,0.0,1.0,101.84,18,3,3,0,2
16871,5.12,2.56,2.0,23598.0,14210.0,5633.0,3755.0,0.0,0.0,0.0,0.0,1.0,122.51,29,3,3,0,10
16872,6.56,2.4272,4.0,23598.0,14210.0,5633.0,3755.0,0.0,0.0,0.0,0.0,1.0,101.84,18,3,3,0,2
16873,5.14,2.1588,2.0,23598.0,14210.0,5633.0,3755.0,0.0,0.0,0.0,0.0,1.0,64.76,39,3,3,0,10
16874,4.26,2.0448,3.0,23598.0,14210.0,5633.0,3755.0,0.0,0.0,0.0,0.0,1.0,101.84,18,3,3,0,2
16875,2.76,1.0212,3.0,23598.0,14210.0,5633.0,3755.0,0.0,0.0,0.0,0.0,1.0,135.92,25,3,3,0,12
16876,10.02,4.7094,3.0,23598.0,14210.0,5633.0,3755.0,0.0,0.0,0.0,0.0,1.0,101.84,18,3,3,0,2
16877,7.64,3.7436,4.0,23598.0,14210.0,5633.0,3755.0,0.0,0.0,0.0,0.0,1.0,101.84,18,3,3,0,2
16878,2.96,1.1544,4.0,23598.0,14210.0,5633.0,3755.0,0.0,0.0,0.0,0.0,1.0,122.51,29,3,3,0,10
16879,5.9,2.183,2.0,23598.0,14210.0,5633.0,3755.0,0.0,0.0,0.0,0.0,1.0,81.79,33,3,3,0,2
16880,7.2,2.232,3.0,23598.0,14210.0,5633.0,3755.0,0.0,0.0,0.0,0.0,1.0,101.84,18,3,3,0,2
16881,8.58,3.6894,3.0,23598.0,14210.0,5633.0,3755.0,0.0,0.0,0.0,0.0,1.0,143.04,10,3,3,0,9
16882,4.92,2.214,3.0,23598.0,14210.0,5633.0,3755.0,0.0,0.0,0.0,0.0,1.0,58.16,5,3,3,0,4
16883,10.29,4.3218,3.0,23598.0,14210.0,5633.0,3755.0,0.0,0.0,0.0,0.0,1.0,107.89,37,3,3,0,4
16884,11.6,5.8,4.0,23598.0,14210.0,5633.0,3755.0,0.0,0.0,0.0,0.0,1.0,55.96,11,3,3,0,2
16885,2.86,1.2584,2.0,23598.0,14210.0,5633.0,3755.0,0.0,0.0,0.0,0.0,1.0,135.92,25,3,3,0,12
16886,2.32,0.9048,4.0,23598.0,14210.0,5633.0,3755.0,0.0,0.0,0.0,0.0,1.0,53.82,1,3,3,0,4
16887,8.7,3.393,3.0,23598.0,14210.0,5633.0,3755.0,0.0,0.0,0.0,0.0,1.0,131.81,48,3,3,0,0
16888,8.7,3.393,3.0,23598.0,14210.0,5633.0,3755.0,0.0,0.0,0.0,0.0,1.0,61.65,35,3,3,0,11
16889,5.73,2.4066,3.0,23598.0,14210.0,5633.0,3755.0,0.0,0.0,0.0,0.0,1.0,61.65,35,3,3,0,11
16890,7.68,3.1488,3.0,23598.0,14210.0,5633.0,3755.0,0.0,0.0,0.0,0.0,1.0,53.37,47,3,3,0,8
16891,2.86,1.2584,2.0,23598.0,14210.0,5633.0,3755.0,0.0,0.0,0.0,0.0,1.0,81.79,33,3,3,0,2
16892,10.89,4.5738,3.0,23598.0,14210.0,5633.0,3755.0,0.0,0.0,0.0,0.0,1.0,53.37,47,3,3,0,8
16893,4.22,1.4348,2.0,23598.0,14210.0,5633.0,3755.0,0.0,0.0,0.0,0.0,1.0,53.37,47,3,3,0,8
16894,8.4,3.444,3.0,23598.0,14210.0,5633.0,3755.0,0.0,0.0,0.0,0.0,1.0,101.84,18,3,3,0,2
16895,2.76,0.9384,3.0,23598.0,14210.0,5633.0,3755.0,0.0,0.0,0.0,0.0,1.0,81.79,33,3,3,0,2
16896,4.74,1.659,3.0,23598.0,14210.0,5633.0,3755.0,0.0,0.0,0.0,0.0,1.0,83.26,34,3,3,0,6
16897,12.44,3.8564,4.0,23598.0,14210.0,5633.0,3755.0,0.0,0.0,0.0,0.0,1.0,55.96,11,3,3,0,2
16898,6.38,3.1262,2.0,23598.0,14210.0,5633.0,3755.0,0.0,0.0,0.0,0.0,1.0,146.41,3,3,3,0,4
16899,6.38,1.9778,2.0,23598.0,14210.0,5633.0,3755.0,0.0,0.0,0.0,0.0,1.0,107.89,37,3,3,0,4
16900,1.46,0.5256,2.0,23598.0,14210.0,5633.0,3755.0,0.0,0.0,0.0,0.0,1.0,53.82,1,3,3,0,4
16901,8.31,3.8226,3.0,23598.0,14210.0,5633.0,3755.0,0.0,0.0,0.0,0.0,1.0,147.35,30,3,3,0,5
16902,5.96,2.5628,4.0,23598.0,14210.0,5633.0,3755.0,0.0,0.0,0.0,0.0,1.0,147.35,30,3,3,0,5
16903,4.29,1.4157,3.0,23598.0,14210.0,5633.0,3755.0,0.0,0.0,0.0,0.0,1.0,81.79,33,3,3,0,2
16904,2.61,0.9396,3.0,23598.0,14210.0,5633.0,3755.0,0.0,0.0,0.0,0.0,1.0,81.79,33,3,3,0,2
16905,5.58,2.6784,3.0,23598.0,14210.0,5633.0,3755.0,0.0,0.0,0.0,0.0,1.0,101.84,18,3,3,0,2
16906,7.36,3.312,4.0,23598.0,14210.0,5633.0,3755.0,0.0,0.0,0.0,0.0,1.0,147.17,23,3,3,0,7
16907,5.38,2.0444,2.0,23598.0,14210.0,5633.0,3755.0,0.0,0.0,0.0,0.0,1.0,135.92,25,3,3,0,12
16908,7.2,3.096,3.0,23598.0,14210.0,5633.0,3755.0,0.0,0.0,0.0,0.0,1.0,55.96,11,3,3,0,2
16909,9.33,4.2918,3.0,23598.0,14210.0,5633.0,3755.0,0.0,0.0,0.0,0.0,1.0,81.79,33,3,3,0,2
16910,2.44,0.8052,4.0,23598.0,14210.0,5633.0,3755.0,0.0,0.0,0.0,0.0,1.0,81.79,33,3,3,0,2
16911,8.88,3.3744,3.0,23598.0,14210.0,5633.0,3755.0,0.0,0.0,0.0,0.0,1.0,53.37,47,3,3,0,8
16912,1.84,0.6072,2.0,23598.0,14210.0,5633.0,3755.0,0.0,0.0,0.0,0.0,1.0,53.37,47,3,3,0,8
16913,10.12,3.2384,4.0,23598.0,14210.0,5633.0,3755.0,0.0,0.0,0.0,0.0,1.0,107.89,37,3,3,0,4
16914,5.7,1.938,3.0,23598.0,14210.0,5633.0,3755.0,0.0,0.0,0.0,0.0,1.0,81.79,33,3,3,0,2
16915,1.74,0.783,2.0,23598.0,14210.0,5633.0,3755.0,0.0,0.0,0.0,0.0,1.0,101.84,18,3,3,0,2
16916,5.48,2.0276,2.0,23598.0,14210.0,5633.0,3755.0,0.0,0.0,0.0,0.0,1.0,81.79,33,3,3,0,2
16917,5.58,2.7342,3.0,23598.0,14210.0,5633.0,3755.0,0.0,0.0,0.0,0.0,1.0,101.84,18,3,3,0,2
16918,13.72,6.7228,4.0,23598.0,14210.0,5633.0,3755.0,0.0,0.0,0.0,0.0,1.0,122.51,29,3,3,0,10
16919,7.32,2.4888,3.0,23598.0,14210.0,5633.0,3755.0,0.0,0.0,0.0,0.0,1.0,141.26,9,3,3,0,0
16920,8.85,4.425,3.0,23598.0,14210.0,5633.0,3755.0,0.0,0.0,0.0,0.0,1.0,141.26,9,3,3,0,0
16921,9.33,3.3588,3.0,23598.0,14210.0,5633.0,3755.0,0.0,0.0,0.0,0.0,1.0,141.26,9,3,3,0,0
16922,5.49,2.6901,3.0,23598.0,14210.0,5633.0,3755.0,0.0,0.0,0.0,0.0,1.0,147.35,30,3,3,0,5
16923,3.78,1.8144,3.0,23598.0,14210.0,5633.0,3755.0,0.0,0.0,0.0,0.0,1.0,68.97,44,3,3,0,2
16924,7.26,2.3958,2.0,23598.0,14210.0,5633.0,3755.0,0.0,0.0,0.0,0.0,1.0,68.97,44,3,3,0,2
16925,1.22,0.427,2.0,23598.0,14210.0,5633.0,3755.0,0.0,0.0,0.0,0.0,1.0,143.04,10,3,3,0,9
16926,1.86,0.8184,3.0,23598.0,14210.0,5633.0,3755.0,0.0,0.0,0.0,0.0,1.0,81.79,33,3,3,0,2
16927,4.26,1.3206,3.0,23598.0,14210.0,5633.0,3755.0,0.0,0.0,0.0,0.0,1.0,81.79,33,3,3,0,2
16928,6.56,2.624,4.0,23598.0,14210.0,5633.0,3755.0,0.0,0.0,0.0,0.0,1.0,107.89,37,3,3,0,4
16929,10.83,5.415,3.0,23598.0,14210.0,5633.0,3755.0,0.0,0.0,0.0,0.0,1.0,64.76,39,3,3,0,10
16930,8.88,2.9304,3.0,23598.0,14210.0,5633.0,3755.0,0.0,0.0,0.0,0.0,1.0,64.76,39,3,3,0,10
16931,5.68,1.8744,4.0,23598.0,14210.0,5633.0,3755.0,0.0,0.0,0.0,0.0,1.0,64.76,39,3,3,0,10
16932,6.68,2.004,2.0,23688.0,15337.0,5011.0,3340.0,1.0,1.0,1.0,1.0,1.0,67.11,34,1,1,0,11
